feature,importance
filteredMag_diff_std,0.07714633077672338
accelY_diff_std,0.04718001545021913
filteredY_diff_max,0.04285642954268969
accelMag_range,0.04228047301905738
filteredMag_max,0.04087754971562277
gyroX_jerk_rms,0.03858882305300739
gyroZ_jerk_rms,0.029045608659669143
avg_sample_rate,0.028329320698870147
accelZ_max,0.024524724746296793
accelMag_rms,0.024441378855324603
accelMag_jerk_rms,0.024296476558166264
accelZ_range,0.024281949813248722
accelY_rms,0.024143141640743822
accelY_jerk_rms,0.024035279057139064
gyroY_rms,0.021706165453259766
gyroY_max,0.021688713772790427
gyroZ_diff_std,0.02100454199497137
filteredMag_peak_position,0.020800311482904624
gyroY_energy,0.019950121176977642
accelZ_jerk_rms,0.019083111604700755
gyroX_rms,0.01832782811988244
gyroY_jerk_rms,0.01802730279310039
accelZ_energy,0.015656295868672402
filteredZ_range,0.01430062541098726
accelY_max,0.014015477559858285
accelX_jerk_rms,0.01391612532209207
filteredMag_range,0.012484867123383158
gyroX_range,0.0124169873425938
filteredY_peak_position,0.012247132107725095
ldlj,0.0121512853125254
gyroZ_range,0.011879383393230542
accelY_peak_position,0.01068262785746964
gyroZ_kurtosis,0.010253149521353106
gyroZ_rms,0.010228523883672668
accelX_energy,0.00973028064500496
rep_duration_ms,0.009573096383013778
filteredMag_diff_mean,0.00933109801709749
gyroX_max,0.009232129747001555
accelZ_p75,0.009089730611877284
gyroZ_iqr,0.008698993159773677
filteredY_kurtosis,0.008588321385395765
accelY_median,0.00844614282928979
gyroX_energy,0.008317442835124412
accelMag_peak_position,0.008218744386780632
filteredMag_energy,0.008116540533001648
accelY_energy,0.008071262232979659
filteredZ_diff_mean,0.007824797464500403
accelMag_kurtosis,0.007743394291707461
gyroY_min,0.007504512427759784
accelMag_p25,0.007233786524232425
accelMag_median,0.006986097355582166
gyroX_skew,0.006810069694769317
accelX_kurtosis,0.006760079702519176
accelZ_iqr,0.006470119311138201
accelY_skew,0.006460996784661494
accelY_p75,0.006159436505043481
gyroY_iqr,0.006071411807226958
accelX_iqr,0.0060255761999227705
accelZ_median,0.005089684896075902
gyroX_min,0.004598175579590761
