participant,rep,equipment_code,exercise_code,quality_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,rep_original
1,8,1,3,0,25.564,25564,-1.84,9.46,0.33,9.6429,0.0022,-0.012,0.1189,12.63,88.69,271.69,-2.2511,9.785,0.0298,10.0406,8
1,8,1,3,0,25.695,25695,-2.4,9.45,0.19,9.7519,-0.0295,0.0011,0.1036,12.63,88.81,271.69,-2.2707,9.7408,0.0509,10.0021,8
1,8,1,3,0,25.825,25825,-2.14,9.44,0.07,9.6798,-0.0349,0.0196,0.1244,12.25,89.06,271.94,-2.2535,9.7012,0.0534,9.9596,8
1,8,1,3,0,25.955,25955,-1.84,9.22,0.16,9.4032,-0.0131,0.0207,0.048,12.31,89.19,271.75,-2.199,9.6378,0.0675,9.8857,8
1,8,1,3,0,26.128,26128,-2.08,9.57,0.12,9.7942,-0.0305,0.0055,-0.156,14.0,89.38,269.88,-2.1833,9.6288,0.0744,9.8736,8
1,8,1,3,0,26.258,26258,-3.88,9.13,-0.04,9.9203,-0.0098,-0.0022,-0.625,17.81,89.69,266.06,-2.4069,9.5631,0.0593,9.8615,8
1,8,1,3,0,26.388,26388,-1.61,5.71,-0.02,5.9327,0.0011,0.0098,-0.0371,17.81,89.56,266.0,-2.3019,9.0554,0.0489,9.3435,8
1,8,1,3,0,26.518,26518,-3.61,10.1,-0.14,10.7267,0.0207,0.0164,-0.0382,18.5,89.5,265.13,-2.4743,9.193,0.024,9.5202,8
1,8,1,3,0,26.648,26648,-3.81,8.93,-0.03,9.7089,0.0349,0.0349,0.2607,18.75,89.25,264.75,-2.6503,9.1584,0.0169,9.5341,8
1,8,1,3,0,26.778,26778,-3.01,8.61,0.09,9.1214,-0.0338,0.0098,-0.5694,18.94,89.19,264.44,-2.6977,9.0861,0.0265,9.4782,8
1,8,1,3,0,26.908,26908,-4.99,9.05,-0.14,10.3355,-0.048,0.0175,-0.1974,21.56,89.31,261.56,-2.9997,9.0813,0.0046,9.564,8
1,8,1,3,0,27.038,27038,-2.53,7.78,0.02,8.1811,-0.0425,0.0349,0.1963,20.25,89.63,262.56,-2.9378,8.9099,0.0066,9.3817,8
1,8,1,3,0,27.211,27211,-3.44,8.39,-0.2,9.07,-0.0764,0.0338,0.2029,20.56,90.19,261.81,-3.004,8.8414,-0.0206,9.3378,8
1,8,1,3,0,27.342,27342,-3.12,8.18,-0.11,8.7555,-0.0764,0.0207,-0.0731,19.5,90.56,262.5,-3.0193,8.7542,-0.0324,9.2603,8
1,8,1,3,0,27.473,27473,-2.84,9.08,0.15,9.515,-0.0142,0.0251,0.2302,18.0,90.81,263.75,-2.9957,8.7971,-0.0084,9.2932,8
1,9,1,3,0,27.603,27603,-2.2,8.82,-0.05,9.0904,0.0,0.0185,0.1527,16.31,90.81,265.19,-2.8908,8.8002,-0.0139,9.2628,8
1,9,1,3,0,27.734,27734,-2.99,9.33,-0.07,9.7976,0.0,0.0055,-0.024,16.38,90.81,265.06,-2.9039,8.87,-0.0213,9.3332,8
1,9,1,3,0,27.866,27866,-2.29,8.65,-0.17,8.9496,0.0196,0.0011,0.1145,15.44,90.75,266.0,-2.823,8.841,-0.0409,9.2808,8
1,9,1,3,0,28.0,28000,-2.42,8.89,-0.23,9.2164,0.0098,-0.0131,-0.0327,15.31,90.69,266.19,-2.7699,8.8474,-0.0658,9.2711,8
1,9,1,3,0,28.131,28131,-2.26,9.84,-0.29,10.1004,0.0218,-0.0196,0.1244,14.88,90.56,266.75,-2.7027,8.9782,-0.0953,9.3767,8
1,9,1,3,0,28.304,28304,-2.38,9.63,-0.49,9.9318,0.0284,-0.036,-0.1374,14.69,90.38,267.31,-2.6602,9.0641,-0.1473,9.4476,8
1,9,1,3,0,28.435,28435,-2.47,9.75,0.01,10.058,0.0415,-0.0338,-0.1396,14.81,90.25,267.44,-2.6351,9.1545,-0.1266,9.5271,8
1,9,1,3,0,28.565,28565,-2.72,9.34,0.15,9.7292,0.0633,-0.0327,0.0425,14.69,89.88,267.88,-2.6463,9.1789,-0.0902,9.5532,8
1,9,1,3,0,28.698,28698,-2.48,9.78,0.09,10.0899,0.0665,-0.0262,0.0567,14.06,89.5,268.81,-2.6244,9.2582,-0.0664,9.6232,8
1,9,1,3,0,28.829,28829,-2.99,10.27,0.12,10.6971,0.0535,-0.024,0.1178,13.56,89.06,269.56,-2.6726,9.3915,-0.0418,9.7644,8
1,9,1,3,0,28.963,28963,-2.65,11.21,0.4,11.5259,0.0349,-0.0218,0.0742,12.94,88.81,270.44,-2.6696,9.6311,0.0164,9.9943,8
1,9,1,3,0,29.094,29094,-2.37,10.66,0.42,10.9284,0.0065,-0.0109,0.2367,12.0,88.69,271.56,-2.6301,9.7667,0.0696,10.1149,8
1,9,1,3,0,29.225,29225,-1.74,9.74,0.29,9.8984,-0.0556,-0.0065,-0.012,10.88,88.88,272.69,-2.5128,9.7632,0.0986,10.0819,9
1,9,1,3,0,29.398,29398,-1.46,9.38,0.06,9.4931,-0.0938,0.0316,0.0425,9.63,89.56,273.69,-2.3741,9.7127,0.0935,9.9991,9
1,9,1,3,0,29.528,29528,-1.72,9.36,-0.21,9.519,-0.1014,0.06,-0.0305,9.81,90.31,273.06,-2.2879,9.6662,0.0535,9.9334,9
1,9,1,3,0,29.658,29658,-1.4,9.01,-0.14,9.1192,-0.0742,0.0687,-0.0502,9.75,90.88,272.5,-2.1709,9.5797,0.028,9.8227,9
1,9,1,3,0,29.789,29789,-1.75,9.42,-0.58,9.5987,-0.0796,0.0731,-0.1593,10.69,91.38,271.0,-2.1154,9.5587,-0.0521,9.7901,9
1,9,1,3,0,29.919,29919,-1.68,9.05,-0.37,9.212,-0.0764,0.0589,-0.3207,12.0,92.0,269.0,-2.0581,9.4917,-0.094,9.7127,9
1,9,1,3,0,30.052,30052,-2.24,9.23,-0.45,9.5086,-0.0829,0.0524,-0.3796,14.19,92.56,266.38,-2.082,9.4572,-0.1409,9.6847,9
1,9,1,3,0,30.183,30183,-2.99,10.19,-0.57,10.6349,-0.0807,0.0458,-0.4298,16.63,93.13,263.38,-2.2017,9.5537,-0.1974,9.8061,9
1,9,1,3,0,30.317,30317,-3.39,6.01,-0.53,6.9205,-0.012,0.06,0.0458,19.13,93.31,260.38,-2.3583,9.0868,-0.2413,9.3909,9
1,9,1,3,0,30.489,30489,-5.85,10.22,-0.72,11.7979,0.0262,0.0371,-0.6469,19.94,93.25,259.06,-2.8184,9.2361,-0.3044,9.6613,9
1,9,1,3,0,30.619,30619,-1.67,8.56,-0.46,8.7335,0.0742,0.0556,0.3523,16.75,92.5,261.94,-2.6671,9.147,-0.3249,9.5334,9
1,9,1,3,0,30.749,30749,-3.7,8.62,-0.51,9.3944,0.0884,0.024,-0.2029,17.5,91.88,261.13,-2.8032,9.0776,-0.3493,9.5069,9
1,9,1,3,0,30.879,30879,-2.81,7.58,-0.09,8.0846,0.1309,0.0022,0.0404,15.88,91.13,262.88,-2.8041,8.8802,-0.3151,9.3177,9
1,9,1,3,0,31.009,31009,-1.84,8.87,-0.41,9.0681,0.0185,-0.0393,0.0098,15.38,90.69,263.63,-2.677,8.8789,-0.3276,9.2795,9
1,10,1,3,0,31.139,31139,-2.38,9.17,0.0,9.4738,0.0382,-0.0644,0.0349,15.56,90.5,263.94,-2.6379,8.9172,-0.2844,9.3036,9
1,10,1,3,0,31.27,31270,-1.59,8.67,0.21,8.8171,0.0415,-0.0905,-0.0687,15.13,90.38,264.94,-2.4998,8.8847,-0.2193,9.2322,9
1,10,1,3,0,31.4,31400,-3.28,9.75,-0.27,10.2905,0.0327,-0.1069,0.0698,15.88,90.38,264.94,-2.6026,8.9987,-0.226,9.3702,9
1,10,1,3,0,31.573,31573,-2.13,9.41,-0.05,9.6482,0.0164,-0.1244,-0.0665,14.0,90.38,267.88,-2.5403,9.0529,-0.2028,9.4047,9
1,10,1,3,0,31.704,31704,-1.81,9.26,-0.12,9.436,0.0044,-0.1091,0.2476,12.75,90.5,270.0,-2.4441,9.0802,-0.1919,9.4053,9
1,10,1,3,0,31.835,31835,-2.08,9.55,-0.18,9.7755,-0.0011,-0.108,-0.0327,11.94,90.69,271.56,-2.3961,9.1421,-0.1903,9.4528,9
1,10,1,3,0,31.966,31966,-1.77,9.36,-0.2,9.528,0.0033,-0.0927,-0.1036,11.94,90.81,272.25,-2.3136,9.1708,-0.1916,9.4601,9
1,10,1,3,0,32.097,32097,-2.15,9.61,-0.12,9.8483,0.0185,-0.0545,0.1582,12.25,90.94,272.44,-2.2921,9.2287,-0.1821,9.5108,9
1,10,1,3,0,32.231,32231,-1.78,9.69,-0.33,9.8577,0.0305,-0.0284,0.0654,11.56,90.81,273.5,-2.2246,9.2895,-0.2016,9.5542,9
1,10,1,3,0,32.363,32363,-1.92,9.78,-0.05,9.9668,0.0305,0.0142,-0.0218,11.94,90.63,273.25,-2.1844,9.3541,-0.1817,9.6075,9
1,10,1,3,0,32.493,32493,-2.99,10.15,-0.1,10.5817,0.0404,0.036,-0.1713,12.75,90.25,272.25,-2.2906,9.459,-0.1709,9.7339,9
1,10,1,3,0,32.666,32666,-2.64,11.04,0.1,11.3517,0.0218,0.0654,-0.0033,12.94,89.88,271.69,-2.3366,9.6673,-0.1352,9.9466,9
1,10,1,3,0,32.797,32797,-2.47,10.79,0.03,11.0691,-0.0011,0.0709,-0.0295,12.94,89.69,271.19,-2.3542,9.8153,-0.1134,10.0943,9
1,10,1,3,0,32.927,32927,-1.87,9.67,0.04,9.8492,-0.0076,0.0709,0.1047,12.75,89.56,270.88,-2.2904,9.7961,-0.0932,10.0607,10
1,10,1,3,0,33.058,33058,-2.11,9.59,0.01,9.8194,-0.0229,0.0436,0.0884,12.31,89.69,270.81,-2.2666,9.769,-0.0796,10.0288,10
1,10,1,3,0,33.188,33188,-2.1,9.47,0.02,9.7001,-0.0338,0.0076,-0.0556,12.5,89.88,270.44,-2.2447,9.7296,-0.0665,9.9854,10
1,10,1,3,0,33.318,33318,-3.54,9.49,-0.15,10.1299,-0.0393,-0.0087,-0.1353,13.06,90.19,269.88,-2.4154,9.698,-0.0775,9.9946,10
1,10,1,3,0,33.449,33449,-1.82,9.51,0.01,9.6826,-0.0262,-0.0284,-0.1614,13.06,90.44,269.88,-2.3369,9.6732,-0.066,9.9517,10
1,10,1,3,0,33.579,33579,-3.25,9.26,-0.09,9.8142,0.0175,-0.0338,-0.2073,14.19,90.5,269.0,-2.4572,9.6188,-0.0691,9.9279,10
1,10,1,3,0,33.752,33752,-3.35,9.04,-0.06,9.6409,0.0338,-0.0295,-0.2062,15.75,90.5,267.69,-2.5749,9.5425,-0.0679,9.884,10
1,10,1,3,0,33.886,33886,-0.26,5.48,-0.03,5.4862,0.0262,-0.0284,0.2378,14.56,90.25,269.13,-2.2698,9.0072,-0.0629,9.289,10
1,10,1,3,0,34.017,34017,-3.83,9.47,-0.21,10.2173,0.0284,-0.0207,-0.0393,15.75,90.25,268.25,-2.4754,9.0682,-0.0823,9.4003,10
1,10,1,3,0,34.148,34148,-1.7,8.88,0.1,9.0418,0.024,-0.0175,-0.0731,14.38,90.0,269.75,-2.3732,9.0434,-0.0583,9.3498,10
1,10,1,3,0,34.278,34278,-3.38,8.77,0.0,9.3988,0.0295,-0.0055,0.0447,15.5,89.88,268.69,-2.5059,9.0073,-0.0506,9.3496,10
1,10,1,3,0,34.408,34408,-1.99,8.65,0.0,8.876,-0.0033,-0.0044,0.1254,14.19,89.75,270.06,-2.4379,8.9603,-0.0439,9.2861,10
1,10,1,3,0,34.539,34539,-1.27,8.08,-0.03,8.1793,0.0131,-0.0022,0.288,14.0,89.75,270.31,-2.284,8.8443,-0.0421,9.1345,10
1,10,1,3,0,34.669,34669,-2.12,8.14,0.08,8.4119,-0.0065,-0.012,-0.1058,13.94,89.81,270.44,-2.2624,8.7515,-0.026,9.0392,10
1,11,1,3,0,34.842,34842,-2.55,8.38,0.0,8.7594,0.0447,-0.0011,-0.2313,14.81,89.75,269.56,-2.3003,8.7025,-0.0226,9.0014,10
1,11,1,3,0,34.972,34972,-2.54,8.99,-0.19,9.3439,0.0,0.0076,-0.0327,15.06,89.63,269.31,-2.3319,8.7404,-0.0446,9.0462,10
1,11,1,3,0,35.103,35103,-2.12,9.57,-0.24,9.8049,0.0196,0.0196,0.1451,14.38,89.5,269.94,-2.304,8.8497,-0.0704,9.145,10
1,11,1,3,0,35.233,35233,-3.0,9.55,0.09,10.0105,0.0153,0.0273,0.0229,15.06,89.31,269.19,-2.3957,8.942,-0.0493,9.2575,10
1,11,1,3,0,35.363,35363,-2.2,9.48,0.05,9.7321,0.0109,0.0382,0.168,14.31,89.19,269.75,-2.3699,9.0129,-0.0362,9.3193,10
1,11,1,3,0,35.494,35494,-2.56,9.46,0.39,9.808,0.0185,0.0524,0.1844,14.38,89.06,269.38,-2.395,9.0718,0.02,9.3826,10
1,11,1,3,0,35.624,35624,-2.89,10.09,-0.03,10.4958,-0.0087,0.0469,-0.1364,14.13,89.0,269.31,-2.4602,9.206,0.0134,9.529,10
1,11,1,3,0,35.755,35755,-2.13,10.27,0.19,10.4903,-0.0011,0.048,0.0098,13.5,88.88,269.5,-2.4167,9.3462,0.0367,9.6536,10
1,11,1,3,0,35.932,35932,-2.39,10.23,0.23,10.508,0.0098,0.0415,0.1134,13.75,88.75,268.88,-2.4132,9.4627,0.0621,9.7657,10
1,11,1,3,0,36.063,36063,-2.82,10.8,0.21,11.1641,-0.0131,0.0251,-0.1113,14.38,88.69,268.06,-2.4668,9.6389,0.0816,9.9499,10
1,11,1,3,0,36.193,36193,-2.51,10.93,0.33,11.2194,-0.0295,0.0142,-0.0796,14.5,88.81,267.75,-2.4725,9.809,0.1144,10.1165,10
1,11,1,3,0,36.324,36324,-2.02,10.2,0.19,10.3998,-0.0251,-0.0033,0.0633,14.31,88.94,267.88,-2.4128,9.8605,0.1243,10.1522,10
1,11,1,3,0,36.454,36454,-2.18,9.66,0.18,9.9046,-0.0229,-0.0207,0.0764,14.5,89.19,267.75,-2.3822,9.8341,0.1317,10.1194,10
1,11,1,3,0,36.584,36584,-2.24,9.4,0.12,9.664,-0.0273,-0.0393,0.0873,14.56,89.44,267.88,-2.3634,9.7769,0.1301,10.0594,10
1,11,1,3,0,36.714,36714,-2.6,9.1,-0.01,9.4641,-0.0393,-0.0567,-0.0316,14.94,89.75,267.81,-2.3946,9.6877,0.1117,9.9799,10
1,11,1,3,0,36.845,36845,-3.11,9.08,-0.03,9.5979,-0.0327,-0.072,-0.2727,15.44,90.13,267.69,-2.4889,9.6076,0.093,9.9252,10
1,11,1,3,0,37.018,37018,-3.81,10.43,-0.33,11.109,-0.0349,-0.0731,-0.444,17.81,90.75,265.88,-2.663,9.716,0.0373,10.0744,10
1,11,1,3,0,37.149,37149,-0.8,3.8,-0.14,3.8858,0.0207,-0.0273,0.3829,18.13,90.75,265.88,-2.4175,8.9364,0.0139,9.2576,10
1,11,1,3,0,37.279,37279,-2.31,10.18,0.48,10.4498,0.024,-0.0316,-0.6283,16.69,90.81,267.5,-2.4033,9.1003,0.0753,9.4126,10
1,11,1,3,0,37.41,37410,-0.98,8.72,-0.01,8.7749,0.0545,0.024,0.7101,16.19,90.44,268.13,-2.2158,9.0502,0.0641,9.3177,10
1,11,1,3,0,37.542,37542,-3.01,9.24,-0.05,9.718,0.0665,-0.0076,0.0371,17.19,90.06,267.31,-2.3204,9.0752,0.049,9.3673,10
1,12,1,3,0,37.676,37676,-3.68,8.85,-0.1,9.5851,0.0807,-0.0196,0.2443,18.13,89.5,266.69,-2.4996,9.0455,0.0294,9.3846,10
1,12,1,3,0,37.807,37807,-2.84,9.4,-0.06,9.8198,0.0589,-0.036,-0.3458,17.0,89.06,268.13,-2.5444,9.0922,0.0176,9.4416,10
1,12,1,3,0,37.937,37937,-2.59,9.0,-0.12,9.366,0.0524,-0.0196,0.0044,17.63,88.69,267.81,-2.5504,9.0801,-0.0005,9.4315,10
1,12,1,3,0,38.11,38110,-2.1,8.92,0.0,9.1639,0.0196,-0.0316,-0.336,17.56,88.75,268.13,-2.4911,9.059,-0.0004,9.3952,10
1,12,1,3,0,38.24,38240,-3.31,8.81,0.08,9.4116,-0.0196,-0.024,0.1047,19.19,88.88,266.75,-2.599,9.0262,0.0102,9.3929,10
1,12,1,3,0,38.37,38370,-3.45,8.9,0.23,9.5481,-0.036,-0.0218,-0.0905,19.31,89.13,266.75,-2.7111,9.0095,0.0391,9.4087,10
