timestamp_ms,phone_roll,phone_pitch,phone_yaw,phone_accelX,phone_accelY,phone_accelZ,phone_gyroX_rad,phone_gyroY_rad,phone_gyroZ_rad,esp32_roll,esp32_pitch,esp32_yaw,esp32_accelX,esp32_accelY,esp32_accelZ,esp32_gyroX_deg,esp32_gyroY_deg,esp32_gyroZ_deg,esp32_gyroX_rad,esp32_gyroY_rad,esp32_gyroZ_rad,esp32_qw,esp32_qx,esp32_qy,esp32_qz,esp32_quatNorm,diff_roll,diff_pitch,diff_yaw,diff_accelX,diff_accelY,diff_accelZ,diff_gyroX_rad,diff_gyroY_rad,diff_gyroZ_rad,phone_qw,phone_qx,phone_qy,phone_qz,diff_quat_angle_deg
1773346732548,0.6666666666666666,1.4666666666666668,30.066666666666666,-0.06666666666666667,0.25,9.833333333333334,-0.03461569683122087,-0.014835298641951801,0.04508767234318685,0,3.0625,262.625,0.07999999821186066,0.6600000262260437,9.899999618530273,-0.046905722469091415,0.018544122576713562,-0.014180799946188927,-0.0008186592951123293,0.0003236559958570664,-0.0002475016496276315,0.659912109375,-0.01788330078125,0.0198974609375,-0.7508544921875,0.9999910909285654,-0.6666666666666666,1.5958333333333332,232.55833333333334,0.1466666648785273,0.4100000262260437,0.06666628519693951,0.03379703753610854,0.015158954637808867,-0.04533517399281448,0.9656603281497625,0.010851601973937332,0.25942723101870435,0.008937850874802892,101.0846856454605
1773346732662,0.4000000000000001,1.7333333333333334,29.96666666666667,0.014285714285714287,0.32857142857142857,9.785714285714286,-0.05136254655869027,0.00648265150740751,0.05435453956210912,-0.1875,3.25,262.4375,0.09000000357627869,0.6399999856948853,9.739999771118164,-0.06763150542974472,0.04363323003053665,-0.04145156964659691,-0.001180392447829468,0.0007615435273129305,-0.0007234663704528584,0.65850830078125,-0.01751708984375,0.0228271484375,-0.75201416015625,0.9999932031847522,-0.5875000000000001,1.5166666666666666,232.47083333333333,0.0757142892905644,0.3114285571234567,-0.04571451459612241,0.0501821541108608,-0.00572110798009458,-0.055078005932561985,0.9658710287878248,0.013708903513637858,0.2585579095623017,0.007282109280653194,100.97896685621168
1773346732779,0.1,2.1,30.160000000000004,-0.028571428571428574,0.3714285714285714,9.72857142857143,-0.021193283774216858,0.02543194052906023,0.05585053606381855,-0.5,3.625,262.3125,0.14000000059604645,0.6000000238418579,9.609999656677246,-0.062177352607250214,0.038179077208042145,-0.023998277261853218,-0.001085199523169997,0.0006663506026534595,-0.00041884895302582805,0.65740966796875,-0.017333984375,0.02691650390625,-0.75286865234375,1.0000118221388807,-0.6,1.525,232.1525,0.16857142916747503,0.22857145241328652,-0.11857177189418344,0.020108084251046862,-0.024765589926406772,-0.05626938501684438,0.9653968439882634,0.017466877451828306,0.26013913483928136,0.005610020913827382,100.84269340077638
1773346732879,0.10000000000000002,2.466666666666667,30.3,-0.03333333333333333,0.45,9.783333333333333,0.0026179938779914945,0.003199770295322938,0.04596033696918401,-0.5,3.875,262.25,0.009999999776482582,0.6399999856948853,9.699999809265137,0.010908307507634163,-0.015271631069481373,0.004363323096185923,0.00019038588182823261,-0.0002665402443123129,0.00007615435435675759,0.6571044921875,-0.0186767578125,0.02874755859375,-0.75299072265625,0.999978292497823,-0.6,1.4083333333333332,231.95,0.043333333109815915,0.18999998569488524,-0.0833335240681965,-0.0024276079961632617,-0.003466310539635251,-0.045884182614827254,0.9650160359713109,0.02054797146695699,0.26130442801594517,0.006467386339972779,100.95598079591645
1773346732978,0.1,2.4000000000000004,30.3,-0.016666666666666673,0.48333333333333334,9.783333333333333,0.005817764173314432,-0.00145444104332861,-0.058759418150475765,-0.4375,4.125,262.1875,-0.029999999329447746,0.75,9.920000076293945,0.04036073759198189,0.009817477315664291,0.030543262138962746,0.0007044277595135317,0.00017134730339819656,0.0005330804886246258,0.65655517578125,-0.02044677734375,0.030029296875,-0.75335693359375,0.9999655982149974,-0.5375,1.7249999999999996,231.8875,-0.013333332662781073,0.26666666666666666,0.1366667429606121,-0.0051133364138009,0.0016257883467268065,0.05929249863910039,0.9650280922922791,0.019986538737352285,0.26130716649338265,0.006315385595858869,100.97082437506089
1773346733078,0.1,2.4000000000000004,30.200000000000003,0.03333333333333333,0.4166666666666667,9.800000000000002,-0.002908882086657216,-0.00930842267730309,0.030543261909900768,-0.4375,3.8125,262.3125,0.09000000357627869,0.5799999833106995,9.8100004196167,0.0010908307740464807,-0.0021816615480929613,0.020725784823298454,0.000019038588589189398,-0.000038077177178378795,0.0003617331852264292,0.657470703125,-0.0189208984375,0.0281982421875,-0.752685546875,0.9999781993635395,-0.5375,1.4124999999999996,232.1125,0.056666670242945354,0.16333331664403278,0.010000419616696732,0.0029279206752464053,0.009270345500124712,-0.03018152872467434,0.9652557583286185,0.019992042339952477,0.26046492122264703,0.006297941647999983,100.88483304988543
1773346733179,0.07500000000000001,2.625,30.1,0,0.48333333333333334,9.733333333333334,-0.017453292519943295,-0.021234839232597676,0.0037815467126543763,-0.4375,4.125,262.25,0.1599999964237213,0.6399999856948853,9.829999923706055,-0.14726215600967407,0.01636246219277382,-0.062177352607250214,-0.002570209485954367,0.00028557883899699426,-0.001085199523169997,0.65692138671875,-0.02056884765625,0.0302734375,-0.7530517578125,0.9999861082959873,-0.5125,1.5,232.15,0.1599999964237213,0.15666665236155192,0.0966665903727204,0.014883083033988928,0.02152041807159467,-0.004866746235824373,0.9654421318872374,0.021949868653098368,0.2596081715542979,0.006579552064719984,100.911704093595
1773346733279,-0.06666666666666667,2.5666666666666664,30.066666666666666,0.016666666666666666,0.5,9.75,-0.01890773356327191,-0.002617993877991494,0.004945099547317268,-0.625,4.125,262.1875,0.10999999940395355,0.75,9.699999809265137,-0.006544984877109528,0.02508910745382309,0,-0.0001142315355987977,0.0004378875314558641,0,0.656494140625,-0.0196533203125,0.03094482421875,-0.75341796875,0.9999835135918833,-0.5583333333333333,1.5583333333333336,232.12083333333334,0.09333333273728689,0.25,-0.05000019073486328,0.018793502027673114,0.0030558814094473583,-0.004945099547317268,0.9655360555471841,0.021780860581162832,0.2593032649973794,0.00524750535279763,100.78702553352876
1773346733379,-0.06666666666666667,2.766666666666667,30,0,0.5166666666666667,9.850000000000001,0.018035068937274742,-0.0008726646259971649,0.061086523819801536,-0.6875,4.3125,262.125,0.14000000059604645,0.75,9.90999984741211,-0.05781403183937073,-0.003272492438554764,-0.0054541537538170815,-0.0010090452094498527,-0.00005711576779939885,-0.00009519294091411631,0.6563720703125,-0.02020263671875,0.03253173828125,-0.75347900390625,1.000010682212876,-0.6208333333333333,1.545833333333333,232.125,0.14000000059604645,0.23333333333333328,0.059999847412107954,-0.019044114146724595,0.000815548858197766,-0.061181716760715654,0.9656477832365227,0.023469305294347924,0.2587300033590286,0.005686457704718688,100.7913124318925
1773346733496,0.016666666666666666,3.4166666666666665,30,0.042857142857142864,0.5857142857142857,9.799999999999999,0.022439947525641383,-0.010222642761681073,0.1837582369599744,-0.5625,5,262.125,0.14000000059604645,0.8100000023841858,9.829999923706055,-0.21707531809806824,-0.014180799946188927,-0.02508910745382309,-0.0037886790256253257,-0.0002475016496276315,-0.0004378875314558641,0.65582275390625,-0.02490234375,0.03631591796875,-0.75360107421875,0.9999785178827533,-0.5791666666666667,1.5833333333333335,232.125,0.09714285773890358,0.22428571666990005,0.029999923706055753,-0.026228626551266707,0.009975141112053441,-0.18419612449143027,0.9654953734093984,0.02875819013208851,0.2587081944808188,0.00785624171266898,101.0186777276924
1773346733596,0.2,4.44,30,-0.016666666666666666,0.8166666666666668,9.733333333333334,0.04392411950852395,-0.0034906585039886596,0.16784249640012133,-0.375,5.875,262.125,0.10999999940395355,0.9100000262260437,9.829999923706055,-0.13199052214622498,-0.062177352607250214,0.02508910745382309,-0.0023036691928781184,-0.001085199523169997,0.0004378875314558641,0.65570068359375,-0.03094482421875,0.04107666015625,-0.7532958984375,1.0000214853809857,-0.575,1.4349999999999996,232.125,0.12666666607062022,0.09333335955937694,0.0966665903727204,-0.04622778870140207,0.0024054589808186625,-0.16740460886866546,0.9651818877744379,0.036965254971784,0.2586897004478,0.011710350945677593,101.37772419061295
1773346733695,0.5,5.525,29.900000000000002,-0.08333333333333333,1.0333333333333332,9.783333333333333,0.06079563561113581,-0.012217304763960308,0.17656914266009302,-0.1875,6.875,262.1875,0,1.2000000476837158,9.819999694824219,-0.17671458423137665,-0.047996554523706436,0.0010908307740464807,-0.0030842513311303754,-0.0008376979060516561,0.000019038588589189398,0.65576171875,-0.03814697265625,0.04638671875,-0.7525634765625,0.9999910685766242,-0.6875,1.3499999999999996,232.2875,0.08333333333333333,0.1666667143503826,0.036666361490885535,-0.06387988694226618,0.011379606857908653,-0.17655010407150384,0.9649651146543472,0.04543990559642952,0.25787694543522977,0.016644022726064703,101.82740883543134
1773346733795,0.825,6.525,29.8,-0.13333333333333333,1.1666666666666667,9.683333333333335,0.03723369070921236,-0.0031997702953229378,0.16667894356545848,0.1875,8,262.125,-0.07000000029802322,1.3300000429153442,9.720000267028809,-0.19634954631328583,-0.06544984877109528,-0.019634954631328583,-0.003426946067963931,-0.001142315355987977,-0.00034269460679639313,0.65484619140625,-0.04736328125,0.05181884765625,-0.75250244140625,1.0000059660346161,-0.6375,1.4749999999999996,232.325,0.06333333303531011,0.1633333762486775,0.03666693369547325,-0.040660636777176296,0.0020574549393349607,-0.16702163817225488,0.9646794951976714,0.05314741169170048,0.2571053462452055,0.021579274959365485,102.44703059175696
1773346733895,0.95,7.200000000000001,29.8,-0.16666666666666666,1.2500000000000002,9.616666666666669,0.023852833110589174,-0.0034906585039886596,0.10006554378100822,0.3125,8.875,262.125,-0.07000000029802322,1.4500000476837158,9.619999885559082,-0.08290313929319382,-0.019634954631328583,0,-0.0014469327409057167,-0.00034269460679639313,0,0.65447998046875,-0.05303955078125,0.056396484375,-0.7520751953125,0.9999774505635849,-0.6375,1.674999999999999,232.325,0.09666666636864343,0.2000000476837156,0.0033332188924131145,-0.02529976585149489,0.0031479638971922664,-0.10006554378100822,0.9643021636742156,0.05854969010645997,0.2571196258521879,0.024140607351405507,102.73011457225941
1773346733995,1.12,7.92,29.8,-0.23333333333333336,1.4166666666666667,9.683333333333335,0.03287036757922653,0.009017534468637371,0.11024663108430849,0.4375,9.5625,262.0625,-0.10999999940395355,1.6200000047683716,9.619999885559082,-0.16580627858638763,-0.01636246219277382,-0.008726646192371845,-0.0028938654818114334,-0.00028557883899699426,-0.00015230870871351518,0.65411376953125,-0.057861328125,0.0604248046875,-0.75177001953125,1.000011037974236,-0.6825000000000001,1.6425,232.2625,0.12333333392937981,0.20333333810170484,-0.06333344777425332,-0.035764233061037966,-0.009303113307634366,-0.110398939793022,0.9638492579304421,0.06422763359006967,0.2571589139547274,0.0271792576054063,103.09626055725566
1773346734095,1.2333333333333334,8.333333333333334,29.833333333333332,-0.18333333333333335,1.5,9.716666666666669,0.00872664625997165,0.009599310885968812,0.05090543651650128,0.5625,10,262.125,-0.20999999344348907,1.590000033378601,9.710000038146973,-0.013089969754219055,-0.046905722469091415,0.04036073759198189,-0.0002284630711975954,-0.0008186592951123293,0.0007044277595135317,0.654052734375,-0.0616455078125,0.06256103515625,-0.75128173828125,0.99996163995005,-0.6708333333333334,1.666666666666666,232.29166666666666,-0.026666660110155727,0.09000003337860107,-0.006666628519695905,-0.008955109331169244,-0.010417970181081142,-0.05020100875698775,0.9634901117407892,0.06744228627279344,0.2574742941166242,0.029074567394306666,103.32675880623238
1773346734195,1.3,8.733333333333334,29.900000000000002,-0.18333333333333335,1.5333333333333332,9.55,0.02792526803190927,0.016580627893946133,0.079412480965742,0.5625,10.4375,262.125,-0.019999999552965164,1.649999976158142,9.550000190734863,-0.09926559776067734,-0.018544122576713562,0.009817477315664291,-0.0017325115148841296,-0.0003236559958570664,0.00017134730339819656,0.65411376953125,-0.06378173828125,0.0650634765625,-0.7508544921875,0.9999743286950453,-0.7375,1.7041666666666657,232.225,0.16333333378036818,0.11666664282480887,1.9073486257070726e-7,-0.0296577795467934,-0.0169042838898032,-0.0792411336623438,0.9630619748490143,0.07063892963126298,0.2580451300965554,0.030569348274335065,103.47243991101668
