participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target
3,4,0,0,11.726,11726,-3.89,2.93,6.29,7.9549,-0.2934,-0.0185,0.2553,34.88,23.81,303.0,-4.9264,-2.1892,3.9894,6.7065,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,11.852,11852,-5.23,3.27,6.57,9.0117,-0.7189,-0.672,0.7985,36.13,28.31,304.13,-4.9664,-1.4698,4.3295,6.7505,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,11.974,11974,-4.56,6.53,3.95,8.8903,-1.213,-0.937,1.3723,35.5,44.19,312.69,-4.9128,-0.4157,4.2795,6.5286,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.094,12094,-4.53,6.68,3.17,8.6713,-1.1126,-0.8672,0.8694,33.5,57.69,319.88,-4.8624,0.5194,4.1333,6.4028,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.215,12215,-5.21,9.63,2.79,11.2989,-0.7963,-0.8388,0.8748,31.25,68.56,325.88,-4.9082,1.7199,3.9563,6.5346,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.336,12336,-4.74,9.41,1.5,10.6426,-0.6687,-0.697,1.3537,25.56,77.56,335.13,-4.886,2.7333,3.6326,6.6738,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.457,12457,-2.88,10.4,1.01,10.8386,0.0273,-0.2509,0.2836,20.75,81.31,342.19,-4.6217,3.7435,3.287,6.7955,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.578,12578,-3.41,9.34,1.46,10.0496,-0.1167,-0.0044,0.925,17.56,81.5,346.0,-4.462,4.481,3.0463,7.0192,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.746,12746,-1.61,10.77,0.97,10.9328,-0.3698,0.0185,0.8149,8.94,84.38,353.81,-4.0862,5.3097,2.7727,7.2511,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.867,12867,-1.33,9.96,0.67,10.0707,-0.0415,-0.2836,0.0676,6.19,85.94,357.94,-3.723,5.9225,2.4956,7.4273,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,12.987,12987,-2.18,9.61,0.47,9.8654,0.1625,-0.0131,-0.3905,8.38,85.5,356.75,-3.5197,6.4084,2.2287,7.6435,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.108,13108,-1.98,9.93,0.75,10.1532,0.1156,0.2225,-0.036,10.19,84.5,354.38,-3.3168,6.8725,2.0338,7.8974,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.229,13229,-0.32,10.48,0.9,10.5234,0.6283,-0.1287,-0.1887,9.94,82.19,352.44,-2.9219,7.3479,1.8844,8.1289,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.35,13350,-2.1,9.26,2.07,9.7182,0.625,-0.7592,-1.2665,15.5,77.75,350.0,-2.8136,7.5998,1.9089,8.3257,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.472,13472,-4.85,8.7,1.76,10.1148,0.252,-0.7483,-2.7598,30.56,75.88,340.31,-3.0819,7.7448,1.8892,8.5469,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.598,13598,-8.05,6.96,1.5,10.7468,1.105,-0.2913,-1.8391,47.44,70.75,328.81,-3.7366,7.6414,1.838,8.7024,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.76,13760,-7.7,3.11,3.31,8.9397,0.0185,0.0513,-1.5206,60.44,53.0,317.81,-4.2589,7.0443,2.0319,8.4787,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,13.881,13881,-7.71,0.29,2.44,8.0921,-0.5825,-0.0687,-3.1863,71.25,29.06,300.0,-4.7136,6.1542,2.0857,8.0276,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.003,14003,-11.27,-0.41,1.54,11.3821,-0.504,-0.1898,-2.1042,71.88,-33.13,275.63,-5.5776,5.2892,2.0138,7.9461,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.124,14124,-8.69,-1.69,1.63,9.0016,0.3491,0.6807,-0.3698,66.94,-42.5,270.0,-5.9877,4.3695,1.9632,7.6681,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.249,14249,-8.6,-3.62,3.28,9.8905,0.0633,0.3294,-1.7879,58.56,-49.81,264.94,-6.332,3.3167,2.1367,7.4606,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.37,14370,-6.1,-4.45,2.22,7.8703,-0.1036,-0.3043,-2.1631,47.69,-59.5,250.75,-6.3014,2.2933,2.1477,7.0413,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.492,14492,-4.7,-6.62,2.85,8.6045,0.4461,-0.7592,-2.0911,35.5,-70.19,234.13,-6.0904,1.1187,2.2403,6.5851,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.613,14613,-4.71,-8.11,2.04,9.5978,0.2705,-0.9665,-1.2632,26.75,-77.75,220.06,-5.9085,-0.0974,2.2139,6.3104,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,4,0,0,14.775,14775,-2.93,-9.03,2.18,9.7405,-0.1745,-0.3022,-1.2981,15.38,-81.13,203.19,-5.516,-1.2745,2.2094,6.0772,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,14.896,14896,-4.13,-8.83,2.18,9.9889,-0.6643,0.577,0.6436,11.94,-77.69,199.69,-5.3334,-2.2701,2.2055,6.2018,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.017,15017,-2.16,-7.15,2.02,7.7375,0.4003,1.3352,3.2049,27.19,-71.38,223.19,-4.9152,-2.9131,2.1811,6.1158,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.138,15138,-2.77,-9.22,3.28,10.1705,0.3414,0.0687,-1.2883,29.5,-72.38,231.63,-4.6325,-3.7442,2.3259,6.3945,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.275,15275,-5.4,-7.75,2.11,9.6786,-0.3752,-0.3567,0.7614,25.81,-72.94,225.19,-4.7336,-4.2721,2.2974,6.7776,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.396,15396,-5.53,-7.26,2.19,9.3853,0.1713,0.0393,1.8959,34.94,-71.13,233.88,-4.8386,-4.6658,2.2833,7.0989,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.517,15517,-7.12,-4.22,1.77,8.4638,-0.5269,0.108,4.5815,55.69,-59.81,255.81,-5.1392,-4.6071,2.2156,7.2488,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.638,15638,-7.04,0.83,2.38,7.4776,-0.0415,0.6752,2.0311,68.56,-18.31,277.63,-5.3897,-3.8906,2.2373,7.0136,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.802,15802,-8.28,0.14,2.93,8.7842,-1.009,0.925,2.4249,61.88,11.25,287.88,-5.7706,-3.3595,2.3286,7.0716,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,15.923,15923,-5.83,6.38,3.92,9.49,-1.3112,0.8487,3.6597,44.38,45.5,305.94,-5.7784,-2.0761,2.5383,6.644,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.047,16047,-3.01,8.13,2.91,9.1447,-0.9905,0.2651,0.9218,31.38,57.81,314.31,-5.4136,-0.7312,2.5873,6.0445,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.168,16168,-3.43,8.43,2.44,9.4225,-1.2381,-0.7418,1.0156,28.0,67.69,318.13,-5.1522,0.476,2.5679,5.7763,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.289,16289,-3.41,11.32,1.23,11.8863,-1.2675,-0.7658,1.417,21.0,79.81,328.0,-4.9226,1.905,2.3916,5.7949,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.41,16410,-1.53,11.85,0.55,11.961,0.0938,-0.4527,1.0079,12.56,85.31,338.69,-4.4756,3.2155,2.1489,5.9151,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.531,16531,-1.99,9.36,2.01,9.778,0.3545,-0.3829,0.613,8.06,83.31,346.5,-4.148,4.0252,2.1306,6.1602,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.652,16652,-1.61,10.3,0.95,10.4683,-0.4494,-0.0447,0.8967,3.19,84.25,352.81,-3.8136,4.852,1.975,6.4797,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.82,16820,-0.63,10.65,0.58,10.6844,0.2694,0.1844,-0.3676,-0.25,85.69,356.0,-3.3941,5.6161,1.7912,6.8021,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,16.941,16941,-1.51,10.08,1.44,10.2937,0.3905,0.601,-0.3153,2.44,82.56,348.94,-3.1458,6.2043,1.7449,7.1718,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.061,17061,-0.07,9.83,0.78,9.8611,0.3676,0.9087,0.1364,1.25,80.38,344.13,-2.7405,6.6821,1.6178,7.4012,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.182,17182,0.43,10.22,2.33,10.4911,0.4658,0.4331,-0.7549,2.38,77.19,338.13,-2.3227,7.1483,1.7116,7.7086,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.303,17303,-1.24,10.51,2.81,10.9496,0.6578,-0.1658,-0.9621,8.44,73.63,331.44,-2.18,7.5913,1.8564,8.1133,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.424,17424,-1.35,9.41,4.28,10.4254,1.1868,-0.7396,-2.0955,17.81,67.0,325.94,-2.0706,7.8309,2.1757,8.3872,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.545,17545,-7.96,6.66,2.72,10.7292,1.0112,-2.0933,-3.8921,42.31,58.56,311.75,-2.8467,7.6766,2.2475,8.4903,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.673,17673,-11.23,5.03,3.16,12.7043,1.0177,-0.0764,-1.225,60.75,47.38,302.44,-3.9514,7.3279,2.3677,8.6555,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.835,17835,-5.41,1.22,4.47,7.123,0.877,0.8967,-2.7849,58.69,9.56,292.5,-4.1436,6.523,2.6447,8.1679,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,17.956,17956,-6.67,-3.14,2.69,7.8476,0.5607,-1.7977,-4.0263,56.38,-35.56,269.38,-4.4765,5.2497,2.6507,7.3908,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,18.078,18078,-8.42,-6.56,0.65,10.6936,0.781,-1.946,-3.0598,44.44,-73.13,241.75,-4.9962,3.6935,2.3871,6.6559,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,18.199,18199,-6.26,-8.44,0.97,10.5528,-0.0644,-0.5236,-1.7639,30.19,-83.69,222.25,-5.1627,2.0946,2.2003,5.9902,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,18.325,18325,-2.9,-6.54,0.77,7.1954,-0.9021,0.4232,-0.8094,23.0,-79.56,214.25,-4.8646,0.9568,2.0118,5.3504,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,5,0,0,18.446,18446,-1.88,-8.82,3.01,9.5072,-0.1527,0.6381,-0.2673,18.13,-74.5,212.63,-4.4713,-0.3316,2.1434,4.9695,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,18.567,18567,-2.69,-9.0,3.65,10.0776,-0.5083,0.3818,0.8923,19.81,-70.81,216.69,-4.2365,-1.4738,2.3419,5.0601,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,18.688,18688,-5.2,-6.79,3.29,9.1634,-0.4331,1.2752,1.6079,25.81,-63.81,228.19,-4.3635,-2.1744,2.4668,5.4638,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,18.853,18853,-3.65,-7.42,4.34,9.3389,-0.4102,0.601,0.54,27.63,-56.44,240.69,-4.2695,-2.8656,2.7137,5.8141,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,18.977,18977,-5.09,-6.75,5.13,9.8888,-0.8334,-0.3011,1.6439,33.81,-48.69,247.13,-4.3776,-3.3775,3.0321,6.3059,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.098,19098,-3.97,-3.29,4.49,6.837,-0.9436,-0.4963,1.7922,46.0,-35.0,257.63,-4.3239,-3.366,3.2242,6.3578,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.219,19219,-4.62,-0.89,2.56,5.3563,-1.6373,-0.3022,2.654,53.88,-13.69,266.31,-4.3629,-3.0397,3.1367,6.1736,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.34,19340,-6.02,4.59,3.15,8.1995,-1.7704,-0.2498,4.0721,51.81,29.94,283.81,-4.5813,-2.0343,3.1384,5.9141,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.461,19461,-3.2,10.19,2.53,10.9762,-1.3668,-0.5192,3.5234,34.81,59.56,304.94,-4.3993,-0.4234,3.0583,5.3745,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.582,19582,-0.28,12.45,1.21,12.5118,-1.7093,-1.2195,2.5875,17.81,76.69,326.56,-3.8564,1.273,2.8147,4.9412,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.705,19705,-2.39,14.48,-1.17,14.7225,-1.1716,-1.441,1.7115,5.31,89.06,346.31,-3.6632,3.0133,2.2896,5.267,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.87,19870,-2.35,9.41,-0.12,9.6997,0.4811,-0.9512,-0.4123,1.69,89.13,2.44,-3.4902,3.8562,1.9721,5.5624,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,19.991,19991,-1.39,9.91,0.27,10.0106,-0.0251,-0.1582,0.0764,3.19,87.88,4.19,-3.2134,4.654,1.7478,5.9195,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.113,20113,-0.46,9.97,0.14,9.9816,0.0774,0.2422,0.1604,2.0,87.88,5.0,-2.8506,5.3545,1.5359,6.2574,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.233,20233,-0.4,10.39,-0.21,10.3998,0.336,0.6796,0.1484,0.94,86.5,2.94,-2.5277,6.018,1.3059,6.6567,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.354,20354,0.33,10.67,0.62,10.6931,1.4094,0.7549,-1.7759,4.75,80.56,353.94,-2.1511,6.631,1.2155,7.0764,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.481,20481,-4.34,6.59,4.12,8.9016,1.0036,0.4636,-1.6493,17.81,69.44,337.88,-2.4395,6.6256,1.5982,7.2391,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.603,20603,-4.35,8.23,3.19,9.8403,-0.601,0.6229,-0.204,20.69,68.06,331.19,-2.6913,6.837,1.808,7.5668,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.723,20723,-2.65,10.96,2.7,11.5946,0.1767,1.0974,-0.9937,21.19,67.63,323.44,-2.6858,7.3803,1.9255,8.0865,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,20.885,20885,-6.87,5.99,5.51,10.6507,0.4811,-0.0153,-2.4446,35.25,54.38,304.06,-3.2372,7.1971,2.3979,8.2479,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.006,21006,-5.41,6.64,4.29,9.5792,0.4843,-0.0218,-0.853,42.44,47.69,295.5,-3.5235,7.1237,2.6472,8.3768,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.127,21127,-9.73,4.27,4.44,11.516,0.4429,-0.0556,-1.6962,49.94,37.44,289.31,-4.3414,6.7477,2.8834,8.526,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.248,21248,-4.78,4.8,5.26,8.5765,1.5392,1.6755,0.9632,44.44,26.63,288.81,-4.3992,6.491,3.1966,8.4678,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.374,21374,-3.62,1.56,6.95,7.99,1.2665,-0.1298,-2.2329,40.75,11.19,288.75,-4.2965,5.8412,3.6912,8.1366,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.494,21494,-7.56,-1.01,6.06,9.7415,1.6122,-1.1236,-1.5686,46.19,-12.06,277.06,-4.7265,4.9384,4.0034,7.9218,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.616,21616,-4.94,-4.18,3.83,7.5196,1.5446,-1.9253,-1.8468,50.63,-40.31,270.0,-4.7547,3.7368,3.9805,7.2399,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.737,21737,-5.72,-6.44,0.31,8.6191,0.7374,-2.2733,-2.0944,48.13,-70.63,255.38,-4.8819,2.3958,3.4968,6.4653,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,21.899,21899,-5.07,-8.76,-1.08,10.1788,0.4571,-1.5523,-1.4104,33.75,-93.56,229.88,-4.9067,0.9257,2.8937,5.7711,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,22.02,22020,-5.4,-9.51,-1.38,11.0229,-0.1931,-0.4603,-0.7821,25.88,-97.19,216.69,-4.9717,-0.4494,2.3306,5.5092,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,22.142,22142,-1.95,-8.05,-0.84,8.3253,-1.0854,-0.0447,-1.7639,17.88,-91.63,205.38,-4.5735,-1.451,1.9128,5.1654,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,6,0,0,22.262,22262,-1.73,-8.38,0.17,8.5584,-0.336,0.0611,-0.5149,8.81,-87.38,195.25,-4.1988,-2.364,1.6831,5.1041,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,22.389,22389,-0.69,-8.17,0.55,8.2175,-0.0284,0.2814,0.6316,11.19,-86.38,199.06,-3.7364,-3.1291,1.5338,5.1093,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,22.51,22510,-3.12,-10.26,0.48,10.7346,-0.204,0.4036,1.0908,16.19,-85.25,206.25,-3.6552,-4.0688,1.3949,5.6446,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,22.63,22630,-4.76,-8.3,0.78,9.5998,-0.8596,0.9588,3.1852,30.38,-78.69,223.38,-3.8008,-4.6264,1.3139,6.1299,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,22.751,22751,-5.65,-6.12,2.88,8.8131,-0.4342,1.6701,3.1612,47.06,-60.94,247.63,-4.0445,-4.8232,1.5203,6.4755,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,22.913,22913,-5.42,0.66,3.42,6.4427,-0.8639,1.6821,5.0385,54.44,6.0,288.44,-4.2257,-4.1006,1.7706,6.1487,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.034,23034,-5.14,3.98,6.52,9.2071,-0.036,1.021,0.9447,40.56,25.5,304.88,-4.3462,-3.0358,2.3965,5.818,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.155,23155,-5.34,4.94,6.35,9.6562,-1.0199,0.1113,1.3843,34.63,31.06,308.0,-4.4772,-1.9848,2.9174,5.7005,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.281,23281,-2.53,6.05,6.16,8.9972,-1.3701,-0.4985,1.3254,28.94,45.5,317.13,-4.2206,-0.926,3.3447,5.4642,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.403,23403,-7.21,7.63,1.87,10.6629,-0.8116,-1.261,-1.441,38.75,57.25,312.0,-4.6145,0.2014,3.1504,5.591,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.523,23523,-5.44,6.75,3.55,9.368,-0.2105,0.1004,2.4347,36.06,63.25,317.13,-4.7233,1.0644,3.203,5.8053,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.644,23644,-2.9,8.86,2.89,9.7602,-1.2665,0.2411,1.6722,20.63,71.56,331.25,-4.483,2.0916,3.1618,5.8711,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.765,23765,-2.32,10.92,1.53,11.2681,-0.6589,0.3109,0.3938,15.38,78.25,332.44,-4.198,3.255,2.9468,6.0747,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,23.927,23927,-0.71,10.9,1.43,11.0163,-0.1407,-0.42,2.0039,4.25,81.63,344.19,-3.7384,4.2624,2.7469,6.2999,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.049,24049,1.57,9.68,1.94,9.9965,-0.2367,-0.3774,0.4145,-4.25,82.38,355.88,-3.0389,4.9763,2.6406,6.4008,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.174,24174,-0.59,10.68,0.83,10.7284,-0.4167,-0.3829,-0.3054,-2.13,84.88,356.25,-2.7162,5.7279,2.402,6.7791,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.296,24296,-0.53,10.45,0.18,10.465,0.1309,-0.3305,0.7461,-4.0,85.88,0.88,-2.4281,6.3502,2.1092,7.1182,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.416,24416,0.8,9.88,0.84,9.9479,0.1374,-0.0218,0.1374,-7.81,84.44,5.25,-2.0027,6.8153,1.9419,7.3641,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.537,24537,-0.18,9.17,0.94,9.2198,-0.0382,0.468,-0.8399,-4.44,84.38,358.94,-1.7625,7.1256,1.8099,7.5602,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.658,24658,-1.11,10.98,0.68,11.0569,-0.0316,0.4767,-0.4647,0.0,84.94,350.0,-1.6765,7.6335,1.661,7.99,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.779,24779,-0.34,11.41,0.73,11.4384,0.3742,0.8018,-0.8596,2.81,83.88,342.25,-1.5004,8.1312,1.5383,8.4103,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,24.947,24947,-3.29,8.13,2.22,9.0471,0.4331,0.0425,-4.4953,27.19,77.69,313.0,-1.7362,8.131,1.6282,8.4722,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.068,25068,-10.25,6.6,1.39,12.2701,0.7243,0.1233,-1.885,52.13,68.5,289.38,-2.8581,7.9293,1.5968,8.5786,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.189,25189,-5.56,5.27,2.56,8.0771,1.4857,0.8083,-0.3469,52.44,54.25,290.25,-3.2142,7.5788,1.7237,8.4107,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.31,25310,-7.39,1.86,4.18,8.6916,0.9174,0.0829,-3.3281,59.31,26.19,279.63,-3.7644,6.8252,2.0474,8.0589,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.431,25431,-8.81,-0.92,3.15,9.4013,0.6949,-0.1189,-2.5602,62.5,-14.06,262.94,-4.4293,5.8046,2.1927,7.6237,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.552,25552,-8.09,-3.15,4.09,9.5968,0.7341,0.2618,-1.4573,55.75,-38.75,252.88,-4.9117,4.6246,2.4427,7.1749,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.673,25673,-8.38,-4.15,3.37,9.94,0.6654,0.3731,-1.4377,46.88,-50.75,244.69,-5.3687,3.4684,2.5649,6.887,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.8,25800,-4.94,-5.17,3.75,8.0743,1.0101,0.6676,0.1734,42.94,-53.88,248.19,-5.3122,2.33,2.7211,6.4073,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
3,7,0,0,25.962,25962,-5.03,-8.03,1.91,9.6659,0.4996,-0.9207,-2.2078,31.44,-67.44,235.25,-5.275,0.9648,2.6142,5.9658,P003_Dumbbell_Concentration_Curls_Uncontrolled_Movement_1_02.csv,1
