participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
2,1,0,0,00.000,0,-1.9800,9.3800,0.8900,9.6279,-0.0796,-0.0425,0.0153,12.00,84.50,23.25,-1.9173,9.5288,0.2970,9.7243
2,1,0,0,00.120,120,-2.3300,9.5800,0.6500,9.8807,-0.1058,-0.1036,0.1134,11.81,85.50,24.00,-1.9717,9.5355,0.3435,9.7433
2,1,0,0,00.241,241,-2.5600,9.6000,0.7700,9.9653,0.0545,0.0120,-0.2182,12.13,85.69,23.88,-2.0492,9.5440,0.3997,9.7697
2,1,0,0,00.362,362,-2.1000,9.3900,0.9200,9.6658,-0.0491,0.0142,-0.0938,12.25,85.50,23.56,-2.0559,9.5237,0.4683,9.7543
2,1,0,0,00.484,484,-2.0700,9.5500,0.5300,9.7861,-0.0273,0.0480,0.0153,12.31,85.94,23.31,-2.0577,9.5272,0.4764,9.7585
2,1,0,0,00.604,604,-2.1700,9.4100,0.6800,9.6809,0.0098,0.0327,-0.1331,12.63,85.69,22.63,-2.0725,9.5117,0.5032,9.7479
2,1,0,0,00.767,767,-2.2400,9.5000,0.6400,9.7815,-0.0829,-0.0425,-0.0731,13.19,86.19,22.13,-2.0946,9.5102,0.5213,9.7521
2,1,0,0,00.892,892,-2.1100,9.6500,0.6400,9.8987,-0.0371,-0.0153,-0.0447,13.50,86.56,21.88,-2.0966,9.5286,0.5369,9.7713
2,1,0,0,01.013,1013,-1.5200,9.7000,0.8100,9.8517,-0.0360,-0.0524,0.0382,13.00,86.56,22.50,-2.0206,9.5512,0.5729,9.7794
2,1,0,0,01.134,1134,-1.1000,10.6400,0.6200,10.7147,-0.0011,-0.1025,0.4472,11.88,86.88,24.25,-1.8993,9.6947,0.5791,9.8959
2,1,0,0,01.254,1254,-0.9300,12.0400,0.6400,12.0928,0.3349,-0.1069,0.9861,7.50,86.19,29.50,-1.7716,10.0037,0.5871,10.1763
2,1,0,0,01.375,1375,0.0200,12.2500,1.3900,12.3286,0.8039,-0.3622,2.3791,-2.94,82.13,41.81,-1.5355,10.2997,0.6929,10.4366
2,1,0,0,01.497,1497,2.3900,12.6500,1.5300,12.9644,0.7101,-0.4222,3.7306,-21.94,75.63,63.13,-1.0182,10.6094,0.8032,10.6884
2,1,0,0,01.618,1618,5.8800,8.7900,2.7900,10.9372,1.0854,-0.6240,4.4026,-45.69,60.00,88.81,-0.1092,10.3697,1.0650,10.4248
2,1,0,0,01.782,1782,4.2100,2.5900,3.8100,6.2409,0.7843,-0.7232,3.5332,-61.13,1.25,122.81,0.4599,9.3445,1.4268,9.4640
2,1,0,0,01.906,1906,4.0900,-4.4000,4.6200,7.5784,0.6000,-0.3720,4.0633,-48.13,-39.63,146.63,0.9383,7.5333,1.8475,7.8131
2,1,0,0,02.028,2028,1.6600,-8.8200,2.7800,9.3956,0.7276,-0.4003,0.8770,-34.19,-51.25,160.81,1.0334,5.3784,1.9704,5.8204
2,1,0,0,02.149,2149,3.4600,-6.1300,4.7800,8.5086,-0.4974,0.4058,-1.2665,-39.19,-48.94,153.75,1.3532,3.8619,2.3406,4.7142
2,1,0,0,02.272,2272,6.4200,-3.3200,4.4600,8.4930,-0.5738,0.5596,-1.5250,-48.19,-40.88,148.38,2.0208,2.9155,2.6199,4.4100
2,2,0,0,02.397,2397,7.2700,-1.6600,4.7200,8.8254,-0.4723,0.0491,-1.7715,-55.69,-28.00,140.31,2.7125,2.3126,2.8967,4.5931
2,2,0,0,02.519,2519,6.3500,-0.2100,4.9700,8.0664,-0.4931,-0.0305,-1.8108,-59.19,-5.25,129.44,3.1919,1.9801,3.1699,4.9150
2,2,0,0,02.639,2639,8.0200,2.8400,4.8800,9.8082,-0.6316,0.3163,-2.0628,-58.69,19.69,118.69,3.8281,2.0935,3.3952,5.5285
2,2,0,0,02.802,2802,7.8300,5.9200,4.0400,10.6149,-0.5356,0.4363,-1.4988,-52.75,47.13,105.19,4.3554,2.5977,3.4802,6.1506
2,2,0,0,02.922,2922,7.5200,6.6400,3.4900,10.6217,-0.3185,0.2127,-1.4159,-46.81,58.69,96.75,4.7725,3.1304,3.4815,6.6855
2,2,0,0,03.043,3043,6.9900,7.0600,3.7000,10.6016,-0.3774,0.1004,-0.9010,-40.19,64.88,89.38,5.0647,3.6482,3.5103,7.1612
2,2,0,0,03.164,3164,5.2400,8.1500,2.6600,10.0477,-0.2673,-0.0055,-1.1519,-33.94,69.81,83.19,5.0878,4.2414,3.3982,7.4447
2,2,0,0,03.290,3290,4.1000,8.3500,2.6100,9.6615,-0.3818,0.0153,-0.9185,-26.81,72.81,76.63,4.9576,4.7828,3.2944,7.6358
2,2,0,0,03.412,3412,2.8600,9.4900,1.9200,10.0958,-0.3665,0.1124,-1.4094,-18.63,77.06,68.56,4.6812,5.4031,3.1133,7.7974
2,2,0,0,03.534,3534,1.1200,10.1600,1.6300,10.3507,-0.5116,0.0207,-1.4464,-9.75,80.50,59.56,4.2119,6.0299,2.9178,7.9129
2,2,0,0,03.654,3654,1.1200,10.6100,1.2600,10.7431,-0.3687,-0.0993,-1.1268,-1.25,83.81,51.69,3.8045,6.6335,2.6993,8.1095
2,2,0,0,03.818,3818,1.0300,11.6200,1.2700,11.7345,-0.2029,0.1287,-0.0785,5.88,86.94,44.69,3.4389,7.2906,2.5110,8.4430
2,2,0,0,03.938,3938,1.7200,11.7600,1.4100,11.9685,0.2640,0.3000,1.1999,1.56,86.25,46.56,3.2124,7.8795,2.3659,8.8320
2,2,0,0,04.064,4064,3.2500,12.6000,1.6800,13.1204,0.7592,-0.1287,2.4478,-12.75,82.19,59.69,3.2173,8.5016,2.2755,9.3705
2,2,0,0,04.185,4185,3.8100,10.7800,2.6400,11.7343,1.1563,-0.5760,3.1263,-30.06,72.13,77.94,3.2954,8.8018,2.3236,9.6815
2,2,0,0,04.306,4306,4.0700,8.3600,3.2000,9.8333,1.3559,-0.2705,3.1296,-47.50,54.13,96.69,3.3975,8.7436,2.4390,9.6924
2,2,0,0,04.427,4427,5.8100,5.4200,3.8800,8.8423,1.2446,-0.3153,3.0118,-59.31,20.25,113.69,3.7154,8.3056,2.6289,9.4710
2,2,0,0,04.548,4548,6.5600,0.5000,3.9600,7.6789,1.0057,-0.2607,3.0107,-56.88,-21.69,129.75,4.0903,7.2770,2.8043,8.8062
2,2,0,0,04.671,4671,3.5800,-7.6500,2.4800,8.8028,0.9512,-0.3251,2.9714,-43.94,-47.81,145.94,4.0230,5.3100,2.7616,7.2116
2,2,0,0,04.833,4833,3.8200,-7.2900,4.1200,9.2039,-0.3131,0.2716,-0.8879,-40.13,-51.94,148.25,3.9963,3.6497,2.9406,6.1593
