participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
1,1,0,0,00.000,0,0.9800,9.5300,1.2000,9.6551,0.0262,-0.1996,-0.0185,-5.38,82.25,55.75,-0.0194,9.5905,1.3660,9.6873
1,1,0,0,00.167,167,1.4200,9.9100,1.5000,10.1230,0.0458,-0.1571,0.2356,-6.88,81.50,58.94,0.1703,9.6326,1.3836,9.7330
1,1,0,0,00.287,287,0.8500,9.4200,1.5500,9.5844,-0.2694,0.0076,-0.1418,-6.00,82.25,58.69,0.2599,9.6046,1.4056,9.7104
1,1,0,0,00.408,408,0.8100,10.0700,0.9000,10.1425,-0.3043,0.0164,-0.4527,-4.44,84.38,56.94,0.3324,9.6659,1.3389,9.7639
1,1,0,0,00.529,529,1.0200,10.0400,0.8600,10.1283,0.1527,-0.0567,0.4461,-4.06,84.88,56.81,0.4230,9.7152,1.2758,9.8077
1,1,0,0,00.650,650,0.8100,9.4400,1.1800,9.5479,-0.0458,-0.0393,-0.0622,-5.31,84.00,58.44,0.4740,9.6789,1.2632,9.7725
1,1,0,0,00.771,771,0.8800,9.7600,0.9100,9.8418,-0.3392,0.0971,0.0153,-4.94,85.50,58.06,0.5275,9.6896,1.2167,9.7799
1,1,0,0,00.892,892,0.3300,10.1100,0.2200,10.1178,-0.1658,0.1724,-0.1145,-4.00,87.50,56.44,0.5015,9.7450,1.0853,9.8181
1,1,0,0,01.015,1015,1.1700,9.5500,0.7000,9.6468,0.2422,-0.1058,-0.1734,-5.00,86.75,57.13,0.5896,9.7193,1.0345,9.7920
1,1,0,0,01.179,1179,-1.3000,10.7400,0.8500,10.8517,-0.0535,-0.0862,-0.7592,-0.56,86.25,53.88,0.3406,9.8538,1.0102,9.9113
1,1,0,0,01.301,1301,-2.6900,10.2700,1.0600,10.6692,0.3196,0.1102,-1.1781,7.81,84.94,45.56,-0.0588,9.9087,1.0168,9.9609
1,1,0,0,01.422,1422,-3.5000,10.5700,1.1900,11.1978,0.2040,0.1789,-1.2959,16.88,82.88,35.50,-0.5123,9.9958,1.0396,10.0628
1,1,0,0,01.543,1543,-4.8700,10.4000,2.3200,11.7158,0.7189,-0.0545,-1.4334,25.94,79.13,27.75,-1.0865,10.0491,1.2083,10.1796
1,1,0,0,01.663,1663,-8.1500,11.1800,3.1000,14.1783,0.7821,0.6054,-2.0311,38.63,70.56,15.88,-2.0173,10.1981,1.4576,10.4974
1,1,0,0,01.784,1784,-6.3600,10.2900,3.2300,12.5206,1.2926,0.7603,-3.4219,53.25,47.25,357.06,-2.5895,10.2102,1.6912,10.6684
1,1,0,0,01.905,1905,-1.2100,0.9200,2.0900,2.5843,1.6788,-1.1279,-5.4236,65.13,-14.00,332.81,-2.4078,8.9860,1.7437,9.4650
1,1,0,0,02.027,2027,0.0200,-6.5100,1.1100,6.6040,-0.2280,-0.4920,0.4440,58.75,-54.88,313.13,-2.0878,6.9440,1.6602,7.4387
1,1,0,0,02.188,2188,-6.8300,-0.4600,2.9500,7.4541,-0.3491,1.2665,3.5954,65.38,-0.38,344.06,-2.7127,5.9684,1.8302,6.8066
1,2,0,0,02.314,2314,-6.3200,6.3100,4.3500,9.9338,-1.1650,-0.0393,3.0674,53.50,40.38,2.50,-3.1881,6.0134,2.1622,7.1414
1,2,0,0,02.435,2435,-9.1300,8.4600,3.2300,12.8593,-0.9948,-0.6480,1.6537,44.81,62.88,13.38,-3.9711,6.3358,2.3029,7.8240
1,2,0,0,02.556,2556,-7.0800,8.0300,2.0700,10.9038,-0.4287,-0.1494,1.1672,38.50,72.13,20.44,-4.3807,6.5590,2.2722,8.2082
1,2,0,0,02.676,2676,-4.2000,8.7500,1.4700,9.8165,-0.4756,-0.0273,1.3788,31.38,76.56,26.56,-4.3569,6.8477,2.1665,8.4005
1,2,0,0,02.797,2797,-2.0200,8.8700,1.1200,9.1658,-0.5487,0.0044,1.8577,20.56,80.50,36.75,-4.0490,7.1142,2.0286,8.4334
1,2,0,0,02.918,2918,-0.0300,10.1100,1.2800,10.1908,-0.7909,0.3382,2.4195,2.94,84.88,52.38,-3.5194,7.5090,1.9300,8.5144
