participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
4,1,0,0,00.000,0,-2.3300,9.2300,0.4400,9.5297,-0.1473,0.0425,0.0447,14.81,87.81,12.63,-2.7090,9.2190,0.3408,9.6149
4,1,0,0,00.122,122,-2.3300,9.4700,0.1400,9.7534,-0.0305,0.0164,0.0087,14.63,88.56,12.56,-2.6591,9.2521,0.3143,9.6318
4,1,0,0,00.284,284,-2.5200,9.2100,0.3400,9.5546,0.0076,-0.0273,-0.0818,15.31,88.06,11.81,-2.6407,9.2466,0.3177,9.6215
4,1,0,0,00.404,404,-2.7200,9.3200,0.1500,9.7100,-0.0338,-0.0262,-0.1080,15.69,88.38,11.56,-2.6512,9.2562,0.2956,9.6330
4,1,0,0,00.531,531,-2.7800,9.2600,0.2800,9.6724,0.0164,-0.0033,-0.1014,16.19,88.44,11.13,-2.6682,9.2567,0.2936,9.6381
4,1,0,0,00.652,652,-2.6700,9.3700,0.2400,9.7459,0.0055,-0.0589,-0.0840,16.44,88.44,11.06,-2.6684,9.2717,0.2865,9.6523
4,1,0,0,00.773,773,-2.9500,9.2600,0.2000,9.7206,0.0425,-0.0207,-0.0818,16.63,88.31,11.19,-2.7055,9.2701,0.2751,9.6608
4,1,0,0,00.893,893,-3.0100,9.0700,0.2300,9.5592,0.0000,-0.0262,-0.0829,16.88,88.19,11.13,-2.7456,9.2438,0.2692,9.6467
4,1,0,0,01.015,1015,-2.9100,9.2000,0.3200,9.6546,-0.0044,-0.0513,-0.1887,17.63,88.31,10.63,-2.7673,9.2380,0.2759,9.6475
4,1,0,0,01.135,1135,-2.8300,9.3500,0.3300,9.7745,0.0098,-0.0175,-0.0807,18.19,88.31,10.31,-2.7756,9.2527,0.2830,9.6642
4,1,0,0,01.297,1297,-2.2600,9.5900,0.8900,9.8928,0.0000,0.0360,-0.3043,19.38,87.88,9.06,-2.7076,9.2972,0.3630,9.6902
4,1,0,0,01.423,1423,-4.2000,10.8800,1.1500,11.7191,-0.5181,0.1767,0.0425,22.19,89.31,4.81,-2.9043,9.5058,0.4667,9.9505
4,1,0,0,01.544,1544,-3.5800,11.5300,0.1200,12.0736,-0.3327,0.9708,1.1857,17.44,90.56,3.88,-2.9933,9.7725,0.4210,10.2293
4,1,0,0,01.665,1665,-1.1500,12.8300,-1.1200,12.9300,-0.5225,0.6370,2.5340,4.56,92.06,10.06,-2.7504,10.1754,0.2179,10.5428
4,1,0,0,01.786,1786,-0.5200,12.7300,-2.5100,12.9855,-0.0131,-0.0251,3.5681,-15.25,94.13,28.63,-2.4565,10.5120,-0.1415,10.7962
4,1,0,0,01.907,1907,2.0400,8.0700,-1.2700,8.4202,0.5596,-0.9545,4.4124,-43.00,90.63,57.31,-1.8640,10.1902,-0.2902,10.3634
4,1,0,0,02.028,2028,5.3700,-3.5700,0.3500,6.4579,1.5435,-1.4781,3.4427,-68.56,65.88,85.06,-0.9107,8.3770,-0.2059,8.4289
4,1,0,0,02.149,2149,8.2600,-1.4700,4.2500,9.4048,1.6952,-0.1102,-2.3366,-60.69,45.44,69.88,0.2977,7.0794,0.3813,7.0959
4,2,0,0,02.316,2316,6.2700,7.5200,2.0900,10.0116,-0.9883,-0.6720,-2.0235,-42.50,61.31,51.25,1.0847,7.1375,0.6065,7.2449
4,2,0,0,02.438,2438,3.1100,7.9400,3.7700,9.3236,-0.4156,-0.7199,-1.6832,-28.19,66.63,42.50,1.3516,7.2432,1.0233,7.4390
4,2,0,0,02.558,2558,1.7600,9.7000,3.3600,10.4152,-0.6240,-0.5749,-1.4094,-16.50,69.88,35.50,1.4054,7.5670,1.3313,7.8107
4,2,0,0,02.680,2680,0.2600,9.9800,3.2600,10.5022,-0.4200,-0.4603,-1.3581,-7.06,73.19,29.75,1.2545,7.8849,1.5854,8.1400
4,2,0,0,02.800,2800,-1.8500,10.0800,2.7700,10.6161,-0.1778,-0.2345,-0.8290,0.56,75.19,24.00,0.8454,8.1742,1.7415,8.4003
4,2,0,0,02.921,2921,-1.1400,9.5300,2.8700,10.0179,-0.0753,-0.0807,-0.7778,5.94,75.88,19.06,0.5838,8.3529,1.8902,8.5839
4,2,0,0,03.042,3042,-1.9600,9.4300,2.2900,9.9000,-0.1200,-0.1069,-0.6000,10.69,76.69,14.94,0.2486,8.4948,1.9429,8.7177
4,2,0,0,03.166,3166,-2.4400,8.7900,2.0600,9.3521,-0.2542,0.0218,-0.3982,13.38,77.63,11.75,-0.1057,8.5337,1.9583,8.7561
4,2,0,0,03.330,3330,-3.4700,9.4200,1.3400,10.1278,-0.2782,0.1244,-0.3916,17.94,80.06,5.75,-0.5490,8.6505,1.8768,8.8688
4,2,0,0,03.451,3451,-3.4800,9.2100,1.0500,9.9014,-0.2193,0.0295,-0.4276,20.38,81.56,2.38,-0.9353,8.7242,1.7679,8.9505
