participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
4,1,0,0,00.000,0,2.6300,9.4400,0.1900,9.8014,-0.0218,-0.0785,0.0480,-15.88,88.81,77.44,2.5869,9.4804,0.2328,9.8298
4,1,0,0,00.122,122,2.6000,9.4500,0.2000,9.8032,-0.0644,-0.0393,0.0055,-16.06,89.00,78.13,2.5886,9.4764,0.2285,9.8263
4,1,0,0,00.243,243,2.6200,9.6100,-0.0100,9.9608,0.0305,0.0076,0.0087,-15.94,89.19,78.13,2.5927,9.4940,0.1970,9.8437
4,1,0,0,00.369,369,2.7300,9.3700,0.1600,9.7609,0.0764,0.0011,0.0938,-16.25,88.63,78.31,2.6108,9.4777,0.1922,9.8326
4,1,0,0,00.531,531,2.7100,9.4700,0.1200,9.8509,-0.0567,0.0818,-0.0120,-16.88,88.94,78.50,2.6239,9.4767,0.1827,9.8349
4,1,0,0,00.652,652,2.8200,9.5500,0.0700,9.9579,0.0709,0.0480,0.0207,-16.94,89.00,78.13,2.6497,9.4863,0.1678,9.8509
4,1,0,0,00.773,773,2.7800,9.2800,0.3300,9.6931,0.0382,0.0535,-0.0305,-16.94,88.63,77.69,2.6669,9.4591,0.1892,9.8297
4,1,0,0,00.895,895,2.8600,9.4700,0.1400,9.8934,-0.0207,0.0436,0.0338,-16.81,88.81,77.25,2.6923,9.4606,0.1827,9.8379
4,1,0,0,01.021,1021,2.7300,9.3600,0.2300,9.7527,0.0371,-0.0698,-0.0524,-16.94,88.63,77.44,2.6973,9.4473,0.1889,9.8266
4,1,0,0,01.143,1143,2.7400,9.3500,0.2800,9.7472,-0.0393,-0.0807,-0.1309,-16.81,88.50,77.88,2.7029,9.4345,0.2009,9.8161
4,1,0,0,01.263,1263,2.7100,9.5300,0.1400,9.9088,-0.0033,-0.0436,-0.0567,-16.63,88.63,78.13,2.7039,9.4471,0.1929,9.8283
4,1,0,0,01.384,1384,2.8600,9.4100,0.2500,9.8382,0.0349,0.0087,0.0316,-16.56,88.38,78.13,2.7244,9.4422,0.2004,9.8294
4,1,0,0,01.546,1546,2.8400,9.3700,0.2300,9.7936,-0.0207,0.0698,0.0371,-16.63,88.50,77.69,2.7397,9.4327,0.2043,9.8246
4,1,0,0,01.667,1667,2.6800,9.3600,0.2300,9.7388,0.0087,0.0371,0.0229,-16.81,88.63,77.56,2.7318,9.4231,0.2077,9.8133
4,1,0,0,01.788,1788,2.7800,9.3600,0.2900,9.7684,0.0022,-0.0022,0.0578,-17.19,88.63,77.88,2.7382,9.4148,0.2186,9.8073
4,1,0,0,01.914,1914,1.0400,10.2400,1.1400,10.3556,-0.4014,-0.0993,0.9501,-19.25,89.19,80.63,2.5144,9.5235,0.3400,9.8557
4,1,0,0,02.035,2035,4.1700,14.6800,-0.5200,15.2696,-0.4625,-0.7047,-1.0723,-20.06,92.56,85.19,2.7325,10.2030,0.2267,10.5650
4,1,0,0,02.156,2156,-0.8300,14.6900,-0.1400,14.7141,0.7854,-0.3327,-3.7230,-0.44,88.75,70.94,2.2631,10.7943,0.1783,11.0304
4,1,0,0,02.277,2277,-1.8200,11.8100,-0.5500,11.9621,1.0930,0.8988,-6.0334,31.75,79.69,37.00,1.7250,10.9281,0.0824,11.0638
4,1,0,0,02.397,2397,-1.0200,2.6500,1.5300,3.2255,0.7407,1.0767,-5.3942,65.06,43.50,358.00,1.3633,9.8373,0.2731,9.9351
4,1,0,0,02.559,2559,-3.4000,-4.1000,2.2300,5.7743,1.2577,1.5304,1.7191,60.00,-6.44,344.63,0.7356,8.0007,0.5310,8.0520
4,1,0,0,02.680,2680,-6.0200,-1.2500,4.2800,7.4914,0.0698,0.2127,2.8067,53.38,15.50,5.50,-0.1546,6.7817,1.0250,6.8605
4,2,0,0,02.806,2806,-5.2200,5.7100,4.9800,9.2007,-1.3646,0.6043,2.3933,42.94,38.81,21.00,-0.8221,6.6405,1.5462,6.8675
4,2,0,0,02.928,2928,-4.1300,8.4500,4.7600,10.5412,-1.2545,0.2989,1.6613,29.94,54.13,29.69,-1.2580,6.8789,1.9697,7.2651
4,2,0,0,03.048,3048,-3.1000,9.1700,3.5300,10.3034,-1.2359,-0.2280,1.2403,22.75,64.69,35.75,-1.5007,7.1808,2.1753,7.6517
4,2,0,0,03.169,3169,-2.5600,10.1600,2.8300,10.8530,-0.6403,-0.1658,0.8323,16.50,72.31,42.38,-1.6403,7.5734,2.2616,8.0723
4,2,0,0,03.290,3290,-1.7600,9.6600,2.4600,10.1225,-0.3065,-0.0327,0.7767,10.75,75.63,48.44,-1.6561,7.8484,2.2877,8.3410
