participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
3,1,0,0,00.000,0,-2.0300,9.4900,1.2300,9.7823,0.0633,-0.0153,-0.0589,11.88,82.69,19.94,-1.8251,9.5000,1.2436,9.7533
3,1,0,0,00.124,124,-2.1400,9.4200,1.2200,9.7368,-0.0458,-0.0393,-0.0120,11.94,82.69,20.00,-1.8666,9.4895,1.2405,9.7505
3,1,0,0,00.244,244,-2.1300,9.5600,1.1300,9.8594,0.0327,0.0185,-0.0284,11.69,82.75,20.31,-1.9013,9.4987,1.2259,9.7644
3,1,0,0,00.365,365,-2.1800,9.3700,1.3000,9.7077,0.0229,0.0447,-0.0360,11.94,82.38,19.81,-1.9380,9.4818,1.2357,9.7564
3,1,0,0,00.486,486,-2.0600,9.5500,1.1800,9.8407,-0.0524,0.0196,-0.0338,11.88,82.50,19.63,-1.9541,9.4908,1.2283,9.7674
3,1,0,0,00.607,607,-1.8400,9.5700,1.2200,9.8213,0.0295,0.0218,-0.0371,11.88,82.50,19.44,-1.9391,9.5012,1.2272,9.7744
3,1,0,0,00.729,729,-1.7500,9.3600,1.3500,9.6174,0.0175,-0.0076,0.0371,11.94,82.25,19.44,-1.9142,9.4826,1.2434,9.7535
3,1,0,0,00.850,850,-2.0300,9.5500,1.2500,9.8431,-0.0382,-0.0295,0.1145,12.00,82.44,19.56,-1.9294,9.4915,1.2443,9.7652
3,1,0,0,01.016,1016,-1.9600,9.4200,1.2300,9.7000,0.0207,0.0305,-0.0218,12.00,82.50,19.56,-1.9334,9.4821,1.2424,9.7566
3,1,0,0,01.138,1138,-2.0300,9.5200,1.2600,9.8152,-0.0098,0.0218,0.0687,12.06,82.38,19.31,-1.9462,9.4871,1.2447,9.7643
3,1,0,0,01.258,1258,-2.0200,9.3800,1.2300,9.6736,-0.0142,0.0065,0.0196,11.88,82.44,19.38,-1.9559,9.4730,1.2428,9.7523
