feature,importance
accelZ_rms,0.034645601259131915
filteredZ_rms,0.031411431066873885
gyroY_diff_std,0.026867672594308882
filteredZ_energy,0.02565800821475672
filteredZ_min,0.025608360152318394
gyroY_jerk_rms,0.023505972784019558
accelZ_energy,0.022684663501301154
accelZ_median,0.02141216498156821
filteredZ_p75,0.02114566925557272
gyroY_jerk_std,0.020810668438451824
filteredZ_p25,0.020162616124703357
accelZ_p75,0.018973716170255513
accelZ_p25,0.01882274201466209
accelZ_mean,0.018692861139434566
gyroY_diff_max,0.018609020373251094
filteredZ_mean,0.018443155351199617
filteredZ_median,0.018322457810918402
filteredZ_max,0.018098825539462925
avg_sample_rate,0.017965606916496943
filteredZ_peak_value,0.017828767517628713
accelZ_max,0.014743769152049365
gyroY_range,0.014557604537705061
gyroY_jerk_max,0.014337841384736406
accelZ_peak_value,0.014022322151909185
filteredZ_range,0.013030543889556042
accelZ_min,0.01256686558899913
filteredZ_std,0.010370431428510215
gyroY_min,0.009696411312309484
gyroY_std,0.009188297772675016
gyroY_energy,0.009117512232886378
gyroY_rms,0.008750169298732392
gyroY_peak_value,0.008548276697360734
filteredMag_std,0.008305556826963779
filteredZ_iqr,0.008106866125753027
filteredMag_range,0.007608656544128275
accelMag_min,0.007323833791392041
accelZ_iqr,0.0060505717736616055
filteredMag_iqr,0.005661703530991987
filteredY_std,0.005539545566439413
filteredZ_diff_std,0.005248871349359928
accelMag_jerk_rms,0.005045163908912967
filteredMag_min,0.00497897740575895
filteredMag_peak_value,0.004903013467536299
filteredMag_max,0.00486137716091259
gyroZ_jerk_std,0.00476825821326848
gyroY_max,0.0046701501524938505
gyroZ_jerk_rms,0.004597051434381483
filteredY_iqr,0.003971775446927659
accelMag_diff_std,0.0039668365568189656
accelZ_std,0.003918019983631905
gyroZ_jerk_max,0.0039015604386147913
gyroY_iqr,0.003894249203869267
accelMag_energy,0.003755471652617261
filteredMag_energy,0.0037016784459451687
gyroZ_diff_max,0.003643964693474597
filteredMag_p25,0.00359313175323449
gyroX_energy,0.0035087548170778518
filteredY_range,0.003470516455664902
accelX_jerk_rms,0.003461375409472016
filteredMag_mean,0.0034306851639206654
filteredMag_p75,0.0032891732334447937
filteredMag_median,0.003241639418186505
accelMag_jerk_max,0.0032165290209960596
accelMag_skew,0.003202590703768254
rep_duration_ms,0.0031236486344935126
filteredY_diff_max,0.003106858273576858
gyroX_rms,0.003104199710484349
filteredMag_peak_position,0.003097117722643533
filteredMag_jerk_rms,0.0030939415337459934
accelX_jerk_std,0.003057434152632276
filteredY_p25,0.0030037957182033064
accelMag_diff_max,0.0029841621092263045
gyroZ_diff_std,0.0029196414612862533
accelMag_jerk_std,0.0029089623731613145
accelY_range,0.0028999062724247796
filteredMag_jerk_max,0.0028992256496926626
filteredX_jerk_rms,0.002895326801675662
filteredY_kurtosis,0.0028081170790252553
accelMag_max,0.002779760690144846
gyroX_std,0.0027624229043497614
gyroY_p25,0.0026779036098542324
accelX_peak_value,0.0026292105407384266
filteredX_jerk_max,0.0025854474232516102
accelZ_range,0.002552486975687114
filteredMag_rms,0.0025090002792815254
gyroZ_energy,0.0025061809471824625
filteredX_std,0.002455571535303449
filteredX_max,0.0024064103658200118
accelMag_range,0.00238721008511719
filteredY_max,0.0023828071632274995
filteredMag_diff_max,0.002363506805370149
filteredX_p75,0.0023619667888264595
filteredY_jerk_std,0.002353034592055699
filteredMag_jerk_std,0.0023366493878537197
accelX_min,0.00231780482629365
accelY_skew,0.002315333545140038
filteredX_mean,0.00231442848725599
accelX_max,0.0023087655535981555
gyroX_peak_value,0.0022921334467748415
filteredY_jerk_max,0.0022707959291486716
sample_count,0.002267401900282415
filteredX_min,0.0022597040855944586
accelY_mean,0.002257855089949249
accelX_p75,0.002255203363012262
accelX_jerk_max,0.002251359663112102
gyroX_iqr,0.002231985331422357
accelY_rms,0.002231464740322189
filteredX_range,0.0021945421302344576
accelMag_std,0.002189853517266221
accelMag_peak_position,0.0021708663129806176
accelX_diff_max,0.0021432430009936513
accelMag_peak_value,0.0021392626253220206
accelY_energy,0.002133367414345538
filteredY_median,0.00212078445593845
accelX_median,0.0021152328437164846
filteredMag_kurtosis,0.002056617034474834
filteredY_jerk_rms,0.0020459145782871545
accelY_diff_std,0.0020112760696704155
accelX_diff_std,0.0020039505744257
gyroZ_std,0.001998424625238415
filteredX_peak_value,0.0019923765780900343
accelY_p75,0.001973936567427229
accelY_max,0.0019353626995898994
accelMag_mean,0.0019057952415746477
filteredZ_diff_max,0.0018635473453624512
filteredY_energy,0.0018464810268151958
accelY_jerk_rms,0.0018411875945443816
accelX_mean,0.0018334138134725557
accelY_peak_value,0.00183198458515633
gyroZ_rms,0.0017953843788369663
accelMag_p75,0.001792835262508267
accelY_min,0.0017927300996730827
accelY_diff_max,0.0017780652088942295
filteredX_median,0.001739050195090767
filteredY_peak_value,0.0017364721527562067
filteredY_skew,0.0017314202414985805
accelY_jerk_std,0.0017222666015570761
accelY_jerk_max,0.0017206444858255112
gyroY_kurtosis,0.0017172146883965285
filteredY_rms,0.0017076494762389822
filteredMag_skew,0.0016768709429277081
filteredX_jerk_std,0.0015988878525860979
filteredMag_diff_std,0.0015795064161794208
accelY_std,0.001566924979778352
gyroX_max,0.001564831989201594
filteredX_p25,0.001562649763047417
filteredY_p75,0.0015610084549040194
gyroX_median,0.0015272258661550872
accelY_median,0.0014882242197398203
gyroX_range,0.0014800726892201536
accelMag_rms,0.0014567871041716465
gyroX_diff_max,0.001433258183781993
gyroX_p25,0.001414942877847642
filteredY_min,0.0013878616415593848
filteredZ_diff_mean,0.001370436614416037
gyroZ_peak_value,0.001344697072456269
accelX_p25,0.0013371837014552388
accelY_kurtosis,0.0013196927602628324
gyroZ_range,0.0013130832907941492
ldlj,0.001300970704108181
accelMag_iqr,0.001286802860986832
filteredY_diff_std,0.001273377129069098
filteredX_energy,0.0012445768225610974
filteredZ_jerk_mean,0.0012443189313318948
accelX_energy,0.001244029007609809
gyroX_jerk_std,0.0012214316839341149
filteredX_rms,0.0012129215340975033
accelY_p25,0.0012070802002356643
gyroX_p75,0.0012054372013261805
gyroX_mean,0.0012016390433542796
filteredY_mean,0.0011918343383549427
gyroX_min,0.0011791872184317106
accelZ_diff_mean,0.001177522516343602
filteredX_iqr,0.0011653436405292459
gyroY_p75,0.001150494287704017
gyroZ_p75,0.0011466147778241619
gyroZ_max,0.0010984279644369942
accelZ_diff_max,0.0010602752768027353
accelY_peak_position,0.00103945192543902
accelMag_median,0.0010377881564048955
accelX_range,0.0010203017338267797
gyroY_mean,0.0010162114734462166
filteredX_skew,0.0009837891069381722
accelX_kurtosis,0.0009822137553382004
gyroX_diff_std,0.000981373806920306
gyroZ_iqr,0.0009572374148496958
gyroZ_jerk_mean,0.000957015458838094
gyroZ_skew,0.0009553771188562698
filteredZ_jerk_std,0.0009545717404425528
filteredY_peak_position,0.000953930317990538
accelX_rms,0.0009328923287621887
filteredZ_jerk_rms,0.0009166859937129876
filteredX_diff_mean,0.0008989962121401636
filteredX_diff_std,0.0008633575626552528
gyroY_jerk_mean,0.0008621058409246673
accelX_skew,0.0008599430540967143
filteredMag_jerk_mean,0.000827716709032951
accelZ_kurtosis,0.0007976444697882282
gyroX_jerk_max,0.0007958808857770555
accelX_iqr,0.000780629277796096
filteredX_jerk_mean,0.0007543396649989945
accelX_peak_position,0.0007426500582613093
smoothness_score,0.0007400690815927747
accelZ_diff_std,0.0007263979345738287
gyroX_diff_mean,0.0007260589188069303
filteredZ_jerk_max,0.0007257313975368632
filteredX_peak_position,0.0007111614051883675
accelMag_kurtosis,0.0007077345968313798
gyroX_peak_position,0.0007029591890054389
gyroZ_kurtosis,0.0007027287148601484
gyroY_skew,0.0006973756646137405
accelY_iqr,0.0006957346594548047
accelZ_jerk_mean,0.0006941162013226352
filteredY_jerk_mean,0.0006797805758574148
gyroZ_diff_mean,0.0006794677288886906
filteredX_diff_max,0.0006761765773510718
accelMag_p25,0.0006472475717918236
accelY_diff_mean,0.000625947874973642
accelZ_jerk_max,0.0006179008422464526
gyroX_jerk_rms,0.0005833331990503994
gyroY_peak_position,0.0005584758197130442
gyroZ_mean,0.0005456679565315825
filteredZ_kurtosis,0.000542254098144415
gyroZ_min,0.0005411024611050711
filteredY_diff_mean,0.0005346118626482803
filteredZ_peak_position,0.0005247636421029261
filteredZ_skew,0.0005182128603430553
accelZ_skew,0.0005165709522430914
accelMag_diff_mean,0.0005164091493566061
accelX_jerk_mean,0.0005156476316428022
gyroX_kurtosis,0.0005099946753847171
accelMag_jerk_mean,0.0004946778983589149
gyroZ_peak_position,0.0004929934361121621
accelX_std,0.0004861989001559859
gyroZ_p25,0.0004748088810769811
gyroY_diff_mean,0.0004605686232706146
accelZ_jerk_rms,0.0004582352633302769
filteredMag_diff_mean,0.0004578168507564934
gyroX_jerk_mean,0.0004403074436248803
accelX_diff_mean,0.0004347905765315532
accelY_jerk_mean,0.00042799718602084234
gyroZ_median,0.0004087401730435273
filteredX_kurtosis,0.00039866617726101977
gyroY_median,0.00035250396752670616
accelZ_peak_position,0.00030736481486720585
accelZ_jerk_std,0.00029269151135318265
gyroX_skew,0.00023459614897213354
