participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,quality_code
2,1,0,0,0.0,0,0.83,9.58,1.49,9.7306,-0.0502,-0.0469,0.084,-4.25,81.38,83.0,-0.084,9.4771,1.4543,9.5884,1
2,1,0,0,0.122,122,0.96,9.82,1.29,9.9508,-0.0458,-0.0818,-0.0884,-4.31,81.81,83.19,0.0536,9.5223,1.4326,9.6296,1
2,1,0,0,0.242,242,0.62,9.56,1.35,9.6747,0.0251,-0.0229,0.0251,-3.81,81.81,83.13,0.1282,9.5273,1.4217,9.6336,1
2,1,0,0,0.363,363,1.02,9.68,1.38,9.8309,-0.0458,-0.0153,0.0851,-4.69,81.88,84.06,0.2457,9.5474,1.4162,9.655,1
2,1,0,0,0.484,484,0.72,9.73,1.35,9.8496,-0.0218,-0.0316,-0.0556,-4.63,82.13,84.13,0.3082,9.5715,1.4075,9.6793,1
2,1,0,0,0.607,607,0.85,9.73,1.33,9.8572,0.0044,0.0098,0.0567,-4.75,82.19,84.31,0.3796,9.5924,1.3973,9.701,1
2,1,0,0,0.731,731,0.96,9.75,1.39,9.8953,0.0251,0.0305,0.0011,-5.0,82.0,84.44,0.4561,9.6131,1.3963,9.7247,1
2,1,0,0,0.893,893,0.92,9.5,1.36,9.6409,0.0273,0.0513,0.0,-4.81,81.81,83.81,0.5172,9.5982,1.3915,9.7124,1
2,1,0,0,1.014,1014,0.89,10.04,1.37,10.172,0.0949,0.0916,-0.0894,-4.81,81.56,83.31,0.5664,9.6564,1.3887,9.7722,1
2,1,0,0,1.136,1136,0.29,10.13,2.0,10.3296,0.1778,0.1713,-0.3851,-3.5,80.44,81.06,0.5299,9.7188,1.4693,9.8435,1
2,1,0,0,1.262,1262,-0.85,10.06,2.15,10.3222,0.2629,-0.1222,-1.4857,2.5,79.19,74.38,0.3481,9.7638,1.559,9.8936,1
2,1,0,0,1.383,1383,-2.76,9.49,2.53,10.2019,0.2214,-0.589,-1.4563,14.19,77.44,65.38,-0.0615,9.7277,1.6869,9.8731,1
2,1,0,0,1.503,1503,-4.74,8.48,2.06,9.9308,0.1189,-1.0483,-2.3169,27.88,77.31,57.44,-0.678,9.5633,1.7361,9.7432,1
2,1,0,0,1.624,1624,-7.12,7.66,0.96,10.502,0.0665,-1.0396,-2.2733,44.69,79.75,46.63,-1.5269,9.3125,1.6338,9.5772,1
2,1,0,0,1.745,1745,-8.47,5.44,-0.29,10.0707,-0.2073,-0.9119,-2.4435,61.06,86.13,34.31,-2.4418,8.8022,1.3803,9.2383,1
2,1,0,0,1.907,1907,-8.97,1.91,-1.77,9.3403,-0.6883,-0.8192,-2.4576,79.75,126.44,11.81,-3.302,7.894,0.9652,8.611,1
2,1,0,0,2.034,2034,-10.33,-0.46,-2.65,10.6744,-0.601,-0.7112,-2.0519,75.94,-144.31,350.63,-4.2282,6.7931,0.4888,8.0164,1
2,1,0,0,2.155,2155,-9.79,-2.47,-3.23,10.6008,-0.7407,-0.4058,-1.8337,62.81,-121.56,329.56,-4.9611,5.5725,-0.0013,7.4609,1
2,1,0,0,2.276,2276,-7.88,-4.21,-2.63,9.3132,-0.6087,0.0087,-1.6842,52.38,-111.13,313.19,-5.3457,4.2834,-0.3477,6.8589,1
2,1,0,0,2.397,2397,-5.04,-5.79,-0.92,7.7312,-0.48,0.1484,-1.345,42.19,-103.56,299.44,-5.3054,2.956,-0.4231,6.0881,1
2,1,0,0,2.518,2518,-3.88,-5.81,0.04,6.9866,-0.3098,0.5814,-0.0142,37.13,-97.81,294.0,-5.1176,1.8009,-0.3621,5.4373,1
2,1,0,0,2.639,2639,-4.74,-5.46,-0.3,7.2367,0.504,0.5738,2.2307,45.88,-95.75,306.44,-5.0678,0.8441,-0.3539,5.1498,1
2,2,0,0,2.762,2762,-8.72,-2.51,-1.11,9.1417,0.5345,0.6207,4.0383,67.25,-98.44,333.13,-5.5491,0.4021,-0.4535,5.5821,1
2,2,0,0,2.927,2927,-8.35,3.34,0.44,9.004,0.6654,1.4541,3.4634,72.56,66.13,17.69,-5.9182,0.7892,-0.3358,5.98,1
2,2,0,0,3.049,3049,-6.1,7.32,2.69,9.9009,-0.1014,1.009,3.6914,47.44,67.25,39.75,-5.9421,1.6498,0.0629,6.1672,1
2,2,0,0,3.169,3169,-3.93,10.18,3.05,11.3305,-0.3752,0.6032,2.3202,26.31,72.0,56.69,-5.677,2.7739,0.4566,6.3349,1
2,2,0,0,3.29,3290,-2.55,11.53,2.57,12.085,-0.3949,0.6032,2.2929,10.13,74.88,69.25,-5.2649,3.9277,0.7351,6.6096,1
2,2,0,0,3.412,3412,-0.6,11.08,2.64,11.406,-0.1702,0.9425,1.5948,-3.69,76.56,78.06,-4.6502,4.8702,0.9861,6.8056,1
2,2,0,0,3.536,3536,0.63,10.41,2.82,10.8036,-0.2116,0.8258,0.7385,-12.25,78.31,80.81,-3.9544,5.6002,1.2277,6.9647,1
2,2,0,0,3.657,3657,1.69,11.08,2.88,11.5722,0.4745,0.3502,-0.1789,-14.75,78.5,79.5,-3.2106,6.3223,1.4455,7.2366,1
2,2,0,0,3.78,3780,0.35,11.47,3.31,11.9432,1.2545,0.4211,-1.2392,-9.5,73.13,70.94,-2.7414,7.0006,1.6912,7.7061,1
2,2,0,0,3.942,3942,-0.05,10.31,4.92,11.4239,2.5275,1.5435,-1.2119,-2.81,56.69,52.69,-2.3868,7.4367,2.1166,8.0921,1
2,2,0,0,4.064,4064,2.94,8.54,5.93,10.8046,2.9845,1.6832,-1.0036,-5.19,39.0,39.56,-1.6848,7.5821,2.6191,8.1968,1
2,2,0,0,4.191,4191,3.0,4.22,7.73,9.3038,2.8656,0.0273,-1.0363,-6.5,19.81,29.44,-1.0675,7.1391,3.2926,7.9339,1
2,2,0,0,4.312,4312,1.35,1.11,9.05,9.2172,1.2752,-1.7639,-0.8465,1.63,5.06,23.38,-0.7489,6.3446,4.0513,7.5649,1
2,2,0,0,4.432,4432,-2.05,0.08,7.15,7.4385,1.0647,-2.3409,-1.4923,16.5,-2.75,16.31,-0.9204,5.5191,4.4596,7.1551,1
2,2,0,0,4.553,4553,-5.01,-2.47,6.29,8.4122,1.2195,-1.825,-1.5795,28.56,-16.31,5.56,-1.4593,4.4663,4.7008,6.6465,1
2,2,0,0,4.674,4674,-4.22,-4.07,5.21,7.8433,0.9152,-1.5435,-1.1148,35.25,-30.25,358.0,-1.8231,3.3415,4.7679,6.101,1
2,2,0,0,4.796,4796,-5.91,-5.6,4.72,9.411,0.6043,-1.7911,-0.5912,39.75,-45.31,349.69,-2.3616,2.1632,4.7616,5.7384,1
2,2,0,0,4.959,4959,-7.51,-6.56,2.41,10.2587,-0.1233,-1.0167,-0.3982,46.44,-59.81,342.25,-3.0401,1.0137,4.4517,5.4852,1
2,2,0,0,5.084,5084,-6.94,-5.33,2.16,9.0132,-0.4014,0.4625,0.697,47.19,-58.25,340.94,-3.554,0.1778,4.1497,5.4665,1
2,3,0,0,5.205,5205,-5.57,-4.28,3.41,7.8084,-0.6032,0.7167,1.957,52.31,-43.0,351.75,-3.8196,-0.4097,4.0523,5.5837,1
2,3,0,0,5.325,5325,-6.79,-0.52,4.34,8.0753,-1.477,0.4647,3.134,57.44,-11.5,6.06,-4.211,-0.4242,4.0902,5.8858,1
2,3,0,0,5.447,5447,-6.04,6.04,4.23,9.5318,-1.5184,0.4472,2.9649,51.13,27.31,21.13,-4.4521,0.4276,4.1086,6.0732,1
2,3,0,0,5.567,5567,-5.52,7.79,4.5,10.5548,-1.3635,-0.2716,2.2275,40.19,49.81,34.06,-4.5928,1.3978,4.1602,6.3525,1
2,3,0,0,5.691,5691,-4.36,10.5,2.79,11.7066,-1.1377,-0.3665,2.5515,28.0,65.56,48.13,-4.5621,2.5972,3.9796,6.5876,1
2,3,0,0,5.812,5812,-3.16,10.62,3.23,11.5414,-0.4527,-0.0676,2.1577,13.69,73.06,63.56,-4.3773,3.6544,3.8808,6.8976,1
2,3,0,0,5.977,5977,-0.34,10.85,1.98,11.0344,-0.3153,0.5672,1.5053,-2.88,76.56,77.81,-3.8453,4.6026,3.6304,7.0107,1
2,3,0,0,6.098,6098,-0.3,10.63,2.85,11.0095,-0.1745,0.8301,1.0014,-11.69,78.56,81.94,-3.3781,5.3969,3.5275,7.2788,1
2,3,0,0,6.219,6219,0.9,11.46,2.13,11.691,0.3349,0.5956,-0.7712,-13.56,79.44,79.19,-2.8144,6.1958,3.3434,7.582,1
2,3,0,0,6.34,6340,0.55,10.23,2.74,10.6049,1.0134,0.5781,-1.5239,-5.69,75.31,66.31,-2.3711,6.7274,3.2639,7.8443,1
2,3,0,0,6.46,6460,0.66,10.13,3.94,10.8893,0.7352,-0.2651,-1.3177,2.81,69.5,55.5,-1.9716,7.1758,3.353,8.1622,1
2,3,0,0,6.582,6582,-3.12,9.13,3.87,10.3956,1.0657,-1.201,-2.0759,16.31,63.75,47.88,-2.123,7.4333,3.4211,8.4537,1
2,3,0,0,6.703,6703,-5.58,8.09,4.2,10.6876,0.8574,-0.2858,-1.8086,29.81,56.63,40.25,-2.5785,7.5199,3.5237,8.6956,1
2,3,0,0,6.829,6829,-5.97,6.89,4.61,10.2159,1.1061,0.985,-2.018,37.75,43.0,28.44,-3.0254,7.4369,3.6669,8.8264,1
2,3,0,0,6.992,6992,-3.76,2.32,5.66,7.1802,1.0396,0.3043,-1.8282,39.81,14.44,9.75,-3.1222,6.7626,3.9295,8.4215,1
2,3,0,0,7.112,7112,-4.96,-0.7,6.03,7.8392,0.5749,-1.1268,-0.6752,44.69,1.94,4.19,-3.3644,5.7792,4.2063,7.9001,1
2,3,0,0,7.233,7233,-8.14,0.29,5.41,9.7781,-0.3774,-1.0177,-0.7898,52.38,-3.44,359.38,-3.9937,5.0559,4.3649,7.7823,1
2,3,0,0,7.354,7354,-9.0,-1.26,4.78,10.2682,0.4407,-0.7865,-1.645,56.56,-17.94,350.13,-4.6534,4.2236,4.4196,7.6828,1
2,3,0,0,7.48,7480,-8.46,-2.56,4.39,9.869,0.2945,-0.4767,-1.1312,55.63,-36.63,341.31,-5.155,3.3297,4.4157,7.5604,1
2,3,0,0,7.602,7602,-7.53,-4.27,3.46,9.3223,0.4461,-0.2629,-1.1836,52.13,-49.75,333.94,-5.468,2.3282,4.2898,7.3295,1
2,3,0,0,7.723,7723,-6.87,-5.3,3.01,9.1841,0.1276,-0.0349,-0.3665,48.5,-56.69,329.69,-5.6527,1.323,4.1211,7.1195,1
2,3,0,0,7.844,7844,-6.74,-5.82,3.08,9.4227,-0.06,-0.0513,-0.4243,46.0,-58.94,326.69,-5.796,0.3818,3.9839,7.0435,1
2,4,0,0,8.007,8007,-7.11,-5.24,3.21,9.3975,-0.2465,-0.0447,0.9948,48.19,-57.31,328.06,-5.9692,-0.359,3.882,7.1295,1
2,4,0,0,8.129,8129,-7.42,-4.1,3.44,9.1488,-0.2138,0.1233,1.045,53.75,-50.0,334.63,-6.1603,-0.852,3.8237,7.3004,1
2,4,0,0,8.254,8254,-7.3,-2.6,3.64,8.5615,-0.2771,0.0665,1.693,60.13,-35.25,344.56,-6.3105,-1.0823,3.7995,7.4452,1
2,4,0,0,8.375,8375,-9.07,0.31,3.3,9.6567,-0.372,-0.3054,1.5163,66.0,-14.5,354.0,-6.6741,-0.8989,3.7337,7.7002,1
2,4,0,0,8.496,8496,-9.54,2.15,3.05,10.2439,-0.0742,-0.0131,1.1028,67.38,7.88,2.13,-7.0518,-0.4971,3.6436,7.953,1
2,4,0,0,8.617,8617,-8.89,1.95,3.5,9.7511,0.1953,-0.1702,1.0821,66.38,20.88,8.75,-7.294,-0.1746,3.6247,8.1469,1
2,4,0,0,8.738,8738,-7.65,2.31,2.96,8.5217,-0.0884,-0.3076,0.913,64.81,36.69,16.06,-7.3409,0.1528,3.5371,8.1501,1
2,4,0,0,8.859,8859,-7.6,3.76,2.72,8.9048,-0.0207,-0.2258,1.6221,60.19,51.5,24.0,-7.3751,0.6281,3.4294,8.1576,1
2,4,0,0,9.022,9022,-6.85,6.84,2.35,9.9615,0.0415,-0.0425,1.0963,49.0,63.69,37.69,-7.3059,1.4467,3.2872,8.1409,1
2,4,0,0,9.147,9147,-6.87,7.91,2.7,10.8192,-0.1036,-0.1516,2.258,38.75,68.5,48.88,-7.2484,2.2984,3.2098,8.2538,1
2,4,0,0,9.268,9268,-3.51,6.26,2.03,7.4585,0.0884,-0.4352,0.1385,32.0,72.13,58.44,-6.7558,2.8204,3.0543,7.9325,1
2,4,0,0,9.388,9388,-5.31,8.18,2.59,10.0904,-0.1865,0.1244,1.6832,28.69,73.19,62.5,-6.5653,3.5267,2.9931,8.0312,1
2,4,0,0,9.51,9510,-1.76,9.96,1.62,10.2432,0.0044,0.3807,1.3439,16.31,75.38,73.19,-5.9321,4.3744,2.8122,7.8888,1
2,4,0,0,9.63,9630,-1.87,8.5,2.44,9.0388,0.2531,0.7221,1.1956,8.69,73.25,77.25,-5.3968,4.9181,2.7632,7.8069,1
2,4,0,0,9.753,9753,0.64,10.19,2.78,10.5818,-0.4527,0.6981,1.2119,-0.94,73.94,82.31,-4.6013,5.6128,2.7654,7.7668,1
2,4,0,0,9.873,9873,1.31,11.06,2.42,11.3972,-0.3578,-0.1025,0.4516,-7.5,77.56,87.0,-3.8223,6.3306,2.7199,7.8794,1
2,4,0,0,10.04,10040,-1.29,9.69,2.46,10.0803,0.0502,-0.4331,-0.589,-2.63,77.19,85.06,-3.4886,6.7733,2.6856,8.0784,1
2,4,0,0,10.161,10161,-0.04,11.29,2.07,11.4783,0.336,-0.1974,-1.4072,3.13,76.25,79.0,-3.0342,7.3685,2.6045,8.3836,1
2,4,0,0,10.282,10282,-3.03,7.72,3.85,9.1434,0.7723,-0.5061,-1.5948,15.81,70.94,67.44,-3.0336,7.4148,2.7686,8.4763,1
2,4,0,0,10.402,10402,-2.6,9.62,2.2,10.2051,-0.2836,-0.5421,-0.9883,22.38,71.13,63.38,-2.9765,7.7054,2.6937,8.6884,1
2,4,0,0,10.523,10523,-6.95,8.02,2.25,10.8483,0.3098,-0.2694,-1.8948,35.25,70.13,52.81,-3.5001,7.7468,2.6352,8.8999,1
2,4,0,0,10.644,10644,-5.53,7.24,2.33,9.4036,-0.0218,0.1865,-1.0745,42.56,66.56,45.13,-3.7676,7.68,2.595,8.9393,1
2,4,0,0,10.765,10765,-7.16,6.32,2.43,9.8546,-0.0982,0.0,-1.5621,51.13,61.75,34.63,-4.2146,7.5008,2.5733,8.9804,1
2,5,0,0,10.889,10889,-7.92,4.88,2.26,9.5733,-0.276,-0.3436,-1.1814,59.31,58.63,25.56,-4.7029,7.1555,2.532,8.9291,1
2,5,0,0,11.053,11053,-8.84,3.27,1.77,9.5902,-0.4276,0.0305,-0.7079,69.38,49.5,12.94,-5.2481,6.6435,2.4316,8.8085,1
2,5,0,0,11.174,11174,-9.25,2.02,1.93,9.6627,0.0305,0.2051,-1.0897,72.69,38.5,6.19,-5.7754,6.0342,2.3655,8.6812,1
2,5,0,0,11.295,11295,-9.12,1.1,2.44,9.5046,-0.1549,0.2923,-0.6458,73.88,17.31,359.5,-6.2161,5.384,2.3753,8.5598,1
2,5,0,0,11.416,11416,-9.68,0.64,2.69,10.0672,-0.096,-0.0578,-1.1039,73.88,-0.63,353.31,-6.6726,4.7589,2.4168,8.5447,1
