participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
8,1,0,0,00.000,0,0.0300,9.7700,0.0600,9.7702,-0.0774,-0.0480,0.0098,-0.56,89.50,83.50,0.2193,9.8025,0.0104,9.8050
8,1,0,0,00.163,163,0.0500,9.9000,0.0100,9.9001,0.0131,0.0240,0.0153,-0.81,89.88,83.69,0.1970,9.8154,0.0103,9.8173
8,1,0,0,00.283,283,0.1700,9.8000,0.0600,9.8017,0.0229,0.0415,0.0338,-1.06,89.75,83.69,0.1934,9.8133,0.0169,9.8153
8,1,0,0,00.404,404,0.2500,9.7700,0.0700,9.7734,0.0153,-0.0033,-0.0218,-1.13,89.63,83.56,0.2009,9.8076,0.0239,9.8097
8,1,0,0,00.526,526,0.2400,9.6200,0.0800,9.6233,0.0000,-0.0425,0.0218,-1.06,89.56,83.75,0.2060,9.7829,0.0313,9.7851
8,1,0,0,00.652,652,0.2300,9.8900,-0.0700,9.8929,-0.0611,-0.0338,0.0425,-1.19,89.81,84.19,0.2092,9.7970,0.0179,9.7993
8,1,0,0,00.773,773,0.0800,10.0300,-0.0300,10.0304,0.0120,0.0000,0.0360,-1.31,90.00,84.38,0.1922,9.8277,0.0116,9.8296
8,1,0,0,00.894,894,-0.0800,11.2800,0.0300,11.2803,0.3447,0.1036,-0.0905,-1.25,89.13,83.94,0.1563,10.0191,0.0140,10.0203
8,1,0,0,01.014,1014,-1.0300,8.9100,1.2700,9.0588,0.7658,0.2956,-0.4014,0.88,84.56,80.75,-0.0000,9.8729,0.1795,9.8746
8,1,0,0,01.177,1177,0.5200,11.1500,1.5500,11.2692,0.9054,0.6621,0.0360,0.13,79.19,75.50,0.0685,10.0412,0.3601,10.0479
8,1,0,0,01.298,1298,-0.1500,8.9100,3.5900,9.6072,1.1748,0.3807,-0.4909,1.25,71.19,70.69,0.0397,9.8922,0.7857,9.9234
8,1,0,0,01.420,1420,-0.2900,9.2500,4.1200,10.1302,0.5781,0.0185,-0.7352,4.31,65.69,65.75,-0.0037,9.8075,1.2251,9.8838
8,1,0,0,01.545,1545,-1.8200,9.0200,4.4700,10.2300,0.7221,-0.4560,-0.8825,10.25,61.38,61.50,-0.2431,9.7038,1.6527,9.8465
8,1,0,0,01.666,1666,-2.8200,7.7800,4.6800,9.5070,0.4603,-0.3643,-0.9327,17.44,56.88,57.88,-0.5826,9.4503,2.0516,9.6879
8,1,0,0,01.786,1786,-4.0600,7.6700,4.9400,9.9858,0.3927,-0.0894,-1.0570,24.00,53.13,52.19,-1.0409,9.2157,2.4322,9.5879
8,1,0,0,01.908,1908,-4.3600,6.4300,5.5500,9.5476,0.6545,-0.0491,-0.9970,29.25,47.50,46.63,-1.4782,8.8486,2.8431,9.4109
8,1,0,0,02.028,2028,-4.9400,4.7800,5.7400,8.9554,0.5443,-0.2880,-1.0996,35.06,40.81,41.31,-1.9344,8.3124,3.2248,9.1235
8,1,0,0,02.196,2196,-6.4100,4.1400,5.6200,9.4769,0.3578,-0.4843,-0.9785,43.44,33.13,34.44,-2.5242,7.7626,3.5404,8.8975
8,1,0,0,02.318,2318,-7.1200,2.6000,5.4000,9.3067,0.4691,-0.3665,-1.0537,49.56,25.44,29.75,-3.1298,7.0823,3.7855,8.6189
8,1,0,0,02.439,2439,-7.8300,1.6000,5.3300,9.6061,0.4592,-0.2051,-1.0843,53.75,14.50,24.25,-3.7492,6.3599,3.9890,8.3915
8,1,0,0,02.561,2561,-7.5700,0.0800,4.8700,9.0016,0.5051,-0.0785,-1.0199,55.56,1.81,19.31,-4.2527,5.5324,4.1051,8.0959
8,1,0,0,02.682,2682,-7.4100,-0.9200,5.2100,9.1049,0.5520,-0.1593,-0.8116,55.81,-10.25,15.13,-4.6687,4.6821,4.2507,7.8605
8,1,0,0,02.802,2802,-7.1500,-2.8500,4.4600,8.8959,0.4832,-0.4232,-1.0603,55.94,-23.63,10.63,-4.9957,3.6896,4.2783,7.5414
8,1,0,0,02.923,2923,-8.1500,-3.2300,4.0300,9.6486,0.1942,-0.4232,-0.6120,55.75,-35.31,5.50,-5.4113,2.7777,4.2456,7.4178
8,1,0,0,03.049,3049,-6.9000,-4.8000,3.2700,9.0190,0.0545,-0.1833,-0.5378,55.13,-41.56,2.13,-5.6075,1.7792,4.1170,7.1805
8,2,0,0,03.211,3211,-8.1000,-3.1800,3.2600,9.2925,-0.3371,-0.4211,0.9447,57.06,-42.56,0.31,-5.9360,1.1257,4.0041,7.2481
8,2,0,0,03.333,3333,-7.2500,-3.3600,2.8500,8.4838,-0.4952,-0.2051,0.6032,62.81,-34.06,4.38,-6.1091,0.5346,3.8520,7.2419
8,2,0,0,03.453,3453,-8.6900,0.2400,3.1600,9.2498,-0.4396,-0.1724,1.8566,66.50,-18.38,8.75,-6.4492,0.4958,3.7608,7.4821
8,2,0,0,03.575,3575,-8.0200,0.5900,2.9300,8.5588,-0.2803,-0.3076,2.0431,68.25,20.50,22.56,-6.6562,0.5082,3.6513,7.6089
8,2,0,0,03.701,3701,-7.9700,4.2600,2.3200,9.3301,-0.5498,-0.0055,1.7017,62.69,45.81,31.63,-6.8293,1.0026,3.4759,7.7283
8,2,0,0,03.823,3823,-7.6900,5.4400,2.5300,9.7535,-0.4298,0.1582,1.9035,51.31,60.88,42.81,-6.9427,1.5873,3.3513,7.8710
8,2,0,0,03.943,3943,-6.3900,8.0400,2.4100,10.5490,-0.6480,0.2749,1.4530,40.69,68.25,50.94,-6.8699,2.4376,3.2272,7.9720
8,2,0,0,04.064,4064,-5.5400,8.0900,2.0400,10.0151,-0.6578,0.2345,0.9807,32.56,73.19,56.00,-6.6947,3.1825,3.0708,8.0235
8,2,0,0,04.226,4226,-3.6700,9.4900,1.8800,10.3471,-0.5454,0.2247,0.9447,23.44,78.88,60.69,-6.2961,4.0136,2.9139,8.0150
8,2,0,0,04.350,4350,-2.6500,9.2600,1.5500,9.7556,-0.4898,0.0273,0.8170,17.88,82.06,64.69,-5.8156,4.7050,2.7341,7.9645
8,2,0,0,04.474,4474,-1.8200,10.2700,0.7900,10.4599,-0.4549,-0.1014,1.0079,10.88,86.00,71.19,-5.2891,5.4383,2.4780,7.9806
8,2,0,0,04.595,4595,-1.8000,10.3100,0.5700,10.4815,-0.0862,-0.0894,0.5683,5.81,87.69,75.94,-4.8293,6.0803,2.2265,8.0777
8,2,0,0,04.716,4716,-1.3500,10.1500,0.5000,10.2516,-0.0524,0.1745,0.1680,4.63,87.81,76.81,-4.3708,6.6166,1.9990,8.1780
8,2,0,0,04.837,4837,-0.7800,10.3400,0.4600,10.3796,0.0818,0.1331,-0.0393,4.50,87.63,74.94,-3.8977,7.1072,1.7962,8.3024
8,2,0,0,04.959,4959,-0.8400,10.8600,0.6600,10.9124,0.2520,-0.1724,-0.2127,5.38,86.56,73.63,-3.4947,7.6017,1.6465,8.5270
8,2,0,0,05.079,5079,-1.2800,9.4000,1.3600,9.5837,-0.0196,-0.5694,-0.7265,8.81,85.50,73.00,-3.2029,7.8387,1.6087,8.6193
8,2,0,0,05.241,5241,-3.3900,9.8800,-0.3300,10.4506,-0.3022,-1.1890,-1.4944,19.69,90.31,69.56,-3.2275,8.1077,1.3533,8.8308
8,2,0,0,05.367,5367,-4.9100,8.4600,-1.1000,9.8433,-0.5585,-1.1628,-1.6450,29.50,96.75,65.69,-3.4493,8.1541,1.0300,8.9133
8,2,0,0,05.488,5488,-5.9500,7.2800,-2.8100,9.8131,-0.8781,-1.1454,-2.1391,41.00,110.38,56.00,-3.7788,8.0389,0.5240,8.8982
8,2,0,0,05.608,5608,-7.6100,5.2700,-4.4900,10.2881,-0.9119,-0.8039,-1.9962,50.25,129.38,41.13,-4.2836,7.6741,-0.1367,8.7897
8,2,0,0,05.729,5729,-9.0600,4.2300,-5.3700,11.3496,-0.5552,0.0884,-1.5915,56.25,148.69,23.75,-4.9130,7.2202,-0.8264,8.7723
8,2,0,0,05.850,5850,-8.9900,2.0300,-4.5500,10.2783,-0.0894,1.2555,-1.6253,65.00,163.81,8.94,-5.4503,6.5363,-1.3170,8.6118
8,2,0,0,05.972,5972,-7.5200,-0.5300,-2.7100,8.0110,-0.1582,1.1923,-2.2144,73.69,-160.56,355.00,-5.7230,5.6051,-1.5006,8.1500
8,2,0,0,06.092,6092,-7.5400,-2.8800,-1.3900,8.1901,-0.2094,1.4508,-2.1380,67.75,-108.06,340.00,-5.9625,4.4870,-1.4860,7.6087
8,2,0,0,06.259,6259,-7.2800,-4.5300,0.2400,8.5777,0.5312,1.2305,0.1560,61.25,-80.50,339.88,-6.1361,3.2988,-1.2586,7.0794
8,2,0,0,06.381,6381,-6.8100,-5.7900,1.1400,9.0111,0.3436,0.3643,-0.1244,61.31,-75.19,346.56,-6.2249,2.1011,-0.9425,6.6372
8,2,0,0,06.501,6501,-7.3100,-4.5200,0.8400,8.6355,-0.3720,-0.0556,-0.1331,59.13,-73.88,344.38,-6.3679,1.2286,-0.7076,6.5238
8,3,0,0,06.623,6623,-8.7100,-3.9600,0.6000,9.5867,-0.1189,-0.1298,0.5531,61.25,-73.00,344.50,-6.6765,0.5449,-0.5353,6.7201
8,3,0,0,06.743,6743,-9.3800,-4.1200,1.3800,10.3375,-0.1069,0.4331,0.2629,63.69,-68.94,347.31,-7.0328,-0.0698,-0.2829,7.0388
8,3,0,0,06.864,6864,-8.6200,-3.5000,1.9400,9.5036,-0.0087,1.3199,0.3436,62.19,-56.13,350.94,-7.2419,-0.5218,0.0100,7.2607
8,3,0,0,06.985,6985,-7.5100,-3.0400,3.5000,8.8256,0.4549,1.1017,0.9392,59.69,-40.69,359.06,-7.2772,-0.8537,0.4699,7.3422
8,3,0,0,07.110,7110,-6.6200,-3.0600,3.7100,8.1824,-0.1876,0.2814,0.7232,59.44,-30.25,6.31,-7.1906,-1.1444,0.8969,7.3362
8,3,0,0,07.273,7273,-10.5900,1.1600,3.5600,11.2324,-0.5596,0.2531,1.8130,62.00,-3.19,15.06,-7.6386,-0.8407,1.2478,7.7854
8,3,0,0,07.395,7395,-7.4300,0.2900,4.7600,8.8287,0.0927,0.9927,0.5563,56.69,11.81,22.94,-7.6111,-0.6917,1.7106,7.8316
8,3,0,0,07.515,7515,-4.6100,-0.2000,5.7300,7.3570,-0.5989,0.8323,0.6610,49.56,14.38,24.06,-7.2156,-0.6269,2.2403,7.5814
8,3,0,0,07.636,7636,-5.4200,4.1300,5.7900,8.9419,-1.0581,-0.1571,2.4151,43.56,30.00,31.56,-6.9790,-0.0001,2.7080,7.4860
8,3,0,0,07.757,7757,-5.4300,7.3700,4.5100,10.2050,-0.7494,-0.3731,2.2438,34.50,48.38,47.00,-6.7749,0.9711,2.9455,7.4510
8,3,0,0,07.878,7878,-5.2500,7.3700,4.8700,10.2760,-0.5520,0.2378,0.7036,27.56,55.75,55.06,-6.5739,1.8143,3.1991,7.5328
8,3,0,0,08.000,8000,-2.7000,7.7200,3.6400,8.9520,-0.8181,0.6163,0.7810,22.31,60.19,56.13,-6.0635,2.5925,3.2572,7.3550
8,3,0,0,08.126,8126,-1.4700,9.2900,3.5100,10.0392,-0.7036,0.3403,1.6821,13.19,65.56,61.63,-5.4582,3.4751,3.2905,7.2591
8,3,0,0,08.288,8288,0.2100,10.8100,2.9800,11.2152,-0.8454,0.2236,1.3603,-0.31,73.19,73.56,-4.7112,4.4416,3.2496,7.2446
8,3,0,0,08.409,8409,0.4800,10.6500,2.5800,10.9686,-0.5618,0.0993,0.4680,-6.25,77.94,78.88,-4.0272,5.2597,3.1614,7.3401
8,3,0,0,08.529,8529,1.2500,9.9200,2.0400,10.2044,-0.3589,0.0251,0.5487,-8.75,80.56,81.44,-3.3318,5.8738,3.0136,7.3949
8,3,0,0,08.652,8652,2.0500,11.3200,1.6200,11.6176,-0.2422,-0.0436,0.4680,-12.94,82.75,85.94,-2.6226,6.5915,2.8299,7.6377
8,3,0,0,08.777,8777,1.8600,10.3100,1.8600,10.6403,0.3174,-0.3098,-0.7974,-11.44,82.00,83.00,-2.0319,7.0815,2.7021,7.8472
8,3,0,0,08.899,8899,0.5600,9.1700,2.0500,9.4130,0.2574,-0.2214,-0.7919,-5.06,79.56,75.94,-1.6904,7.3567,2.6162,7.9889
8,3,0,0,09.020,9020,0.7700,10.7600,1.7900,10.9350,0.2182,-0.4963,-0.4178,-1.56,78.19,72.88,-1.3661,7.8052,2.5073,8.3111
8,3,0,0,09.141,9141,-1.0500,9.8400,2.2300,10.1440,0.2694,-0.5127,-1.5697,5.63,76.56,68.50,-1.3245,8.0733,2.4708,8.5462
8,3,0,0,09.303,9303,-2.6400,8.4800,1.6100,9.0262,-0.4505,-0.8050,-1.6799,21.88,77.38,56.06,-1.4978,8.1269,2.3574,8.5934
8,3,0,0,09.424,9424,-4.3500,7.7200,0.2100,8.8637,-0.5989,-1.4094,-1.5283,33.56,84.38,50.00,-1.8737,8.0733,2.0744,8.5435
8,3,0,0,09.545,9545,-6.6100,6.6800,-0.9500,9.4455,-0.8094,-1.1432,-1.3712,43.19,95.94,44.25,-2.4978,7.8897,1.6758,8.4436
