participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
4,1,0,0,00.000,0,2.0300,9.4100,-0.4600,9.6375,-0.0109,-0.0622,-0.0196,-12.00,92.81,78.88,2.1394,9.5073,-0.4642,9.7561
4,1,0,0,00.121,121,2.0800,9.5800,-0.4400,9.8131,-0.0415,-0.0535,0.0044,-12.00,92.94,79.31,2.1316,9.5169,-0.4610,9.7635
4,1,0,0,00.241,241,2.1200,9.6100,-0.4700,9.8523,0.0109,-0.0207,0.0360,-12.13,93.00,79.69,2.1301,9.5291,-0.4622,9.7752
4,1,0,0,00.362,362,2.0000,9.5100,-0.4400,9.7280,0.0164,0.0240,-0.0436,-12.06,92.88,79.69,2.1129,9.5266,-0.4593,9.7689
4,1,0,0,00.526,526,1.9400,9.5500,-0.4700,9.7564,0.0338,0.0273,0.0098,-11.94,92.81,79.13,2.0901,9.5297,-0.4607,9.7671
4,1,0,0,00.649,649,2.1100,9.5000,-0.3700,9.7385,0.0207,0.0131,0.0458,-12.06,92.63,79.13,2.0927,9.5258,-0.4487,9.7633
4,1,0,0,00.771,771,2.0700,9.4700,-0.4200,9.7027,-0.0458,0.0076,0.0295,-11.94,92.75,78.94,2.0898,9.5184,-0.4450,9.7553
4,1,0,0,00.891,891,2.1000,9.6500,-0.5100,9.8890,-0.0185,-0.0327,-0.0229,-12.06,93.00,79.13,2.0911,9.5358,-0.4535,9.7729
4,1,0,0,01.012,1012,2.0600,9.6700,-0.3900,9.8947,-0.0022,-0.0305,0.0033,-12.00,92.94,79.38,2.0870,9.5535,-0.4452,9.7889
4,1,0,0,01.134,1134,1.4800,10.9400,-0.3200,11.0443,0.1113,-0.1593,-0.3785,-10.81,92.56,78.63,2.0070,9.7362,-0.4287,9.9501
4,1,0,0,01.254,1254,0.3700,11.0900,0.3100,11.1005,0.5716,-0.1724,-0.8083,-6.56,89.81,75.44,1.7913,9.9146,-0.3313,10.0805
4,1,0,0,01.375,1375,-0.5600,10.7100,1.1300,10.7840,0.8890,0.1298,-1.5828,1.63,84.75,66.94,1.4815,10.0194,-0.1388,10.1293
4,1,0,0,01.538,1538,-0.8200,8.9800,1.8600,9.2072,0.5018,-0.3447,-1.4552,14.69,77.81,54.81,1.1782,9.8824,0.1246,9.9532
4,1,0,0,01.662,1662,-3.2400,8.6500,1.8100,9.4126,-0.1527,-0.8214,-0.8683,23.69,77.75,50.13,0.5960,9.7200,0.3467,9.7444
4,1,0,0,01.784,1784,-5.1600,8.6300,0.6300,10.0747,-0.4756,-0.5345,-1.2970,32.81,82.56,44.38,-0.1625,9.5764,0.3840,9.5855
4,1,0,0,01.904,1904,-5.3700,8.0900,-0.0500,9.7102,-0.0044,0.1254,-1.2697,41.38,84.44,35.81,-0.8487,9.3805,0.3268,9.4245
4,1,0,0,02.025,2025,-6.6100,6.4300,0.6200,9.2424,0.3622,0.3785,-1.2043,50.31,79.44,26.63,-1.6079,8.9917,0.3655,9.1417
4,1,0,0,02.146,2146,-7.9300,4.6200,1.2200,9.2584,0.2727,0.4080,-1.5206,58.25,70.56,18.06,-2.4410,8.4156,0.4781,8.7755
4,1,0,0,02.270,2270,-7.6500,3.1100,1.9300,8.4805,0.0851,0.2542,-1.3821,65.94,57.44,8.63,-3.1274,7.7165,0.6694,8.3530
4,1,0,0,02.391,2391,-8.4600,1.2300,2.0200,8.7844,-0.1538,0.1233,-1.1519,72.06,39.81,358.94,-3.8301,6.8617,0.8474,7.9039
4,1,0,0,02.556,2556,-6.8800,0.1400,2.2900,7.2525,-0.0436,0.1484,0.6447,73.38,28.38,354.19,-4.2320,5.9760,1.0375,7.3959
4,1,0,0,02.677,2677,-7.8700,1.9300,1.8600,8.3139,0.2411,0.0284,1.5228,69.25,42.00,1.06,-4.7114,5.4428,1.1459,7.2894
4,2,0,0,02.797,2797,-8.5600,3.6600,2.3500,9.6017,0.2269,0.0862,1.1825,61.38,54.44,12.00,-5.2186,5.2079,1.3045,7.4871
4,2,0,0,02.918,2918,-6.1500,5.0200,2.9300,8.4621,-0.1996,-0.0785,1.3079,53.06,62.25,21.31,-5.3413,5.1831,1.5187,7.5961
4,2,0,0,03.039,3039,-5.5200,7.6100,1.9900,9.6095,-0.3545,-0.3414,1.4606,44.63,70.69,30.25,-5.3648,5.5029,1.5808,7.8462
4,2,0,0,03.160,3160,-5.6800,9.0100,1.7000,10.7858,-0.2749,-0.2465,1.3799,35.56,76.94,40.19,-5.4064,5.9651,1.5965,8.2073
4,2,0,0,03.281,3281,-4.5200,9.1200,1.6900,10.3180,-0.0240,-0.1036,1.1410,27.25,79.63,49.19,-5.2896,6.3808,1.6089,8.4429
4,2,0,0,03.407,3407,-1.9600,9.7700,1.2300,10.0403,-0.0851,0.0535,1.2425,18.75,80.50,57.75,-4.8508,6.8274,1.5589,8.5191
4,2,0,0,03.570,3570,-1.7800,9.9900,1.5500,10.2650,-0.1484,-0.1014,0.9654,8.81,82.06,67.94,-4.4462,7.2442,1.5578,8.6414
4,2,0,0,03.690,3690,-0.6500,10.1000,1.0900,10.1794,-0.0862,-0.0349,0.6469,3.56,83.25,73.56,-3.9459,7.6205,1.4961,8.7109
4,2,0,0,03.811,3811,0.2100,10.0800,1.2200,10.1557,0.1516,0.1244,0.8312,-1.44,82.88,78.38,-3.3983,7.9446,1.4597,8.7633
4,2,0,0,03.933,3933,1.7000,9.7700,1.1900,9.9879,0.0545,0.2880,0.7810,-6.63,82.13,82.13,-2.7265,8.1851,1.4242,8.7440
4,2,0,0,04.054,4054,1.9800,9.6900,1.2100,9.9640,-0.0545,0.2203,0.6327,-10.94,82.38,84.19,-2.1063,8.3834,1.3960,8.7560
4,2,0,0,04.174,4174,2.4100,9.3800,1.2300,9.7624,-0.1287,0.2291,0.5334,-14.63,83.13,86.50,-1.5111,8.5148,1.3741,8.7563
4,2,0,0,04.295,4295,3.2400,10.0000,1.1200,10.5713,0.0087,0.2618,0.4254,-18.44,84.06,88.50,-0.8851,8.7105,1.3406,8.8574
4,2,0,0,04.421,4421,2.8400,9.4800,1.1100,9.9583,0.0393,0.1298,-0.0098,-19.75,84.19,88.44,-0.3942,8.8119,1.3102,8.9175
4,2,0,0,04.584,4584,3.3500,9.3100,1.0000,9.9448,-0.0175,-0.0349,-0.1985,-18.69,84.25,86.88,0.0992,8.8775,1.2693,8.9684
4,2,0,0,04.704,4704,3.2400,9.8900,0.7200,10.4321,0.0065,-0.0033,-0.1298,-17.31,84.31,85.50,0.5131,9.0109,1.1970,9.1046
4,2,0,0,04.825,4825,0.3200,10.6700,1.6600,10.8031,0.3447,0.1298,-1.0068,-14.19,83.25,81.94,0.4876,9.2296,1.2580,9.3277
4,2,0,0,04.948,4948,0.4600,11.0200,1.6100,11.1465,0.3436,0.5083,-0.9577,-8.00,81.56,72.56,0.4840,9.4655,1.3044,9.5672
4,2,0,0,05.073,5073,1.9200,11.4300,1.6100,11.7014,0.3523,0.2051,-1.4573,-0.19,79.44,61.94,0.6732,9.7244,1.3446,9.8399
4,2,0,0,05.194,5194,0.7500,9.7100,1.7200,9.8896,-0.0240,0.1167,-1.3799,10.00,77.81,50.81,0.6833,9.7225,1.3941,9.8457
4,2,0,0,05.314,5314,-1.9000,8.9200,1.2900,9.2109,-0.1571,-0.2891,-1.7202,21.38,78.44,39.69,0.3429,9.6167,1.3804,9.7213
4,2,0,0,05.435,5435,-3.8700,8.5200,0.9200,9.4029,-0.0404,-0.0742,-1.2163,30.56,79.00,31.50,-0.2122,9.4722,1.3197,9.5661
4,2,0,0,05.598,5598,-6.2900,6.4100,1.7300,9.1458,0.7483,0.1156,-1.3014,41.69,73.50,22.81,-1.0131,9.0687,1.3738,9.2279
4,2,0,0,05.724,5724,-5.5100,5.2500,2.7100,8.0788,0.7712,0.1898,-1.1116,48.25,63.88,17.69,-1.6057,8.5655,1.5499,8.8514
4,2,0,0,05.846,5846,-6.7000,3.5000,3.1700,8.1969,0.1811,-0.1527,-1.0243,55.19,55.69,12.31,-2.2770,7.8980,1.7634,8.4067
4,2,0,0,05.967,5967,-8.6000,3.9000,2.3500,9.7310,-0.2269,0.0742,-0.8530,59.44,51.81,6.31,-3.1102,7.3711,1.8407,8.2095
4,2,0,0,06.087,6087,-8.3700,1.9800,2.8500,9.0609,0.1571,0.2891,-0.0709,61.25,47.81,3.19,-3.8033,6.6607,1.9737,7.9200
4,2,0,0,06.208,6208,-7.4900,2.8700,3.4500,8.7315,0.0458,0.0818,0.6512,57.50,49.00,6.81,-4.2891,6.1612,2.1682,7.8140
4,2,0,0,06.330,6330,-6.6800,4.0100,3.0700,8.3742,-0.2683,0.0098,1.0821,53.31,54.19,11.31,-4.6042,5.8777,2.2870,7.8088
4,3,0,0,06.450,6450,-6.7000,6.3600,2.8400,9.6646,-0.3458,-0.1320,1.0657,47.06,61.81,18.06,-4.8804,5.9413,2.3599,8.0428
4,3,0,0,06.618,6618,-5.0800,7.4000,2.1500,9.2298,-0.1276,-0.0316,1.3450,38.13,68.31,27.13,-4.9067,6.1335,2.3322,8.1936
4,3,0,0,06.739,6739,-3.9700,8.3500,2.3800,9.5471,-0.0927,0.0262,1.4235,28.56,71.06,37.00,-4.7832,6.4256,2.3385,8.3448
4,3,0,0,06.860,6860,-2.8000,9.1000,2.4100,9.8213,-0.3632,-0.0404,1.0352,21.00,73.75,44.38,-4.5219,6.7780,2.3480,8.4795
4,3,0,0,06.982,6982,-1.4900,9.7100,1.6600,9.9629,-0.4189,-0.0807,1.0494,14.81,77.19,50.63,-4.1224,7.1644,2.2573,8.5684
4,3,0,0,07.120,7120,-0.4900,10.1400,1.6000,10.2771,-0.2673,-0.1167,1.2348,6.75,80.06,58.94,-3.6437,7.5565,2.1707,8.6654
4,3,0,0,07.241,7241,0.1400,10.2900,1.3200,10.3753,-0.1636,0.0720,1.0428,0.06,81.56,65.81,-3.1451,7.9167,2.0586,8.7638
4,3,0,0,07.361,7361,1.5400,10.6200,1.3600,10.8169,-0.2127,0.1800,0.8901,-7.00,82.94,72.00,-2.5277,8.2729,1.9665,8.8712
4,3,0,0,07.483,7483,2.1800,10.0400,0.9000,10.3133,-0.0884,-0.0185,0.7254,-11.81,83.94,76.38,-1.9074,8.5058,1.8260,8.9062
4,3,0,0,07.645,7645,3.2500,9.5900,0.9400,10.1693,-0.0731,0.1124,0.4843,-17.75,84.56,81.94,-1.2278,8.6486,1.7092,8.9010
4,3,0,0,07.765,7765,3.6900,9.0200,0.7600,9.7752,-0.0240,-0.0785,0.4658,-20.81,84.81,84.50,-0.5797,8.6976,1.5842,8.8597
4,3,0,0,07.886,7886,3.6600,9.2000,0.8600,9.9386,-0.2236,-0.0851,0.3272,-23.25,85.19,87.88,-0.0210,8.7638,1.4887,8.8894
4,3,0,0,08.009,8009,3.9400,9.4000,0.6200,10.2112,-0.1036,-0.1069,0.0480,-24.00,86.19,89.50,0.5009,8.8476,1.3743,8.9677
4,3,0,0,08.133,8133,3.6200,8.9600,0.7600,9.6935,-0.0044,-0.0229,-0.0469,-23.94,86.00,89.88,0.9119,8.8624,1.2933,9.0026
4,3,0,0,08.254,8254,3.7400,9.3800,0.7000,10.1224,0.0720,0.0295,0.0938,-24.13,85.81,89.63,1.2846,8.9306,1.2151,9.1040
4,3,0,0,08.374,8374,3.4500,9.7900,0.8800,10.4173,0.1549,0.1058,-0.5225,-23.00,85.19,87.56,1.5699,9.0439,1.1710,9.2535
4,3,0,0,08.496,8496,2.9800,10.4100,1.0700,10.8809,0.0480,0.0087,-0.8116,-18.56,84.81,82.31,1.7558,9.2239,1.1577,9.4606
4,3,0,0,08.659,8659,2.8700,10.9300,0.8700,11.3340,-0.1494,-0.4047,-0.8050,-10.00,85.50,75.69,1.9026,9.4487,1.1198,9.7032
4,3,0,0,08.785,8785,0.7500,10.6400,0.8100,10.6971,0.0120,0.0447,-0.9294,-2.19,85.94,69.13,1.7507,9.6057,1.0789,9.8234
