participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
9,1,0,0,00.000,0,-1.6400,10.0000,0.5900,10.1507,-0.1909,-0.0207,-0.0774,5.88,84.81,44.13,-1.6480,9.6203,0.8053,9.7936
9,1,0,0,00.121,121,-0.9800,9.5900,0.9200,9.6837,0.1025,0.1047,-0.0251,6.06,84.88,43.06,-1.5599,9.6163,0.8204,9.7765
9,1,0,0,00.245,245,-1.1700,9.3800,1.0600,9.5119,-0.1014,-0.0120,-0.1822,7.00,84.69,41.69,-1.5086,9.5852,0.8520,9.7405
9,1,0,0,00.366,366,-1.3900,9.8600,0.8100,9.9904,-0.0545,0.0175,-0.0589,7.75,85.44,41.00,-1.4929,9.6214,0.8465,9.7733
9,1,0,0,00.489,489,-1.2600,9.7000,0.9500,9.8275,0.0622,-0.0109,-0.0851,8.31,85.19,40.25,-1.4622,9.6317,0.8601,9.7800
9,1,0,0,00.610,610,-1.3600,9.6900,0.9700,9.8329,0.0273,-0.0578,0.0545,8.31,84.81,40.56,-1.4488,9.6394,0.8746,9.7868
9,1,0,0,00.772,772,-1.2500,10.7500,1.3000,10.9002,0.0469,0.0545,0.2291,7.25,84.56,41.81,-1.4226,9.7858,0.9306,9.9323
9,1,0,0,00.894,894,0.5700,11.5200,1.6000,11.6445,0.2182,0.2836,1.3363,1.94,83.75,45.81,-1.1600,10.0143,1.0188,10.1326
9,1,0,0,01.016,1016,2.4400,10.3600,1.7200,10.7815,0.5694,-0.1702,1.9395,-10.00,80.75,56.69,-0.6856,10.0599,1.1112,10.1442
9,1,0,0,01.141,1141,2.4100,10.1900,2.4100,10.7449,0.8378,-0.3251,1.3494,-20.00,74.69,67.50,-0.2777,10.0770,1.2824,10.1621
9,1,0,0,01.262,1262,4.4600,9.3200,2.7700,10.6971,0.8607,0.2367,2.4587,-32.81,66.63,79.31,0.3466,9.9772,1.4784,10.0921
9,1,0,0,01.383,1383,6.8000,5.6200,3.2500,9.4014,0.6807,-0.0513,2.3846,-48.19,54.56,93.44,1.1970,9.4031,1.7119,9.6323
9,1,0,0,01.503,1503,6.0000,3.3700,3.7800,7.8515,0.7036,-0.2269,1.4366,-56.25,37.56,103.88,1.8299,8.6081,1.9844,9.0214
9,1,0,0,01.624,1624,6.6000,1.6500,4.2900,8.0428,0.3294,0.0894,1.5468,-60.69,19.69,111.94,2.4585,7.6912,2.2882,8.3925
9,1,0,0,01.787,1787,7.0400,-2.3200,3.9200,8.3851,0.7996,0.0273,1.4464,-63.63,-11.75,122.44,3.0622,6.3720,2.5032,7.4997
9,1,0,0,01.913,1913,6.7900,-3.5700,3.4200,8.3991,-0.1189,-0.6174,-0.3360,-60.19,-20.94,125.19,3.5534,5.0619,2.6240,6.7183
9,1,0,0,02.034,2034,6.8200,-0.0400,5.4900,8.7552,0.0065,-0.3752,-1.5719,-58.25,-0.88,114.88,3.9839,4.3896,3.0017,6.6445
9,2,0,0,02.156,2156,6.7600,1.2800,4.8500,8.4177,-0.5912,-0.1298,-0.8585,-56.06,11.31,109.31,4.3497,3.9798,3.2453,6.7298
9,2,0,0,02.276,2276,6.7900,1.7700,5.4400,8.8787,-0.9992,0.3218,-1.2490,-54.56,26.50,103.25,4.6713,3.6886,3.5345,6.9224
9,2,0,0,02.397,2397,7.0900,5.9400,3.5400,9.9037,-0.5978,0.5029,-1.3123,-52.06,44.75,97.88,4.9900,3.9853,3.5352,7.2993
9,2,0,0,02.519,2519,6.9600,5.3100,3.4500,9.4096,-0.5443,0.2956,-1.0341,-48.75,55.00,91.50,5.2496,4.1598,3.5240,7.5684
9,2,0,0,02.645,2645,7.2900,8.7000,2.8800,11.7102,0.0796,-0.3392,-2.3257,-39.25,63.50,80.13,5.5185,4.7581,3.4391,8.0573
9,2,0,0,02.807,2807,1.3400,6.4100,4.4400,7.9118,-1.4890,-0.1865,-0.4854,-23.13,64.81,69.13,4.9679,4.9758,3.5710,7.8861
9,2,0,0,02.928,2928,2.3300,10.9000,1.5200,11.2494,-0.8825,0.9872,-1.6472,-17.50,76.38,61.69,4.6203,5.7565,3.3007,8.0857
9,2,0,0,03.050,3050,1.9700,10.1800,1.7800,10.5205,-0.1822,0.1167,-0.9436,-9.75,80.63,50.00,4.2710,6.3394,3.1003,8.2487
9,2,0,0,03.171,3171,0.2800,10.3200,1.3800,10.4156,-0.4887,-0.4941,-1.1148,-3.50,82.31,46.06,3.7451,6.8639,2.8736,8.3305
9,2,0,0,03.297,3297,-0.7000,12.2400,1.3300,12.3319,0.0393,0.0513,-1.3614,5.69,84.38,38.00,3.1594,7.5723,2.6702,8.6286
9,2,0,0,03.419,3419,-1.1700,8.9400,1.7400,9.1826,-0.2073,-0.2509,0.1680,9.56,83.50,34.63,2.5889,7.7526,2.5477,8.5612
