participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
7,1,0,0,00.000,0,7.3400,6.6400,0.1700,9.8992,0.1265,0.0742,0.0916,-47.56,91.69,150.69,6.1400,7.2453,-0.0210,9.4970
7,1,0,0,00.121,121,7.2200,6.6600,0.0600,9.8228,0.0622,0.0960,0.0589,-47.31,91.56,149.63,6.2823,7.1682,-0.0103,9.5315
7,1,0,0,00.247,247,7.2100,6.6000,-0.1000,9.7752,0.1080,-0.1254,-0.0305,-47.56,90.81,149.56,6.4045,7.0933,-0.0221,9.5568
7,1,0,0,00.369,369,7.2400,6.4000,0.0200,9.6632,0.0774,-0.0687,-0.0393,-47.63,89.25,149.63,6.5146,7.0019,-0.0166,9.5639
7,1,0,0,00.490,490,7.3600,6.4700,0.0100,9.7995,-0.0185,-0.0131,0.1014,-47.69,88.94,149.56,6.6260,6.9318,-0.0131,9.5893
7,1,0,0,00.611,611,7.2700,6.6200,0.0900,9.8329,-0.0218,0.0087,0.0894,-48.13,89.06,150.19,6.7109,6.8907,0.0005,9.6186
7,1,0,0,00.774,774,7.3000,6.7000,0.2100,9.9108,0.0175,0.1342,-0.1134,-48.00,89.69,149.63,6.7885,6.8656,0.0281,9.6551
7,1,0,0,00.894,894,7.5400,7.3900,0.4400,10.5668,0.0284,0.1025,-0.1647,-47.38,90.19,148.25,6.8875,6.9347,0.0824,9.7742
7,1,0,0,01.016,1016,7.0500,8.8000,0.5700,11.2901,-0.1516,0.2051,-0.8050,-43.00,91.44,143.13,6.9089,7.1805,0.1466,9.9657
7,1,0,0,01.141,1141,5.2400,10.1100,-0.4600,11.3965,-0.0611,-0.4680,-1.4977,-33.44,91.88,135.00,6.6890,7.5665,0.0667,10.0995
7,1,0,0,01.262,1262,5.0400,10.7100,0.0000,11.8366,0.6850,-0.7025,-1.1846,-24.56,86.69,128.69,6.4717,7.9808,0.0579,10.2752
7,1,0,0,01.383,1383,4.1800,11.4600,0.7900,12.2241,0.6349,0.0687,-2.2711,-13.31,81.44,117.75,6.1697,8.4392,0.1544,10.4552
7,1,0,0,01.504,1504,2.3400,12.4700,0.1200,12.6882,1.0603,-0.5716,-2.5231,1.69,76.88,103.63,5.6651,8.9704,0.1499,10.6105
7,1,0,0,01.625,1625,-0.1900,8.0400,2.4100,8.3956,2.8798,0.9152,-2.0540,17.63,60.63,87.75,4.8935,8.8478,0.4477,10.1208
7,1,0,0,01.793,1793,-1.5600,1.5000,6.7100,7.0504,2.1566,-0.2945,-1.5293,27.63,30.44,75.06,4.0431,7.8795,1.2729,8.9473
7,1,0,0,01.915,1915,-4.6000,0.3500,7.0100,8.3918,0.7581,-0.3447,-1.8261,34.69,14.81,65.81,2.9042,6.8873,2.0289,7.7451
7,1,0,0,02.035,2035,-5.7400,-0.5700,6.3900,8.6084,0.7647,-0.6960,-1.2097,39.38,4.19,57.25,1.7651,5.9047,2.6036,6.6902
7,1,0,0,02.156,2156,-6.4800,-5.0100,6.2100,10.2788,0.0884,-0.2694,-0.8836,41.69,-4.81,51.31,0.6786,4.4664,3.0788,5.4670
7,1,0,0,02.277,2277,-6.5700,0.8900,5.4400,8.5762,-1.2010,0.7679,1.5119,40.56,2.81,53.13,-0.2766,3.9951,3.3900,5.2468
7,2,0,0,02.399,2399,-2.5800,-0.6500,8.4300,8.8399,1.6221,1.7464,1.1268,29.38,6.81,64.75,-0.5801,3.3830,4.0541,5.3120
7,2,0,0,02.521,2521,-1.3400,1.0700,7.5000,7.6935,-2.0868,0.2400,1.0101,23.81,11.06,65.63,-0.6802,3.0782,4.5082,5.5011
7,2,0,0,02.646,2646,-1.9400,5.7100,6.4800,8.8520,-1.6406,0.2727,1.4344,20.75,25.75,69.44,-0.8463,3.4250,4.7680,5.9313
7,2,0,0,02.808,2808,-1.3800,7.3300,4.8100,8.8752,-2.0595,0.0491,1.5686,13.50,43.94,76.31,-0.9166,3.9396,4.7736,6.2568
7,2,0,0,02.929,2929,0.0100,7.5900,5.7400,9.5161,-0.8105,1.0854,1.8413,1.31,52.25,86.19,-0.7945,4.4206,4.9009,6.6477
7,2,0,0,03.051,3051,1.9800,8.1500,5.8300,10.2143,-0.2083,1.5272,1.5392,-14.13,55.88,93.75,-0.4289,4.9121,5.0233,7.0389
7,2,0,0,03.172,3172,6.4300,7.9800,4.6200,11.2414,-1.5719,1.0068,1.0930,-26.69,63.56,99.19,0.4749,5.3163,4.9702,7.2933
7,2,0,0,03.298,3298,7.0800,9.7900,2.0100,12.2479,-2.1260,-0.3502,1.2523,-33.44,75.88,110.44,1.3453,5.9058,4.5801,7.5938
7,2,0,0,03.420,3420,6.0200,10.1700,2.8300,12.1523,1.1923,0.0622,0.3578,-39.81,77.19,120.44,1.9613,6.4678,4.3495,8.0372
7,2,0,0,03.540,3540,6.8400,6.2000,4.4200,10.2353,-0.4996,-0.5367,-0.9643,-35.75,73.00,113.69,2.6042,6.4325,4.3588,8.1950
