participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
5,1,0,0,00.000,0,-6.6900,6.6000,1.0400,9.4550,-0.0731,-0.1200,-0.3305,45.06,79.63,19.88,-6.9310,6.5100,0.8491,9.5467
5,1,0,0,00.121,121,-7.3100,6.5800,1.1400,9.9011,-0.0207,-0.1287,-0.2531,47.44,80.44,18.06,-6.9809,6.5192,0.8875,9.5928
5,1,0,0,00.241,241,-7.0900,6.5400,1.1600,9.7152,-0.0196,-0.1047,0.0000,47.94,81.25,18.00,-6.9953,6.5220,0.9234,9.6085
5,1,0,0,00.362,362,-7.1300,6.4900,0.9700,9.6901,-0.0284,-0.0262,-0.0873,48.13,81.81,18.06,-7.0131,6.5178,0.9295,9.6192
5,1,0,0,00.484,484,-7.2400,6.3400,0.8300,9.6593,-0.0295,0.0393,-0.0011,48.44,81.81,17.50,-7.0430,6.4943,0.9164,9.6239
5,1,0,0,00.604,604,-7.0500,6.2900,0.8000,9.4819,-0.0567,-0.0175,-0.0044,48.25,82.06,17.44,-7.0439,6.4674,0.9011,9.6050
5,1,0,0,00.726,726,-7.3300,6.3500,0.6800,9.7218,-0.0251,-0.0185,-0.0524,48.56,82.56,17.00,-7.0816,6.4519,0.8719,9.6196
5,1,0,0,00.852,852,-7.1800,6.4500,0.9000,9.6935,0.0458,0.0065,-0.0185,48.75,82.50,16.94,-7.0946,6.4517,0.8756,9.6293
5,1,0,0,01.015,1015,-8.1100,8.4100,2.1900,11.8868,0.1909,0.2094,0.1353,48.13,80.94,17.88,-7.2284,6.7097,1.0488,9.9182
5,1,0,0,01.135,1135,-7.8400,9.2200,2.8500,12.4337,0.6109,1.0210,1.8730,41.13,75.44,23.06,-7.3090,7.0405,1.2862,10.2296
5,1,0,0,01.257,1257,-4.7400,9.4200,3.6700,11.1657,1.0112,1.2926,2.6082,23.13,68.13,36.69,-6.9704,7.3541,1.6003,10.2582
5,1,0,0,01.383,1383,-2.6100,9.1100,4.5700,10.5209,1.0516,1.6242,2.3442,4.50,60.69,47.19,-6.3958,7.5855,1.9916,10.1199
5,1,0,0,01.505,1505,1.0200,7.6600,5.0100,9.2096,0.7538,1.5195,3.1536,-18.50,53.81,60.56,-5.4186,7.5953,2.3894,9.6312
5,1,0,0,01.626,1626,4.4800,4.6600,3.7300,7.4632,0.5171,1.1868,3.2507,-41.00,45.38,77.38,-4.1142,7.2085,2.5660,8.6876
5,1,0,0,01.748,1748,7.1700,2.7400,3.7700,8.5516,0.3960,0.7472,1.8566,-57.00,30.94,91.31,-2.6273,6.6197,2.7247,7.6254
5,1,0,0,01.869,1869,7.3500,0.2400,3.4900,8.1400,0.1244,0.2705,0.8116,-63.19,18.94,97.56,-1.3125,5.7790,2.8255,6.5653
5,1,0,0,02.034,2034,6.9200,-1.4800,3.0800,7.7177,-0.4080,0.2683,0.5574,-66.56,5.06,106.06,-0.2277,4.8224,2.8591,5.6109
5,1,0,0,02.157,2157,7.5900,0.0400,3.3800,8.3087,-0.6021,0.1364,-1.2599,-67.44,16.56,105.31,0.8025,4.1922,2.9277,5.1759
5,2,0,0,02.279,2279,7.0200,3.3400,2.8500,8.2800,-0.5858,0.1702,-2.2057,-61.63,44.81,95.13,1.6218,4.0799,2.9175,5.2714
5,2,0,0,02.399,2399,6.3200,6.7500,2.7800,9.6557,-0.2596,-0.0349,-1.7781,-51.25,59.75,83.94,2.2409,4.4318,2.8994,5.7505
5,2,0,0,02.520,2520,5.0800,7.4500,3.2700,9.5918,-0.5334,-0.1276,-1.8577,-39.81,67.69,72.88,2.6150,4.8295,2.9482,6.2333
5,2,0,0,02.641,2641,4.1300,10.5900,2.4800,11.6342,-0.4614,-0.4811,-1.8904,-27.69,72.88,63.81,2.8147,5.5886,2.8865,6.8910
5,2,0,0,02.762,2762,2.0200,9.4700,2.5400,10.0106,-0.1309,-0.1854,-1.7224,-15.38,75.25,54.06,2.7099,6.1001,2.8408,7.2543
5,2,0,0,02.887,2887,1.3200,11.4300,2.9700,11.8831,-0.3862,-0.3163,-1.2217,-5.75,76.75,45.75,2.5268,6.8024,2.8579,7.7990
5,2,0,0,03.050,3050,-0.8500,9.0700,1.8000,9.2859,-0.2607,-0.3392,-0.6960,4.25,80.13,38.44,2.0818,7.1012,2.7185,7.8836
5,2,0,0,03.171,3171,-1.4800,10.4700,1.6500,10.7020,0.0316,-0.2716,-0.8312,9.75,80.94,35.13,1.6125,7.5451,2.5777,8.1347
5,2,0,0,03.292,3292,-2.9200,9.5100,1.7100,10.0941,0.0774,-0.2618,-0.9894,16.44,80.56,30.19,1.0152,7.8041,2.4633,8.2463
5,2,0,0,03.413,3413,-3.5200,9.2400,1.7900,10.0485,0.0382,-0.1145,-0.3687,20.94,80.25,26.94,0.4176,7.9933,2.3746,8.3490
5,2,0,0,03.534,3534,-3.3000,10.0100,2.1000,10.7471,0.2498,0.1560,-0.1505,22.19,79.56,25.94,-0.0723,8.2590,2.3384,8.5840
5,2,0,0,03.655,3655,-3.4500,9.4600,2.9100,10.4815,0.7363,0.5334,0.1113,21.75,75.06,24.50,-0.5174,8.4173,2.4137,8.7718
5,2,0,0,03.777,3777,-3.4400,9.3900,3.9400,10.7485,0.8978,0.5367,0.3142,19.06,68.19,24.00,-0.9025,8.5455,2.6149,8.9820
5,2,0,0,03.903,3903,-3.6100,9.4800,4.7900,11.2181,0.7341,0.8050,1.1563,13.13,62.25,26.81,-1.2593,8.6686,2.9015,9.2276
5,2,0,0,04.066,4066,-0.1000,8.8600,5.6000,10.4819,0.5498,1.1388,1.7748,-5.00,56.00,36.06,-1.1065,8.6938,3.2571,9.3496
5,2,0,0,04.186,4186,2.1100,7.7300,5.5000,9.7188,0.4222,1.1825,1.9820,-19.75,52.50,43.06,-0.6827,8.5668,3.5526,9.2993
5,2,0,0,04.308,4308,4.0500,6.0600,4.7800,8.7163,0.3142,0.9545,2.2471,-35.25,48.31,53.38,-0.0590,8.2365,3.7144,9.0355
5,2,0,0,04.430,4430,6.3700,4.2700,4.7000,8.9944,0.2345,0.7385,2.0911,-49.44,40.13,65.38,0.7881,7.7138,3.8443,8.6546
