participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,quality_code
1,2,0,0,4.06,4060,-6.69,6.86,1.48,9.6957,-0.2902,-0.096,0.7538,44.06,78.63,35.31,-7.4131,2.7447,2.239,8.2159,1
1,2,0,0,4.181,4181,-6.22,7.88,0.44,10.0487,-0.3872,-0.0742,0.8465,37.63,82.63,40.81,-7.2559,3.4214,2.0019,8.2681,1
1,2,0,0,4.301,4301,-6.06,7.5,0.85,9.6797,-0.3905,0.0251,0.5934,33.44,85.63,43.75,-7.0983,3.9589,1.8501,8.3356,1
1,2,0,0,4.422,4422,-5.84,9.03,0.01,10.7539,-0.5356,0.192,0.5443,29.69,88.88,44.88,-6.9325,4.6271,1.6076,8.4885,1
1,2,0,0,4.584,4584,-5.29,8.48,0.33,10.0002,-0.3752,0.4036,-0.0262,27.13,90.13,42.75,-6.716,5.1348,1.4393,8.5757,1
1,2,0,0,4.722,4722,-5.67,9.23,0.0,10.8324,0.0055,0.348,-0.552,30.38,90.19,35.31,-6.5782,5.6745,1.2496,8.7769,1
1,2,0,0,4.843,4843,-5.94,8.26,0.74,10.2009,0.5596,0.0491,-0.8705,35.31,86.56,30.44,-6.4941,6.0152,1.1825,8.9305,1
1,2,0,0,4.963,4963,-7.57,7.38,1.28,10.6493,0.5727,-0.06,-1.225,42.56,82.5,25.69,-6.6359,6.195,1.1953,9.1565,1
1,2,0,0,5.085,5085,-8.22,6.62,1.59,10.6734,0.6665,0.3916,-1.2566,50.25,75.81,20.06,-6.8446,6.251,1.2473,9.3531,1
1,2,0,0,5.205,5205,-8.74,5.33,2.2,10.4707,0.5989,0.709,-1.3035,57.19,61.94,12.0,-7.0944,6.1297,1.3729,9.4756,1
1,2,0,0,5.326,5326,-8.64,3.81,2.58,9.7889,0.7221,0.5345,-1.5435,62.0,42.0,4.25,-7.2981,5.824,1.5319,9.4619,1
1,2,0,0,5.447,5447,-8.16,1.43,2.88,8.7707,0.7799,0.1756,-1.4737,64.94,17.44,357.5,-7.4116,5.245,1.7096,9.2393,1
1,2,0,0,5.615,5615,-8.28,-0.63,3.14,8.8778,0.4003,-0.072,-1.4573,64.56,-17.25,347.25,-7.5261,4.4708,1.8981,8.9573,1
1,2,0,0,5.736,5736,-8.27,-2.66,3.28,9.2858,0.2367,-0.2269,-1.4803,60.44,-38.63,337.69,-7.6241,3.5311,2.0802,8.6558,1
1,2,0,0,5.857,5857,-8.06,-4.29,3.29,9.7052,0.2105,-0.3,-1.6341,54.5,-53.31,328.0,-7.6815,2.5005,2.2396,8.383,1
1,2,0,0,5.977,5977,-6.95,-5.28,3.03,9.2391,0.1713,-0.0436,-1.537,45.94,-62.38,317.44,-7.5851,1.4752,2.3438,8.0749,1
1,2,0,0,6.098,6098,-4.7,-5.52,2.67,7.7259,0.3283,0.156,-1.0428,37.94,-66.56,309.75,-7.205,0.5534,2.3867,7.6101,1
1,2,0,0,6.22,6220,-3.22,-7.1,2.33,8.1368,0.1854,0.1494,0.1724,35.0,-68.81,308.5,-6.6798,-0.4551,2.3793,7.1055,1
1,2,0,0,6.346,6346,-4.64,-6.36,1.48,8.0106,-0.2302,0.2727,1.8184,41.0,-65.5,316.38,-6.411,-1.2332,2.2608,6.9089,1
1,3,0,0,6.468,6468,-7.21,-4.0,2.45,8.6015,-0.3818,-0.1254,1.7824,52.88,-54.5,329.38,-6.5163,-1.5978,2.2857,7.088,1
1,3,0,0,6.631,6631,-9.52,-1.59,2.68,10.017,-0.6916,-0.4276,1.7148,65.25,-38.13,338.44,-6.9121,-1.5968,2.3377,7.4694,1
1,3,0,0,6.751,6751,-9.41,0.11,2.99,9.8742,-0.5105,0.2116,1.9493,70.44,-3.75,349.06,-7.2413,-1.3719,2.4236,7.7584,1
1,3,0,0,6.873,6873,-8.49,1.88,3.08,9.225,-0.6643,0.0033,1.3504,67.56,25.13,356.19,-7.4058,-0.9433,2.5101,7.8764,1
1,3,0,0,6.999,6999,-8.67,4.26,2.68,10.0249,-0.4549,-0.5432,1.4704,63.13,48.81,4.38,-7.5724,-0.2577,2.5325,7.9888,1
1,3,0,0,7.12,7120,-8.67,4.67,1.97,10.0428,-0.2127,-0.5389,1.1105,57.56,66.44,14.31,-7.7171,0.3917,2.4584,8.1086,1
1,3,0,0,7.24,7240,-7.77,5.89,1.56,9.8741,-0.3578,-0.1178,1.4454,50.69,74.63,22.0,-7.724,1.1162,2.34,8.1475,1
1,3,0,0,7.362,7362,-7.23,7.82,0.99,10.696,-0.276,-0.1636,1.1203,42.31,79.94,29.81,-7.6589,1.9996,2.1621,8.2056,1
1,3,0,0,7.482,7482,-6.01,7.77,0.98,9.8718,-0.2869,-0.2018,0.985,35.69,83.31,36.5,-7.4416,2.76,2.0063,8.1866,1
1,3,0,0,7.644,7644,-4.72,8.87,0.34,10.0534,-0.3763,-0.2727,0.7036,27.5,88.0,45.38,-7.083,3.5651,1.7867,8.1284,1
1,3,0,0,7.77,7770,-4.9,8.94,-0.02,10.1948,-0.0938,-0.1778,0.4843,24.44,90.44,49.13,-6.7953,4.2734,1.5487,8.1754,1
1,3,0,0,7.89,7890,-4.21,9.26,0.05,10.1722,-0.0731,0.0764,0.6709,20.88,90.69,51.69,-6.4547,4.9305,1.3512,8.234,1
1,3,0,0,8.012,8012,-3.95,9.28,-0.07,10.0859,-0.0458,0.0982,-0.1254,19.44,91.06,51.0,-6.1246,5.5037,1.1639,8.316,1
1,3,0,0,8.133,8133,-4.54,9.36,0.38,10.4099,0.1069,0.06,-0.1822,20.81,90.31,47.94,-5.9158,6.0118,1.0606,8.5008,1
1,3,0,0,8.254,8254,-4.97,9.19,0.77,10.4762,0.4036,0.0709,-1.2141,25.94,88.0,42.56,-5.7912,6.4306,1.0223,8.7141,1
1,3,0,0,8.375,8375,-7.69,8.74,1.19,11.7021,0.8727,0.4418,-2.006,37.63,82.06,31.38,-6.0414,6.7349,1.0444,9.1076,1
1,3,0,0,8.496,8496,-7.63,6.29,1.79,10.0491,0.6349,0.7559,-1.7333,48.44,69.63,20.0,-6.2507,6.6763,1.1427,9.2169,1
1,3,0,0,8.663,8663,-8.1,5.54,1.85,9.9862,0.5149,0.492,-1.8282,59.13,47.13,4.06,-6.4944,6.5266,1.2359,9.2898,1
1,3,0,0,8.785,8785,-8.49,1.66,3.71,9.4127,0.5291,-0.0971,-2.1184,65.88,18.5,353.0,-6.7574,5.8853,1.5619,9.0961,1
1,3,0,0,8.905,8905,-9.25,-0.11,2.99,9.7219,0.6294,-0.1113,-1.7268,67.38,-15.75,342.5,-7.0858,5.0953,1.7501,8.9013,1
1,3,0,0,9.026,9026,-8.37,-2.02,2.91,9.0888,0.3949,0.2651,-1.4966,62.06,-38.13,335.0,-7.2551,4.1576,1.9029,8.5757,1
1,3,0,0,9.148,9148,-7.01,-3.28,2.87,8.2544,0.2323,0.3382,-1.4192,53.31,-49.0,327.0,-7.2228,3.1776,2.0304,8.1479,1
1,3,0,0,9.271,9271,-6.38,-5.13,3.53,8.9153,0.2967,-0.1124,-1.3134,46.5,-56.31,320.75,-7.1117,2.0828,2.228,7.7381,1
1,3,0,0,9.392,9392,-6.36,-6.51,2.89,9.5489,0.2105,-0.2105,-1.4355,38.56,-63.94,311.81,-7.0127,0.9505,2.3152,7.4459,1
1,3,0,0,9.516,9516,-3.22,-7.32,2.87,8.4963,-0.0098,0.0349,-0.8214,31.69,-67.19,304.0,-6.5129,-0.1393,2.3883,6.9384,1
1,3,0,0,9.679,9679,-4.34,-6.36,2.81,8.1964,-0.2302,0.4156,1.6002,34.56,-62.81,308.88,-6.2266,-0.9591,2.4439,6.7574,1
1,4,0,0,9.8,9800,-5.75,-5.42,3.37,8.5904,-0.2443,0.1265,1.8151,43.81,-55.06,321.31,-6.1638,-1.5469,2.5659,6.8534,1
1,4,0,0,9.921,9921,-7.25,-3.18,3.71,8.7429,-0.5465,-0.2574,1.8108,52.88,-44.38,330.75,-6.3069,-1.7621,2.7167,7.0896,1
1,4,0,0,10.043,10043,-8.12,-0.67,3.13,8.7281,-0.3414,-0.5367,1.9689,62.63,-27.69,340.75,-6.5458,-1.6182,2.7712,7.2901,1
1,4,0,0,10.168,10168,-9.77,1.21,2.77,10.2269,-0.2171,-0.5574,1.9875,69.88,5.75,354.06,-6.9707,-1.2455,2.771,7.604,1
1,4,0,0,10.289,10289,-9.34,2.75,2.48,10.0473,-0.228,-0.4636,1.3701,68.81,36.75,4.0,-7.2829,-0.719,2.7327,7.8118,1
1,4,0,0,10.409,10409,-9.36,3.83,2.12,10.3331,-0.2902,-0.3611,1.3701,64.56,56.06,12.81,-7.5566,-0.1196,2.6519,8.0093,1
1,4,0,0,10.53,10530,-8.82,5.72,1.43,10.6092,-0.2825,-0.2171,1.3526,57.13,69.0,21.5,-7.7231,0.6499,2.4909,8.1408,1
1,4,0,0,10.692,10692,-8.01,6.3,1.32,10.2758,-0.3796,-0.06,0.7352,49.38,76.44,28.69,-7.7609,1.3945,2.3366,8.2241,1
1,4,0,0,10.813,10813,-6.94,7.02,0.84,9.907,-0.4112,-0.0262,0.9436,43.19,80.63,33.63,-7.6527,2.1358,2.1394,8.2282,1
1,4,0,0,10.934,10934,-6.18,7.55,0.65,9.7784,-0.1789,-0.0535,0.0851,40.81,83.25,34.94,-7.4587,2.8492,1.9431,8.2174,1
1,4,0,0,11.057,11057,-6.03,7.86,0.49,9.9187,-0.1571,-0.1811,0.6512,38.25,85.25,37.44,-7.2704,3.5095,1.7516,8.261,1
1,4,0,0,11.181,11181,-6.01,7.77,0.2,9.8251,-0.2858,0.0665,0.6316,33.88,87.31,41.31,-7.1043,4.0709,1.5472,8.3329,1
1,4,0,0,11.302,11302,-4.58,8.57,-0.06,9.7172,-0.3872,0.3523,0.6447,29.0,88.88,42.63,-6.7717,4.6638,1.3354,8.3301,1
1,4,0,0,11.423,11423,-4.31,9.04,0.05,10.015,-0.276,0.1898,0.4811,25.63,90.13,42.13,-6.4473,5.2405,1.166,8.3899,1
1,4,0,0,11.544,11544,-3.96,9.66,0.29,10.4442,0.0687,-0.1462,0.1276,22.94,90.75,44.44,-6.1195,5.8229,1.0506,8.5122,1
1,4,0,0,11.706,11706,-6.25,8.49,0.57,10.5578,0.5094,-0.3883,-0.8956,27.75,88.69,43.13,-6.1367,6.1743,0.9872,8.7611,1
1,4,0,0,11.833,11833,-6.85,7.9,-0.1,10.4567,0.2825,0.0665,-0.9948,34.19,86.56,38.88,-6.2307,6.4017,0.844,8.9731,1
1,4,0,0,11.954,11954,-6.59,7.43,0.55,9.9466,0.2029,0.5432,-1.4824,42.63,82.13,29.13,-6.2781,6.5372,0.8052,9.0993,1
1,4,0,0,12.074,12074,-7.4,7.1,1.07,10.3109,-0.0436,0.4691,-1.3984,52.25,75.81,16.75,-6.4259,6.6114,0.8401,9.2579,1
1,4,0,0,12.195,12195,-7.82,5.17,1.92,9.5691,0.3447,0.1854,-1.4497,60.13,67.69,8.56,-6.6096,6.4214,0.9824,9.2675,1
1,4,0,0,12.316,12316,-9.22,3.48,1.99,10.0538,0.3709,0.1669,-1.0036,67.19,54.5,2.31,-6.9536,6.0338,1.1152,9.2738,1
1,4,0,0,12.437,12437,-9.39,2.06,2.05,9.8295,0.4222,0.2454,-1.4835,71.88,34.31,356.88,-7.2746,5.5102,1.2384,9.2096,1
1,4,0,0,12.558,12558,-9.6,0.91,2.28,9.9089,0.3262,0.4429,-1.2403,72.63,1.94,349.31,-7.5811,4.904,1.3756,9.1331,1
1,4,0,0,12.725,12725,-9.12,-2.01,2.85,9.7641,0.4112,0.2313,-1.7966,66.0,-33.25,339.13,-7.7839,3.9929,1.5699,8.888,1
1,4,0,0,12.847,12847,-8.12,-3.44,2.86,9.2708,0.2847,0.3153,-1.5315,56.44,-49.81,329.44,-7.8282,3.0134,1.7399,8.5667,1
1,4,0,0,12.967,12967,-6.46,-4.6,3.15,8.5331,0.4232,0.2203,-1.6308,46.88,-57.81,321.31,-7.6479,2.0102,1.9257,8.1387,1
1,4,0,0,13.088,13088,-5.64,-6.01,3.13,8.8163,0.4963,0.1364,-1.2643,37.69,-64.5,313.56,-7.3833,0.9533,2.0844,7.7309,1
1,4,0,0,13.21,13210,-4.86,-7.37,2.81,9.2646,0.4789,0.4058,-0.7614,31.13,-68.75,309.75,-7.0508,-0.1435,2.18,7.3815,1
1,4,0,0,13.331,13331,-3.02,-7.81,2.5,8.7388,0.1636,0.528,-0.9032,24.94,-70.25,307.25,-6.5196,-1.1537,2.2222,6.9839,1
1,4,0,0,13.453,13453,-1.93,-8.63,2.4,9.1631,-0.1593,0.6894,-0.0993,19.81,-69.44,306.19,-5.9148,-2.1389,2.2456,6.6785,1
1,4,0,0,13.578,13578,-1.59,-7.27,2.85,7.9689,-0.757,0.2083,1.4061,24.44,-63.19,313.88,-5.3449,-2.8151,2.3253,6.473,1
1,5,0,0,13.74,13740,-5.62,-5.07,4.27,8.6904,-0.4712,-0.4352,2.0475,39.19,-52.38,327.44,-5.3812,-3.1122,2.5815,6.7311,1
1,5,0,0,13.861,13861,-7.93,-2.55,3.62,9.0825,-0.5978,-0.7581,1.8719,51.31,-43.75,336.56,-5.717,-3.0381,2.7184,7.0217,1
1,5,0,0,13.987,13987,-10.89,-0.44,3.59,11.4749,-0.4363,-0.7232,1.7846,63.25,-29.13,346.56,-6.3987,-2.6957,2.8332,7.4992,1
1,5,0,0,14.108,14108,-9.49,-0.73,3.57,10.1655,-0.2127,-0.2018,1.0712,68.94,-11.5,354.19,-6.8061,-2.4367,2.9303,7.8004,1
1,5,0,0,14.23,14230,-8.61,2.01,2.58,9.2102,-0.5301,-0.1462,2.042,69.06,22.19,3.38,-7.0438,-1.8508,2.8842,7.8332,1
1,5,0,0,14.351,14351,-8.47,4.38,2.26,9.7996,-0.3229,-0.4789,1.7311,62.69,51.13,15.0,-7.2317,-1.0297,2.8019,7.8236,1
1,5,0,0,14.472,14472,-8.32,5.7,1.44,10.1875,-0.2771,-0.6512,1.6657,55.25,68.19,25.69,-7.3751,-0.1429,2.6224,7.8288,1
1,5,0,0,14.593,14593,-8.78,6.49,1.53,11.0249,-0.2902,-0.3905,1.5795,45.56,78.31,37.63,-7.5602,0.7312,2.4785,7.9897,1
1,5,0,0,14.755,14755,-6.82,8.34,0.69,10.7956,-0.4287,0.1265,0.432,38.63,83.88,42.31,-7.4627,1.7338,2.2428,7.983,1
1,5,0,0,14.882,14882,-5.68,8.44,0.59,10.1904,-0.1582,-0.0404,0.7701,34.31,85.75,45.44,-7.2278,2.6175,2.025,7.9494,1
1,5,0,0,15.003,15003,-5.27,8.15,0.68,9.7292,-0.0993,-0.1025,0.4549,29.88,86.94,50.25,-6.9698,3.3465,1.8478,7.9493,1
1,5,0,0,15.123,15123,-5.89,8.64,0.28,10.4604,-0.0884,0.1527,0.1505,28.5,87.56,50.69,-6.8275,4.0441,1.6412,8.1033,1
1,5,0,0,15.245,15245,-6.01,8.63,0.67,10.5378,0.0949,0.4091,-0.3632,30.06,86.19,46.69,-6.7198,4.6484,1.5132,8.3098,1
1,5,0,0,15.365,15365,-6.47,8.57,1.04,10.7883,0.2062,0.3589,-0.9468,34.31,83.38,40.19,-6.6869,5.1652,1.4508,8.5731,1
1,5,0,0,15.486,15486,-7.74,7.06,1.56,10.5917,0.4178,0.2149,-1.693,43.13,78.44,30.69,-6.8256,5.4149,1.4652,8.835,1
1,5,0,0,15.607,15607,-8.5,6.23,1.43,10.6352,0.3556,0.3076,-1.7442,53.81,70.38,20.0,-7.0463,5.5223,1.4606,9.0708,1
1,5,0,0,15.774,15774,-9.13,3.72,2.14,10.0884,0.3785,0.5127,-2.186,66.94,44.19,3.63,-7.3209,5.2848,1.5501,9.1612,1
1,5,0,0,15.896,15896,-7.99,1.78,2.7,8.6197,0.3447,0.5323,-1.8599,69.31,4.69,350.63,-7.409,4.8229,1.7016,9.0028,1
1,5,0,0,16.016,16016,-8.37,-1.2,3.09,9.0025,0.4603,-0.0349,-1.9111,65.06,-28.13,339.56,-7.5357,4.0293,1.8846,8.7506,1
1,5,0,0,16.138,16138,-8.08,-2.97,2.86,9.0712,0.4112,-0.0404,-1.537,58.69,-47.94,330.25,-7.6074,3.1069,2.0131,8.4604,1
1,5,0,0,16.259,16259,-7.37,-4.68,3.03,9.2412,0.2869,0.1614,-1.6384,49.69,-58.44,321.44,-7.5761,2.0808,2.1471,8.1448,1
1,5,0,0,16.38,16380,-6.08,-5.99,3.0,9.0469,0.2673,0.2487,-1.4061,40.25,-63.94,313.31,-7.379,1.0173,2.2595,7.7839,1
1,5,0,0,16.502,16502,-5.33,-6.74,2.71,9.01,0.3163,0.3742,-0.6654,33.69,-66.38,308.88,-7.109,-0.0049,2.3189,7.4776,1
1,5,0,0,16.627,16627,-3.53,-7.53,2.58,8.7074,0.2029,0.4091,-1.1181,27.25,-68.44,305.38,-6.6373,-0.9965,2.3533,7.1123,1
1,5,0,0,16.789,16789,-2.68,-8.13,3.23,9.1494,-0.1854,0.2727,0.3872,22.06,-67.13,303.25,-6.1159,-1.9365,2.4688,6.8738,1
1,5,0,0,16.91,16910,-3.57,-7.2,3.56,8.7897,-0.2531,0.1374,1.1159,26.94,-63.63,309.56,-5.7804,-2.6301,2.6126,6.867,1
1,6,0,0,17.032,17032,-5.53,-6.38,3.79,9.2547,-0.1604,-0.0884,1.3777,34.44,-60.06,318.13,-5.7474,-3.1243,2.7678,7.1031,1
1,6,0,0,17.154,17154,-6.58,-4.84,3.81,9.0132,-0.2083,-0.1636,1.5773,43.38,-55.38,327.19,-5.8571,-3.3504,2.9051,7.3464,1
1,6,0,0,17.279,17279,-8.62,-3.84,3.75,10.1544,-0.0273,-0.0491,1.729,52.56,-47.75,337.75,-6.2212,-3.4149,3.0164,7.7113,1
1,6,0,0,17.4,17400,-8.17,-3.5,3.46,9.5378,-0.156,-0.0218,0.625,58.13,-39.56,345.19,-6.478,-3.4261,3.0749,7.9472,1
1,6,0,0,17.52,17520,-8.98,-1.85,3.45,9.7962,-0.4003,-0.0502,0.9545,61.44,-30.0,349.44,-6.8077,-3.2184,3.1243,8.1526,1
1,6,0,0,17.642,17642,-8.34,-0.96,3.55,9.1148,-0.3829,-0.1222,0.8279,64.31,-16.88,353.88,-7.0096,-2.9208,3.1804,8.2329,1
1,6,0,0,17.804,17804,-8.46,0.9,3.21,9.0932,-0.564,-0.3382,1.3603,67.38,6.81,0.13,-7.2007,-2.4173,3.1843,8.2361,1
1,6,0,0,17.925,17925,-9.02,2.66,3.05,9.8863,-0.408,-0.4058,1.417,66.19,34.75,8.06,-7.4405,-1.7483,3.1666,8.2731,1
1,6,0,0,18.051,18051,-8.98,3.71,2.47,10.0252,-0.4789,-0.3545,0.8759,63.25,52.31,13.63,-7.6433,-1.029,3.0748,8.3026,1
1,6,0,0,18.173,18173,-8.73,5.44,2.11,10.5004,-0.3109,-0.2825,1.1334,57.69,65.81,20.25,-7.7865,-0.1766,2.9477,8.3277,1
1,6,0,0,18.293,18293,-7.92,5.31,1.76,9.6964,-0.1462,-0.2203,0.4276,53.81,72.06,24.88,-7.8041,0.5464,2.7912,8.3062,1
1,6,0,0,18.414,18414,-7.62,6.37,1.21,10.0053,-0.192,-0.1625,0.8934,50.38,76.13,28.5,-7.7799,1.3138,2.5828,8.302,1
1,6,0,0,18.535,18535,-6.41,7.17,0.84,9.6541,-0.2673,-0.276,0.8018,43.69,81.13,35.25,-7.5993,2.0855,2.3532,8.2242,1
1,6,0,0,18.657,18657,-6.57,7.08,0.71,9.6848,0.1058,-0.1953,0.408,40.94,83.13,38.88,-7.4637,2.7437,2.1366,8.2341,1
1,6,0,0,18.82,18820,-5.1,8.05,0.55,9.5454,0.0338,-0.1484,0.9599,34.31,84.25,46.38,-7.1522,3.4429,1.9276,8.1684,1
1,6,0,0,18.944,18944,-4.78,8.75,0.48,9.982,-0.1473,-0.2607,0.5378,29.13,85.88,51.88,-6.8396,4.1422,1.7368,8.1826,1
1,6,0,0,19.065,19065,-5.0,8.49,0.55,9.8683,-0.1222,-0.1756,0.396,26.81,87.75,54.56,-6.5972,4.7152,1.5804,8.2616,1
1,6,0,0,19.185,19185,-4.67,9.01,0.51,10.1612,0.0807,0.1505,0.4592,23.69,87.75,57.5,-6.3433,5.2811,1.4394,8.3785,1
1,6,0,0,19.307,19307,-4.79,9.47,0.45,10.622,-0.1091,0.3207,-0.4407,23.75,86.88,55.13,-6.1386,5.8331,1.309,8.5686,1
1,6,0,0,19.427,19427,-5.93,8.37,-0.07,10.258,-0.1691,-0.1156,-1.3843,30.19,88.0,46.94,-6.1111,6.1674,1.1273,8.7552,1
1,6,0,0,19.548,19548,-7.47,7.54,0.43,10.6225,0.3392,0.2716,-1.1585,39.0,86.69,38.63,-6.2902,6.3483,1.0354,8.9966,1
1,6,0,0,19.669,19669,-6.99,7.02,0.97,9.954,-0.0753,0.7778,-1.4857,46.69,81.25,28.44,-6.3824,6.4368,1.0268,9.1226,1
1,6,0,0,19.836,19836,-7.06,6.06,1.42,9.4119,0.2476,0.5509,-1.1988,58.44,68.5,11.56,-6.4717,6.3871,1.0786,9.1565,1
1,7,0,0,19.958,19958,-7.94,3.92,2.14,9.1099,0.4909,-0.1265,-0.6752,62.81,59.06,7.81,-6.6652,6.062,1.2185,9.0916,1
1,7,0,0,20.078,20078,-9.78,2.64,1.97,10.3198,0.456,-0.0338,-0.9796,68.19,49.81,5.44,-7.0756,5.6111,1.3175,9.126,1
1,7,0,0,20.2,20200,-9.76,1.98,2.05,10.1676,0.2902,0.3218,-1.0657,71.81,30.63,0.0,-7.4294,5.1326,1.414,9.1399,1
1,7,0,0,20.32,20320,-9.11,0.44,2.51,9.4597,0.1374,0.4014,-1.4454,71.81,1.88,353.06,-7.6508,4.5142,1.5584,9.019,1
1,7,0,0,20.441,20441,-8.5,-1.16,2.96,9.0751,0.1549,0.0829,-1.309,68.38,-23.69,344.94,-7.7627,3.7665,1.7431,8.8026,1
