participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag
6,1,0,0,00.000,0,-2.7500,9.2200,0.6800,9.6454,-0.0131,0.0109,0.0076,16.75,86.00,16.69,-2.7926,9.2605,0.6458,9.6940
6,1,0,0,00.163,163,-2.7400,9.2700,0.6400,9.6876,0.0131,0.0044,0.0098,16.75,86.06,16.63,-2.7856,9.2618,0.6450,9.6931
6,1,0,0,00.284,284,-2.9500,9.2800,0.6300,9.7580,0.0087,0.0033,-0.0218,16.81,86.06,16.56,-2.8073,9.2642,0.6430,9.7015
6,1,0,0,00.410,410,-2.9200,9.4500,0.7500,9.9192,-0.0120,0.0371,-0.0349,16.75,86.00,16.44,-2.8222,9.2887,0.6571,9.7301
6,1,0,0,00.532,532,-2.7800,10.1500,1.0300,10.5741,-0.0796,0.2236,0.1287,15.94,86.13,16.31,-2.8166,9.4022,0.7063,9.8404
6,1,0,0,00.653,653,-1.8200,9.2000,1.1700,9.4510,0.0785,0.6032,0.4592,11.88,85.25,17.63,-2.6853,9.3755,0.7674,9.7826
6,1,0,0,00.774,774,-1.4100,9.0600,0.6000,9.1887,0.0273,0.3774,0.5334,8.13,84.44,18.00,-2.5172,9.3339,0.7453,9.6961
6,1,0,0,00.896,896,-1.4200,9.7200,0.7700,9.8533,0.0567,0.2313,0.0600,7.06,84.06,17.38,-2.3726,9.3848,0.7486,9.7090
6,1,0,0,01.016,1016,-0.8600,9.4800,1.0900,9.5811,-0.0229,0.3163,0.0894,6.13,83.56,16.44,-2.1733,9.3974,0.7936,9.6780
6,1,0,0,01.184,1184,-0.9300,9.6500,0.7200,9.7214,-0.1571,0.0938,-0.0393,5.31,84.75,15.44,-2.0095,9.4307,0.7839,9.6742
6,1,0,0,01.305,1305,-0.9300,9.7600,0.9000,9.8454,-0.0022,-0.0022,-0.1014,6.00,85.13,14.44,-1.8672,9.4741,0.7992,9.6893
6,1,0,0,01.426,1426,-0.7700,9.9900,1.1300,10.0831,-0.0131,-0.0458,-0.0044,6.50,85.06,14.13,-1.7226,9.5420,0.8428,9.7328
6,1,0,0,01.546,1546,-0.2800,11.1900,1.3900,11.2795,0.1473,0.1985,0.6141,5.06,84.63,15.25,-1.5325,9.7592,0.9149,9.9211
6,1,0,0,01.667,1667,0.6700,11.1900,1.7100,11.3397,0.3109,0.4625,1.2774,-1.69,83.00,19.56,-1.2423,9.9477,1.0197,10.0767
6,1,0,0,01.788,1788,2.5700,11.8400,1.5600,12.2157,1.0952,-0.2116,1.5064,-11.56,78.88,27.38,-0.7399,10.1971,1.0909,10.2819
6,1,0,0,01.910,1910,2.2900,9.6200,3.6300,10.5340,2.5002,-1.2435,0.8247,-16.94,63.81,35.81,-0.3407,10.1210,1.4255,10.2266
6,1,0,0,02.030,2030,1.7400,7.2200,5.5300,9.2594,2.2755,-0.6250,0.8083,-18.44,45.25,42.00,-0.0665,9.7388,1.9663,9.9355
6,1,0,0,02.193,2193,1.1000,2.4200,8.3000,8.7153,0.7647,0.8694,0.9861,-21.63,26.44,43.81,0.0872,8.7743,2.8009,9.2110
6,1,0,0,02.318,2318,4.2100,4.5200,6.3300,8.8444,-0.3840,2.1391,1.0188,-35.31,27.38,48.13,0.6305,8.2137,3.2660,8.8617
6,1,0,0,02.439,2439,7.5900,3.6800,5.6600,10.1581,-0.3883,1.7933,1.7170,-52.00,27.63,55.25,1.5476,7.6163,3.5815,8.5574
6,1,0,0,02.560,2560,8.3700,1.6500,2.6200,8.9243,-0.3720,1.0701,1.4039,-66.06,14.06,69.44,2.4466,6.8301,3.4548,8.0356
6,1,0,0,02.681,2681,9.9300,0.0900,3.2600,10.4518,-0.1789,0.7101,0.6916,-71.75,-0.94,76.88,3.4327,5.9419,3.4291,7.6713
6,1,0,0,02.802,2802,9.7900,-0.9900,3.0300,10.2959,-0.5236,1.0472,0.9599,-77.00,-10.56,81.50,4.2705,5.0285,3.3765,7.4110
6,1,0,0,02.924,2924,8.5900,-0.5800,1.4300,8.7275,-0.5541,0.9850,0.6720,-82.00,-41.06,89.19,4.8397,4.2894,3.1200,7.1802
6,1,0,0,03.044,3044,9.3900,-1.6400,0.3400,9.5382,-0.4167,0.2138,1.3243,-75.69,-78.50,101.88,5.4393,3.5081,2.7537,7.0338
6,1,0,0,03.206,3206,6.6600,-4.1900,1.4100,7.9937,0.0415,-0.4451,0.4538,-67.63,-78.00,108.19,5.6001,2.4937,2.5766,6.6497
6,1,0,0,03.332,3332,7.5500,-3.9500,1.4200,8.6384,0.3589,-0.5105,-1.2675,-68.00,-70.19,103.56,5.8571,1.6446,2.4242,6.5488
6,2,0,0,03.453,3453,6.7900,0.2700,1.0000,6.8686,1.0210,-0.1942,-2.5929,-80.31,-25.31,80.75,5.9800,1.4634,2.2365,6.5501
6,2,0,0,03.573,3573,9.3200,1.7600,2.3000,9.7596,0.9785,-0.3327,-2.5482,-75.31,44.31,58.56,6.4201,1.5025,2.2449,6.9653
6,2,0,0,03.694,3694,7.3900,4.9300,2.8100,9.3174,0.5792,-1.2239,-2.4566,-57.88,56.81,38.94,6.5479,1.9542,2.3194,7.2162
6,2,0,0,03.815,3815,5.7100,5.1900,4.5400,8.9528,0.0011,-1.5141,-1.1606,-43.31,52.56,30.19,6.4375,2.3806,2.6120,7.3438
6,2,0,0,03.937,3937,4.6400,7.5700,4.8900,10.1364,-1.0505,-0.7581,-1.5490,-31.44,55.88,26.25,6.2007,3.0644,2.9122,7.5046
6,2,0,0,04.057,4057,2.4400,10.2100,4.1300,11.2807,-0.7461,-0.2585,-1.4726,-16.88,64.56,14.81,5.7051,4.0060,3.0726,7.6182
6,2,0,0,04.223,4223,1.1200,9.3700,3.9600,10.2339,-0.2738,-0.8181,-1.6635,-4.88,68.88,7.25,5.1009,4.7128,3.1896,7.6422
6,2,0,0,04.346,4346,-1.6400,9.7400,3.3600,10.4330,0.0022,-0.8432,-1.1585,8.19,69.94,0.69,4.2126,5.3753,3.2120,7.5470
6,2,0,0,04.467,4467,-2.0500,9.7400,3.7400,10.6329,0.0360,-0.3752,-1.2446,18.06,69.63,354.75,3.3874,5.9504,3.2816,7.5928
6,2,0,0,04.588,4588,-2.4200,9.9600,3.8200,10.9385,0.5912,-0.7494,0.0600,23.06,68.50,354.38,2.6221,6.4788,3.3526,7.7518
6,2,0,0,04.709,4709,-4.8700,9.4200,4.5500,11.5393,1.0483,-0.4145,0.4691,24.63,64.69,359.50,1.6348,6.8664,3.5103,7.8830
6,2,0,0,04.830,4830,-4.7400,7.5800,5.6900,10.5972,0.6305,0.6796,1.7442,17.63,59.56,7.88,0.7948,6.9604,3.7976,7.9687
6,2,0,0,04.951,4951,-1.5700,7.9500,4.8000,9.4185,-0.2727,1.4933,1.7628,2.56,59.19,16.69,0.4832,7.0908,3.9297,8.1213
6,2,0,0,05.075,5075,1.6900,8.8300,3.7300,9.7333,-0.3796,1.6330,1.9286,-13.44,61.94,22.81,0.6422,7.3200,3.9034,8.3205
6,2,0,0,05.239,5239,5.5800,7.6700,3.3400,10.0559,-0.0807,0.9937,2.1642,-37.75,64.81,37.25,1.2929,7.3661,3.8291,8.4020
6,2,0,0,05.360,5360,5.0500,5.5600,2.6000,7.9483,-0.0491,0.9501,2.1293,-51.69,65.06,46.88,1.7880,7.1281,3.6672,8.2131
6,2,0,0,05.482,5482,9.5400,1.9200,1.5600,9.8555,-0.3043,1.1246,2.4031,-71.13,62.69,63.81,2.8095,6.4418,3.3895,7.8025
6,2,0,0,05.602,5602,9.3300,3.3500,-0.1600,9.9145,-0.2356,1.2228,0.1374,-77.75,89.69,68.81,3.6687,6.0344,2.9218,7.6427
6,2,0,0,05.723,5723,10.7100,-0.0700,-0.6600,10.7305,-0.1669,0.5956,1.9559,-83.63,178.75,79.81,4.5966,5.2300,2.4498,7.3812
6,2,0,0,05.845,5845,8.7700,-0.0500,-0.7500,8.8022,-0.2727,-0.3349,1.1105,-81.06,-139.06,89.06,5.1465,4.5342,2.0281,7.1526
6,2,0,0,05.966,5966,10.3900,-1.1600,0.0000,10.4546,0.3131,-0.7559,1.0897,-76.06,-99.25,96.00,5.8375,3.7839,1.7609,7.1760
6,2,0,0,06.092,6092,7.9800,-2.6700,0.4300,8.4258,0.6000,-0.4112,0.5901,-71.50,-88.38,96.38,6.1198,2.9334,1.5855,6.9693
6,2,0,0,06.254,6254,8.1200,-4.5500,0.5300,9.3230,0.0513,-0.0120,0.7799,-65.44,-88.75,97.31,6.3834,1.9473,1.4464,6.8287
6,2,0,0,06.375,6375,7.4200,-4.3900,0.3900,8.6302,-0.2498,-0.1058,-0.1658,-63.06,-86.56,99.75,6.5200,1.1122,1.3072,6.7421
6,3,0,0,06.496,6496,8.0600,-2.9900,0.7000,8.6252,0.0644,-0.0360,-1.2054,-68.00,-83.63,94.75,6.7229,0.5716,1.2272,6.8579
6,3,0,0,06.618,6618,8.7400,-0.3400,0.5500,8.7639,0.3589,0.0491,-2.1369,-80.50,-78.81,80.50,6.9887,0.4515,1.1379,7.0951
6,3,0,0,06.744,6744,7.6600,2.3900,0.3800,8.0332,0.3327,-0.3796,-2.3235,-83.44,5.88,62.94,7.0772,0.7069,1.0381,7.1878
6,3,0,0,06.866,6866,8.7500,3.6600,1.2100,9.5615,0.0851,-0.9894,-2.1446,-69.19,66.56,49.44,7.2976,1.0961,1.0607,7.4553
6,3,0,0,06.987,6987,6.4400,6.4700,2.6900,9.5169,-0.0109,-1.2152,-2.6344,-51.31,65.19,36.13,7.1846,1.8042,1.2754,7.5167
6,3,0,0,07.107,7107,4.2100,8.6500,3.7800,10.3361,-0.6174,-0.6981,-2.1391,-33.44,68.38,23.31,6.7926,2.7063,1.6055,7.4861
6,3,0,0,07.270,7270,2.0600,10.1700,2.7100,10.7246,-0.8290,-0.1713,-1.4028,-18.06,76.19,13.56,6.1690,3.6898,1.7510,7.3985
6,3,0,0,07.392,7392,1.4400,10.2700,2.0400,10.5692,-0.3316,-0.0229,-1.7748,-9.00,80.38,5.63,5.5458,4.5569,1.7891,7.3975
6,3,0,0,07.514,7514,-0.3200,10.4300,1.5400,10.5479,-0.0491,-0.0196,-1.2097,0.94,81.69,355.38,4.7729,5.3309,1.7563,7.3677
6,3,0,0,07.637,7637,-1.6500,10.5000,1.6500,10.7562,0.1265,-0.1320,-0.9185,9.50,81.06,348.13,3.9265,6.0120,1.7423,7.3890
6,3,0,0,07.759,7759,-1.4700,11.3100,2.0200,11.5826,0.0404,-0.0491,0.3087,10.88,80.50,347.88,3.2154,6.7102,1.7789,7.6504
6,3,0,0,07.879,7879,-0.8600,11.0600,1.9500,11.2635,-0.1407,0.2716,1.5173,2.94,81.00,355.19,2.6783,7.2834,1.8014,7.9666
6,3,0,0,08.001,8001,0.9400,10.7200,1.5900,10.8780,-0.2280,0.6240,1.7901,-9.13,82.50,4.31,2.4493,7.7362,1.7736,8.3062
6,3,0,0,08.121,8121,3.8800,10.9100,1.2800,11.6499,0.0109,0.3142,2.2777,-23.25,83.94,15.00,2.6378,8.1544,1.7085,8.7391
6,3,0,0,08.284,8284,5.8900,8.8300,1.3300,10.6972,0.7854,-0.3458,2.7391,-45.06,76.81,36.06,3.0664,8.2435,1.6586,8.9503
6,3,0,0,08.410,8410,6.1100,4.9800,2.2800,8.2055,0.7232,-0.0098,2.7871,-61.44,60.81,51.00,3.4674,7.8134,1.7405,8.7237
6,3,0,0,08.531,8531,7.7400,1.3600,2.7100,8.3127,0.1364,0.1920,3.2038,-75.94,14.81,69.56,4.0305,6.9630,1.8683,8.2595
6,3,0,0,08.652,8652,8.5700,-1.6100,2.3200,9.0233,0.0142,0.3731,2.4795,-71.25,-52.00,88.25,4.6286,5.8333,1.9278,7.6921
6,3,0,0,08.773,8773,8.0000,-4.0500,1.7400,9.1340,0.0458,0.1865,1.8697,-59.25,-71.19,102.38,5.0729,4.5310,1.9031,7.0630
6,3,0,0,08.894,8894,6.4600,-5.3600,1.0800,8.4633,-0.0044,0.0295,1.6428,-49.06,-76.56,112.44,5.2557,3.2276,1.7946,6.4234
6,3,0,0,09.017,9017,6.0900,-6.4500,1.3400,8.9714,-0.0829,-0.0829,1.1061,-40.56,-78.19,120.19,5.3656,1.9523,1.7347,5.9675
6,3,0,0,09.142,9142,5.0500,-7.4600,1.6400,9.1566,-0.0829,-0.0502,1.6570,-31.69,-78.75,129.13,5.3240,0.7120,1.7222,5.6408
6,3,0,0,09.305,9305,2.3800,-8.1000,1.8600,8.6449,0.0218,-0.2236,-0.2236,-22.69,-78.19,137.31,4.9361,-0.4492,1.7404,5.2532
6,3,0,0,09.425,9425,2.2600,-7.8600,1.7500,8.3636,0.0251,-0.3185,-0.7123,-23.81,-77.25,134.13,4.5834,-1.4257,1.7416,5.1063
6,4,0,0,09.547,9547,3.6200,-7.4000,1.7000,8.4116,-0.0960,-0.1767,-2.3060,-31.94,-75.13,124.25,4.4565,-2.2130,1.7362,5.2699
6,4,0,0,09.668,9668,5.2900,-3.1500,1.6000,6.3613,-0.1854,0.0829,-3.6805,-53.19,-67.06,101.56,4.5663,-2.3365,1.7182,5.4095
6,4,0,0,09.794,9794,7.5800,1.6300,2.0100,8.0096,0.0000,0.4058,-4.1801,-75.25,-32.56,76.44,4.9635,-1.8138,1.7567,5.5688
6,4,0,0,09.916,9916,7.4500,5.3900,2.1200,9.4366,-0.2389,0.7570,-3.9106,-67.63,68.81,47.19,5.2911,-0.8645,1.8045,5.6568
6,4,0,0,10.037,10037,5.7600,10.4000,0.7000,11.9091,-0.5880,0.2585,-3.8005,-42.38,85.69,21.56,5.3529,0.6199,1.6590,5.6383
6,4,0,0,10.157,10157,4.2000,11.0800,0.2900,11.8529,-0.4069,0.1745,-1.2534,-25.56,90.00,5.56,5.2010,1.9982,1.4786,5.7645
6,4,0,0,10.320,10320,1.1100,10.4500,-0.3900,10.5160,-0.2051,0.3229,-1.4846,-11.81,93.56,350.25,4.6619,3.1120,1.2324,5.7390
6,4,0,0,10.440,10440,-0.3100,10.6200,-0.7500,10.6510,0.2749,0.0971,-1.0941,-3.00,93.50,340.69,4.0067,4.1013,0.9711,5.8153
6,4,0,0,10.561,10561,-1.3000,10.1300,-0.1700,10.2145,0.7352,-0.1385,-1.6919,5.56,89.88,332.50,3.3074,4.8958,0.8208,5.9650
6,4,0,0,10.682,10682,-2.5000,10.0500,0.9500,10.3998,0.7145,-0.1244,-0.9992,14.94,84.81,325.81,2.5422,5.5750,0.8378,6.1842
6,4,0,0,10.808,10808,-2.7900,9.7600,1.3400,10.2390,0.2891,-0.2476,0.4156,16.94,81.81,326.56,1.8395,6.1264,0.9040,6.4602
6,4,0,0,10.929,10929,-2.5900,10.2900,1.4200,10.7055,-0.2487,-0.2073,1.0287,11.50,82.50,333.88,1.2558,6.6751,0.9720,6.8614
6,4,0,0,11.050,11050,-0.8300,11.2200,1.0500,11.2995,-0.4047,0.1429,2.1053,1.69,85.00,343.88,0.9810,7.2740,0.9823,7.4053
6,4,0,0,11.172,11172,1.9200,10.7400,0.6500,10.9296,-0.1833,0.1680,2.3693,-14.63,87.25,359.38,1.1047,7.7307,0.9385,7.8654
6,4,0,0,11.333,11333,3.8400,9.5100,0.6400,10.2760,0.3491,-0.1767,1.7421,-32.88,85.56,17.44,1.4651,7.9652,0.8991,8.1486
6,4,0,0,11.455,11455,4.5400,7.3900,1.2500,8.7628,0.2400,-0.0644,2.4293,-46.00,81.19,29.94,1.8703,7.8894,0.9454,8.1630
6,4,0,0,11.577,11577,7.6400,4.9400,1.2500,9.1834,-0.0982,0.1920,2.6922,-64.56,76.38,48.56,2.6306,7.5007,0.9855,8.0095
