participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target, participant,rep_original,source_dataset
1,1,0,0,0.0,0,-1.18,9.83,0.75,9.9289,-0.0665,0.1178,0.0065,7.88,85.63,23.63,-1.4805,9.597,0.8389,9.7467,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.121,121,-1.24,9.78,0.77,9.8883,0.0185,-0.0545,-0.1931,8.25,85.69,23.06,-1.4488,9.6211,0.8298,9.7649,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.241,241,-1.44,9.63,0.77,9.7675,-0.0175,-0.1309,-0.0393,8.94,85.69,23.06,-1.4476,9.6223,0.8219,9.7652,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.362,362,-1.66,9.68,0.69,9.8455,0.0284,-0.06,0.0393,9.13,85.81,23.56,-1.4756,9.6299,0.8046,9.7755,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.483,483,-1.79,9.41,0.74,9.6073,0.0142,0.0687,0.0982,9.38,85.56,23.13,-1.517,9.6009,0.796,9.7526,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.646,646,-1.46,9.73,0.7,9.8638,-0.0284,0.0785,-0.0218,9.44,85.69,22.31,-1.5095,9.6179,0.7834,9.7671,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.767,767,-1.55,9.53,0.81,9.6891,0.0065,0.0305,0.0458,9.5,85.69,21.88,-1.5149,9.6063,0.7869,9.7568,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,0.893,893,-1.81,9.66,0.71,9.8537,0.0076,-0.0022,0.024,9.5,85.75,21.88,-1.5537,9.6134,0.7768,9.7691,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.014,1014,-1.77,9.59,0.74,9.78,0.0153,-0.0175,0.0022,9.38,85.63,22.13,-1.5822,9.6103,0.7719,9.7703,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.135,1135,-1.83,9.56,0.76,9.7632,0.0011,0.0022,-0.012,9.38,85.63,22.19,-1.6149,9.6037,0.7703,9.7689,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.255,1255,-1.69,9.55,0.77,9.7289,-0.0305,0.0153,-0.012,9.38,85.69,22.06,-1.6248,9.5966,0.7703,9.7636,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.377,1377,-1.7,9.72,0.64,9.8883,-0.0371,0.0055,-0.0316,9.75,85.94,21.63,-1.6347,9.6129,0.7531,9.7799,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.497,1497,-0.98,10.0,0.96,10.0937,0.0142,-0.012,0.1113,9.75,86.0,21.63,-1.5484,9.6639,0.7804,9.8182,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.665,1665,0.26,11.31,1.52,11.4146,0.1102,-0.2138,0.661,7.44,85.75,24.88,-1.3101,9.8808,0.8779,10.0059,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.786,1786,2.62,11.63,1.46,12.0105,0.5465,-0.3905,1.7715,-0.88,83.38,35.19,-0.7922,10.1113,0.9546,10.1871,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,1.907,1907,2.63,12.31,1.34,12.6589,0.8988,-0.5585,2.3769,-12.56,78.06,50.13,-0.3413,10.401,1.0054,10.4551,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,2.029,2029,6.33,11.97,2.69,13.8053,1.1988,-0.6185,4.2542,-30.88,67.06,70.81,0.5378,10.6078,1.2273,10.6921,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,2.149,2149,4.96,8.16,2.6,9.8968,0.3851,-0.7254,5.5272,-53.5,40.25,102.38,1.1206,10.2852,1.4082,10.4415,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,2.271,2271,2.67,0.13,2.84,3.9002,-0.0065,-0.2923,4.3066,-58.0,-18.75,138.88,1.3247,8.947,1.5969,9.1845,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,2.397,2397,1.89,-5.67,4.42,7.4335,0.4505,0.2193,0.2007,-53.69,-33.94,147.63,1.3992,7.0209,1.9689,7.4248,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,2.519,2519,3.91,-1.86,4.56,6.2882,-0.0818,0.0109,-1.8315,-58.63,-18.94,136.88,1.7301,5.8506,2.3104,6.5238,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,1,0,0,2.682,2682,8.17,1.66,5.2,9.8257,-0.3447,0.2225,-2.0922,-60.13,17.25,117.31,2.5787,5.2984,2.6911,6.478,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,1,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,2.802,2802,5.92,4.41,3.43,8.14,-0.4778,0.5869,-2.1315,-55.5,41.88,104.0,3.019,5.1813,2.7885,6.6133,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,2.923,2923,6.49,6.02,2.88,9.3089,-0.2171,0.6272,-2.1118,-47.75,59.19,90.44,3.4764,5.2918,2.8006,6.9233,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.049,3049,4.46,7.83,2.58,9.3732,-0.2913,0.2563,-2.186,-35.56,69.44,75.44,3.606,5.6263,2.7715,7.2346,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.171,3171,4.29,9.99,2.16,11.0847,-0.5247,0.0251,-1.6635,-22.69,75.56,62.69,3.6961,6.2013,2.6909,7.7045,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.293,3293,1.44,9.0,1.78,9.2867,-0.6654,0.2443,-1.2086,-13.25,79.94,53.13,3.3988,6.5701,2.5709,7.8312,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.413,3413,-0.29,10.44,0.11,10.4446,-0.841,0.4909,-1.6013,-3.81,86.06,41.81,2.9127,7.0801,2.2466,7.9786,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.534,3534,-1.72,11.1,-0.34,11.2376,-0.4909,0.4418,-1.9188,9.38,90.19,25.25,2.3023,7.6098,1.9057,8.1757,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.699,3699,-1.99,10.12,0.35,10.3197,-0.1582,0.2967,-1.5795,24.63,91.75,6.31,1.7367,7.9406,1.7007,8.3043,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.823,3823,-5.67,9.43,0.2,11.0052,-0.2662,0.1593,-1.4661,38.19,92.81,350.44,0.7606,8.1368,1.503,8.3094,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,3.944,3944,-3.5,9.14,0.19,9.7891,-0.0665,-0.1025,1.4584,36.19,93.19,351.94,0.1992,8.269,1.33,8.3777,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.065,4065,-2.74,10.84,0.03,11.181,0.2291,-0.3142,1.5806,28.5,93.63,1.31,-0.1881,8.6078,1.1587,8.6875,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.185,4185,-3.74,11.98,-0.22,12.5521,0.7909,-0.2411,1.3592,18.56,90.75,14.81,-0.6562,9.0522,0.977,9.1284,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.306,4306,-1.85,11.67,0.25,11.8184,0.7178,-0.3414,1.9755,4.5,85.75,31.69,-0.8135,9.3972,0.8812,9.4734,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.427,4427,-0.67,11.03,0.72,11.0738,0.8454,-0.4701,1.7213,-9.44,80.38,47.94,-0.7946,9.6123,0.86,9.6834,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.549,4549,0.96,11.07,2.14,11.3157,0.9348,-0.6807,1.6406,-21.06,72.38,62.56,-0.5634,9.8044,1.0286,9.8743,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.716,4716,2.35,12.66,3.37,13.31,0.9403,-0.7701,1.4224,-33.56,57.63,79.88,-0.1795,10.1807,1.3372,10.2697,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.837,4837,-1.03,-4.4,2.99,5.4186,1.0221,-1.0767,2.7543,-42.0,37.44,96.25,-0.2915,8.2593,1.555,8.4095,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,4.957,4957,0.11,-0.62,3.31,3.3694,-1.0821,-0.3632,-2.7838,-39.13,36.31,97.0,-0.2386,7.0893,1.7862,7.3147,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,2,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,2,0,0,5.079,5079,1.01,7.75,4.43,8.9837,-1.4224,0.5956,-2.2635,-27.06,53.94,80.81,-0.0741,7.1763,2.1346,7.4874,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.199,5199,1.74,11.86,2.28,12.2019,-1.4094,0.8279,-2.078,-17.31,68.19,67.25,0.165,7.7935,2.1538,8.0873,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.32,5320,0.23,11.4,1.24,11.4695,-0.9108,0.6861,-1.213,-9.13,77.69,54.88,0.1735,8.2688,2.0334,8.5169,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.441,5441,0.34,11.0,0.06,11.0054,-0.5061,0.2836,-0.6752,-2.13,82.38,44.88,0.1955,8.6287,1.7733,8.8112,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.563,5563,-1.55,9.48,-0.01,9.6059,-0.3534,0.1047,-1.7497,7.19,84.44,34.13,-0.0345,8.7409,1.5383,8.8753,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.73,5730,-5.1,10.16,-0.49,11.3787,-0.8552,-0.0491,-1.7955,26.31,90.63,13.19,-0.702,8.9279,1.271,9.0452,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.851,5851,-5.34,9.73,-0.65,11.118,-0.8639,0.0251,-1.1192,34.38,97.0,1.88,-1.3132,9.0336,1.0179,9.1851,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,5.971,5971,-5.86,8.91,-1.04,10.7149,-0.637,0.2803,-0.3556,38.88,101.38,353.13,-1.9124,9.0173,0.7467,9.248,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.093,6093,-5.39,7.88,-1.59,9.6786,-0.4429,0.1844,-0.396,41.56,103.94,346.5,-2.3706,8.8674,0.4388,9.1893,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.213,6213,-6.53,8.21,-2.1,10.6984,-0.0458,0.0676,-0.2749,44.06,105.69,342.19,-2.9187,8.7808,0.1043,9.2538,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.335,6335,-5.94,8.07,-1.23,10.0956,0.2934,0.0229,0.1396,44.25,103.81,343.38,-3.3168,8.6871,-0.0716,9.2991,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.458,6458,-6.4,9.53,-0.94,11.518,0.7265,-0.0894,1.0581,40.69,100.5,350.63,-3.7231,8.7982,-0.186,9.5553,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.583,6583,-6.14,9.48,-0.56,11.3086,1.1988,0.108,1.1563,32.06,92.06,4.5,-4.0416,8.888,-0.2353,9.7666,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.747,6747,-4.06,10.72,0.83,11.4931,0.7832,0.1309,1.6679,17.5,83.75,22.31,-4.044,9.1294,-0.0949,9.9855,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.869,6869,-2.93,11.12,1.62,11.6131,0.6698,0.3742,1.6472,5.19,78.81,33.31,-3.8972,9.3917,0.1311,10.1691,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,6.99,6990,0.87,10.61,1.77,10.7918,0.7003,-0.1233,2.4642,-9.38,74.13,47.25,-3.269,9.5523,0.347,10.1021,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,7.114,7114,1.97,8.68,3.41,9.5316,0.9381,-0.3131,2.3366,-23.88,65.5,63.44,-2.5787,9.4373,0.7507,9.812,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,7.236,7236,4.48,8.51,4.01,10.4197,0.4571,0.3349,3.6445,-40.0,55.69,81.06,-1.6485,9.3151,1.1802,9.5332,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,7.356,7356,3.45,-0.47,3.55,4.9725,0.4974,-0.4669,3.6848,-58.38,29.63,105.13,-0.9767,8.0257,1.4924,8.2215,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,7.477,7477,2.88,-6.37,3.56,7.8451,-0.3785,-0.661,-1.4683,-58.06,13.38,113.0,-0.4684,6.1287,1.7649,6.395,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,3,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,3,0,0,7.598,7598,3.95,6.29,4.52,8.6947,-0.8759,0.2214,-2.8743,-47.38,40.81,95.25,0.1138,6.15,2.1279,6.5087,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,7.76,7760,5.0,8.88,3.51,10.7784,-0.9992,0.4483,-1.3832,-35.19,61.81,79.25,0.7577,6.5097,2.3101,6.9489,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,7.887,7887,2.23,8.63,2.95,9.3889,-0.613,0.4265,-1.9799,-26.88,70.88,69.0,0.9517,6.7891,2.3944,7.2616,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.008,8008,2.45,10.35,1.47,10.7371,-0.4276,0.3338,-1.8271,-15.88,77.06,56.06,1.1491,7.2584,2.2726,7.6921,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.13,8130,-1.15,9.82,1.53,10.0048,-0.4222,0.0905,-1.8282,-4.88,80.38,43.63,0.8462,7.5959,2.1747,7.9463,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.25,8250,-1.25,10.38,0.88,10.492,-0.3632,0.1189,-1.3537,4.69,83.06,33.19,0.5699,7.9628,2.0041,8.2309,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.371,8371,-2.86,9.91,0.66,10.3355,-0.6152,0.0894,-1.2599,13.75,86.19,23.13,0.118,8.2194,1.827,8.4208,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.493,8493,-3.22,10.02,0.03,10.5247,-0.6141,0.1756,-1.0712,21.25,90.13,13.38,-0.3219,8.4567,1.5902,8.6109,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.618,8618,-4.86,8.95,-0.63,10.2039,-0.5487,0.1724,-1.0788,27.88,93.5,4.0,-0.9199,8.5217,1.2976,8.6688,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.781,8781,-6.29,8.07,-1.16,10.2973,-0.2443,0.0382,-1.1999,39.25,97.5,349.75,-1.6275,8.4621,0.9738,8.6721,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,8.901,8901,-6.33,8.68,-0.8,10.7727,-0.0742,-0.012,-1.0799,45.56,99.56,342.94,-2.2472,8.4909,0.74,8.8143,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.022,9022,-4.64,10.24,0.15,11.2432,0.0425,-0.0513,1.8402,42.31,99.0,346.5,-2.5625,8.7213,0.6623,9.1141,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.144,9144,-4.75,11.04,-0.97,12.0576,1.021,0.1091,2.4129,29.13,94.13,1.69,-2.8508,9.0269,0.4472,9.4769,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.264,9264,-3.77,11.11,-0.06,11.7324,1.1574,-0.2891,2.6911,11.81,86.5,22.69,-2.9719,9.3014,0.3804,9.772,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.386,9386,-0.69,11.47,0.98,11.5325,0.8781,-0.2291,2.6573,-5.94,79.88,42.75,-2.6712,9.5872,0.4594,9.9629,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.508,9508,2.44,10.41,1.89,10.8579,0.9697,-0.1963,2.9311,-24.19,72.25,61.31,-1.9977,9.6956,0.6479,9.9204,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.633,9633,3.61,8.91,2.97,10.0619,0.7079,-0.5574,3.1852,-41.31,59.13,80.69,-1.2587,9.5921,0.9539,9.7212,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.796,9796,5.42,1.86,2.86,6.4043,0.6829,-0.1974,4.3219,-62.31,10.19,116.81,-0.3786,8.5732,1.2051,8.6657,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,9.917,9917,-2.88,-11.29,4.23,12.3956,-0.2389,-0.2094,-0.6218,-58.69,-16.0,129.75,-0.7083,5.9557,1.6037,6.2084,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,4,0,0,10.038,10038,5.26,2.58,4.49,7.3813,-0.5432,-0.2073,-3.1918,-55.94,23.25,109.0,0.0782,5.5109,1.984,5.8577,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,4,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.16,10160,6.33,9.0,3.17,11.4507,-1.2926,0.2618,-2.402,-41.19,51.25,87.63,0.902,5.9707,2.1403,6.4065,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.286,10286,1.75,11.39,1.0,11.567,-1.7573,0.6861,-2.6376,-25.69,70.44,71.0,1.0138,6.6848,1.99,7.048,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.407,10407,0.91,12.62,-0.46,12.6611,-1.3123,0.6872,-2.8918,-8.56,84.69,50.63,1.0001,7.4669,1.6672,7.7158,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.527,10527,-3.76,12.28,-0.61,12.8572,-0.7581,0.1865,-2.5678,10.06,91.5,29.19,0.3728,8.1011,1.3671,8.2241,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.648,10648,-3.35,10.57,-0.66,11.1078,-0.4036,0.1767,-1.0657,19.75,95.13,17.38,-0.1177,8.4265,1.1,8.4988,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.811,10811,-6.43,8.74,-1.16,10.9123,0.024,0.3,-1.3897,32.19,96.69,2.63,-0.9495,8.4678,0.8022,8.5585,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,10.931,10931,-6.38,7.71,-0.81,10.0401,0.1462,0.1473,-0.9861,39.19,95.06,354.63,-1.6651,8.3679,0.5897,8.5524,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,11.069,11069,-6.01,7.18,-0.5,9.3767,-0.0611,-0.2694,-0.4145,43.13,95.81,351.38,-2.2377,8.2114,0.4461,8.5225,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,11.19,11190,-6.73,7.12,-0.99,9.8472,-0.1222,-0.2094,0.0447,44.81,98.69,350.25,-2.8296,8.0676,0.2569,8.5533,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,11.31,11310,-7.52,7.29,-1.05,10.526,-0.0524,0.0742,0.1091,45.56,100.0,349.69,-3.4477,7.9651,0.0847,8.6797,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
1,5,0,0,11.431,11431,-6.18,8.49,-0.54,10.5149,0.228,0.1342,0.4058,43.25,97.94,352.13,-3.8078,8.0343,0.0024,8.8909,P001_Dumbbell_Concentration_Curls_04.csv,2,2.0,5,Dumbbell_Concentration_Curls_Abrupt Initiation_resegmented_20260212_131303
