participant,rep,equipment_code,exercise_code,timestamp,timestamp_ms,accelX,accelY,accelZ,accelMag,gyroX,gyroY,gyroZ,roll,pitch,yaw,filteredX,filteredY,filteredZ,filteredMag,source_file,target, participant,rep_original,source_dataset
16,7,0,0,18.467,18467,0.42,10.09,-0.17,10.1002,-0.0349,0.0993,0.5781,-2.38,90.88,174.69,-3.3514,8.0201,0.2256,8.6951,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,18.589,18589,0.91,9.92,-0.16,9.9629,-0.12,0.1189,0.3131,-5.19,91.38,176.81,-2.7899,8.2705,0.1748,8.7301,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,18.71,18710,0.97,10.1,-0.31,10.1512,-0.0938,0.0109,0.1669,-6.81,92.31,178.25,-2.2944,8.5115,0.1109,8.8161,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,18.831,18831,0.16,10.48,-0.05,10.4813,-0.0087,-0.1014,-0.2269,-6.44,92.44,178.75,-1.971,8.7709,0.0897,8.9901,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,18.952,18952,-2.09,12.69,-0.07,12.8611,-0.036,-0.0142,-1.7475,-1.0,92.63,174.13,-1.9867,9.2874,0.0687,9.4977,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.074,19074,-4.42,12.38,-0.05,13.1455,0.6283,-0.1691,-3.5103,18.44,91.06,155.56,-2.3073,9.6949,0.053,9.9658,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.24,19240,-5.56,8.83,0.17,10.4361,0.2389,0.0316,-3.3805,49.69,85.31,128.0,-2.7359,9.5809,0.0685,9.9641,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.361,19361,-6.75,5.97,-0.61,9.0319,0.3916,-0.228,-2.8983,71.19,79.38,108.31,-3.2649,9.1051,-0.0209,9.6728,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.482,19482,-7.0,0.31,0.21,7.01,-0.2553,-0.1287,-2.5122,87.81,1.0,91.63,-3.7571,7.9461,0.0095,8.7896,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.603,19603,-7.14,-2.07,0.05,7.4342,0.1822,0.1211,-0.9021,78.81,-80.19,79.06,-4.2029,6.6263,0.0148,7.8468,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.724,19724,-6.76,-3.41,0.11,7.5722,0.636,0.4494,0.0229,75.56,-75.56,79.5,-4.5398,5.3037,0.0274,6.9814,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,7,0,0,19.845,19845,-7.86,-2.1,-0.08,8.1361,0.1593,-0.0109,1.3461,80.81,-61.06,88.63,-4.9773,4.3281,0.0132,6.596,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,7,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,19.967,19967,-8.36,0.46,-0.34,8.3795,-0.4025,-0.0567,1.0647,85.81,-0.94,95.13,-5.4231,3.8184,-0.0333,6.6326,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.092,20092,-7.83,2.88,-0.35,8.3502,-0.1254,-0.1527,1.7759,79.5,72.19,104.19,-5.7403,3.6947,-0.0751,6.827,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.256,20256,-8.64,5.95,0.1,10.491,-0.0905,-0.0938,2.0071,63.75,86.25,119.63,-6.1224,3.9919,-0.052,7.309,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.378,20378,-7.72,6.92,0.21,10.3696,-0.0469,-0.0425,1.3439,52.88,87.81,130.5,-6.3329,4.3778,-0.0175,7.6988,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.503,20503,-6.51,8.3,0.02,10.5485,-0.0905,-0.1636,1.1846,43.75,89.5,139.5,-6.3562,4.8946,-0.0125,8.0224,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.624,20624,-5.98,7.86,0.0,9.8762,0.0055,-0.0447,0.9468,37.38,90.38,145.75,-6.3067,5.2854,-0.0109,8.2286,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.746,20746,-4.4,8.93,-0.15,9.9563,-0.036,0.2193,1.1486,29.56,89.81,152.13,-6.0554,5.7656,-0.0292,8.3613,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.867,20867,-3.68,9.37,-0.11,10.0673,-0.1222,0.2313,0.8083,23.81,89.5,156.13,-5.7424,6.2406,-0.0399,8.4807,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,20.988,20988,-2.34,10.12,-0.16,10.3882,-0.1494,0.0971,1.1476,16.69,90.13,161.94,-5.294,6.7518,-0.0557,8.58,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.11,21110,-1.77,10.23,-0.05,10.3821,-0.0687,0.1233,0.6741,10.88,90.56,166.88,-4.8297,7.2102,-0.0549,8.6784,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.274,21274,-0.83,10.0,-0.11,10.035,-0.0076,0.2443,0.7221,4.88,90.81,171.31,-4.3026,7.5778,-0.0622,8.7143,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.397,21397,0.18,10.08,-0.15,10.0827,0.0502,0.2291,0.4276,0.94,90.44,173.44,-3.7119,7.9075,-0.0738,8.7357,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.518,21518,0.81,9.85,-0.21,9.8855,-0.1058,0.0665,0.48,-2.06,90.69,176.0,-3.116,8.1635,-0.0917,8.7385,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.639,21639,0.69,9.84,-0.25,9.8673,-0.0796,-0.0818,0.1996,-4.31,91.38,179.5,-2.6145,8.3844,-0.1126,8.7833,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.76,21760,-0.27,10.61,-0.25,10.6164,-0.0251,-0.0589,0.0905,-5.19,91.69,181.0,-2.3056,8.6777,-0.1307,8.9797,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,21.882,21882,-1.32,11.86,-0.11,11.9337,0.1571,0.1091,-1.2905,-2.0,91.44,178.31,-2.1757,9.097,-0.128,9.3545,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.008,22008,-3.23,12.72,0.21,13.1254,0.4691,-0.1713,-2.8165,13.31,89.13,163.06,-2.3146,9.5744,-0.0834,9.8506,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.129,22129,-4.99,10.48,0.52,11.619,0.5858,-0.2236,-3.134,36.44,85.38,143.31,-2.6672,9.6938,-0.0039,10.054,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.296,22296,-5.84,6.94,0.19,9.0722,0.2978,-0.2083,-2.7314,61.13,80.25,121.81,-3.0853,9.3309,0.0216,9.8278,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.42,22420,-7.25,1.92,0.87,7.5502,0.1505,-0.1789,-2.4566,79.63,69.0,105.5,-3.6341,8.3543,0.1334,9.1115,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.541,22541,-7.82,-0.1,0.07,7.821,0.0556,0.1724,-1.369,85.31,-2.25,93.44,-4.1857,7.2403,0.1251,8.364,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.662,22662,-8.0,-2.49,0.66,8.4045,0.3862,0.1876,-0.5574,80.06,-58.25,89.25,-4.6883,5.9581,0.1956,7.584,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.783,22783,-7.78,-1.75,-0.06,7.9746,-0.1167,0.3,-0.0993,76.5,-58.81,87.13,-5.0957,4.9423,0.1619,7.1006,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,8,0,0,22.904,22904,-7.88,-1.14,0.52,7.979,-0.0349,-0.0469,0.9937,79.81,-42.0,92.44,-5.4626,4.1408,0.2091,6.8579,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,8,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.026,23026,-8.25,0.13,1.19,8.3364,-0.204,-0.0709,1.1388,82.94,-3.25,98.56,-5.8299,3.6123,0.3383,6.8667,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.151,23151,-8.66,2.03,0.97,8.9475,-0.1265,-0.1625,1.4246,79.5,55.75,106.38,-6.2028,3.4038,0.4216,7.0879,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.315,23315,-8.7,5.7,0.34,10.4065,-0.3643,0.2607,2.1631,66.56,74.88,117.0,-6.5319,3.7064,0.4108,7.5214,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.436,23436,-6.23,6.93,0.64,9.3406,-0.1494,0.0774,1.7202,52.0,79.69,129.81,-6.4921,4.1312,0.441,7.7077,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.56,23560,-6.82,8.53,0.35,10.9268,-0.3011,-0.3098,1.4464,42.69,83.88,138.69,-6.5353,4.7108,0.429,8.0676,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.682,23682,-5.65,8.59,0.36,10.2879,-0.2313,-0.1156,0.889,35.06,87.5,146.63,-6.4187,5.222,0.4199,8.2852,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.804,23804,-4.57,9.21,0.18,10.2831,-0.0676,0.0633,1.3995,27.25,88.5,154.06,-6.1751,5.7475,0.3883,8.4449,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,23.925,23925,-2.67,9.85,-0.13,10.2063,-0.1593,0.2891,1.045,18.75,88.94,160.69,-5.7132,6.2881,0.32,8.502,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.046,24046,-1.88,10.41,-0.03,10.5784,-0.1516,0.3076,1.225,11.13,89.56,165.56,-5.2081,6.8313,0.2739,8.5945,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.167,24167,-0.3,10.18,0.08,10.1847,-0.0207,0.3436,0.9196,3.63,89.81,170.88,-4.5613,7.2726,0.2483,8.5882,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.331,24331,0.55,10.08,0.03,10.095,-0.2422,0.3992,0.7658,-3.5,90.75,174.75,-3.8878,7.6425,0.2196,8.5773,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.456,24456,1.25,10.51,-0.38,10.5909,-0.0949,0.1593,0.2051,-6.69,92.38,176.25,-3.2107,8.0204,0.1406,8.6403,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.577,24577,1.02,9.79,-0.15,9.8441,0.1538,-0.0731,-0.192,-6.19,91.81,175.56,-2.6532,8.2536,0.1023,8.6701,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.698,24698,-0.19,11.36,0.05,11.3617,0.1156,-0.0916,-0.6523,-3.56,91.0,173.5,-2.3286,8.6629,0.0954,8.9709,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.819,24819,-2.37,12.3,0.51,12.5366,0.5596,-0.1113,-1.9155,5.44,88.81,165.06,-2.3341,9.1422,0.15,9.4366,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,24.94,24940,-2.89,10.8,0.92,11.2178,0.6829,-0.2487,-3.1405,22.06,84.38,150.69,-2.4073,9.3606,0.2515,9.6685,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.061,25061,-4.91,9.79,0.98,10.996,0.5105,-0.2923,-2.3169,41.5,79.75,134.5,-2.7371,9.4172,0.3475,9.8131,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.183,25183,-6.0,6.71,0.93,9.0493,0.5531,-0.3971,-2.5416,57.5,74.0,122.06,-3.1671,9.0605,0.4242,9.6074,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.347,25347,-8.19,2.08,0.24,8.4534,0.2171,-0.1691,-2.1849,79.75,50.19,102.94,-3.829,8.1406,0.4,9.0051,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.469,25469,-7.31,-0.2,0.4,7.3237,0.2051,0.1734,-1.2708,83.0,-13.88,94.31,-4.2877,7.0415,0.4,8.254,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.591,25591,-7.74,-1.98,0.96,8.0467,-0.1636,0.36,-0.6076,77.75,-43.75,88.13,-4.7426,5.8527,0.4738,7.5479,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.712,25712,-7.92,-1.92,1.14,8.2288,0.2302,0.0698,0.2476,74.88,-46.69,86.0,-5.1613,4.8285,0.5616,7.0901,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,9,0,0,25.833,25833,-7.84,-1.2,1.33,8.042,-0.0785,-0.096,0.9348,78.94,-28.38,92.5,-5.5143,4.0341,0.6628,6.8645,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,25.954,25954,-7.76,-0.01,1.43,7.8907,-0.1134,0.0251,0.9032,80.38,-2.25,96.81,-5.8102,3.5012,0.7639,6.8265,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,9,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.081,26081,-7.93,2.58,0.97,8.3954,-0.2411,-0.0665,1.801,76.63,45.25,105.44,-6.0896,3.3798,0.7911,7.0094,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.202,26202,-7.99,4.86,0.83,9.3887,-0.3392,0.0327,2.0126,65.0,69.94,117.25,-6.34,3.5748,0.7962,7.3218,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.369,26369,-6.34,8.39,1.16,10.5799,-0.1974,0.1396,2.1915,45.38,78.44,134.75,-6.34,4.2094,0.8441,7.6568,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.491,26491,-5.31,9.98,0.71,11.327,-0.4363,-0.0545,1.2326,34.19,82.19,144.75,-6.2043,4.9698,0.8265,7.9922,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.613,26613,-4.5,9.53,0.83,10.5717,-0.2716,-0.0153,1.1443,26.31,85.38,152.19,-5.9797,5.5707,0.8269,8.2142,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.734,26734,-2.76,10.13,0.42,10.5077,-0.2247,0.1734,1.0788,18.81,87.13,158.38,-5.5554,6.1715,0.7733,8.3395,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.855,26855,-1.51,10.21,0.23,10.3236,-0.132,0.1844,1.0297,11.69,88.06,163.94,-5.0223,6.7037,0.7017,8.4057,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,26.976,26976,-0.73,9.94,0.42,9.9756,-0.1113,0.264,0.9021,5.13,88.5,168.88,-4.4567,7.1301,0.6646,8.4346,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.097,27097,0.18,10.16,0.07,10.1618,-0.1374,0.3131,0.6709,0.0,89.38,172.0,-3.8457,7.5294,0.5862,8.475,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.218,27218,1.07,9.98,-0.05,10.0373,-0.0774,0.2803,0.6305,-4.44,90.19,174.5,-3.1979,7.8523,0.5024,8.4934,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.385,27385,1.52,10.0,-0.07,10.1151,-0.0851,0.0316,0.18,-8.06,91.06,177.31,-2.5762,8.1353,0.427,8.5442,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.506,27506,0.97,10.52,-0.15,10.5657,-0.0065,-0.144,-0.2869,-7.38,91.38,177.19,-2.1089,8.4496,0.3509,8.7158,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.627,27627,-1.08,11.81,0.12,11.8599,0.1974,-0.0731,-1.7235,-1.44,90.69,172.38,-1.9733,8.8924,0.3205,9.1144,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.748,27748,-3.62,12.25,0.53,12.7847,0.4549,-0.1549,-3.1438,15.75,88.19,155.81,-2.1903,9.3348,0.3481,9.5947,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.869,27869,-4.9,10.82,0.53,11.8896,0.817,-0.3894,-2.9354,36.38,84.44,138.94,-2.5474,9.5305,0.3721,9.8721,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,27.991,27991,-6.22,7.85,1.01,10.0663,0.5247,-0.156,-2.7434,55.0,78.38,124.69,-3.0314,9.3091,0.4561,9.8008,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,28.117,28117,-6.56,4.2,0.1,7.79,0.0785,-0.3153,-2.9322,73.31,67.94,108.0,-3.4963,8.6358,0.4092,9.3258,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,28.238,28238,-8.59,1.19,-0.12,8.6729,0.1167,-0.0065,-1.7584,84.81,-2.56,90.56,-4.1676,7.6547,0.3395,8.7223,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,28.402,28402,-6.94,-2.88,0.95,7.5737,0.2051,0.432,-0.8443,77.5,-57.69,84.44,-4.5329,6.2665,0.4199,7.7455,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,28.528,28528,-7.99,-2.24,0.9,8.3467,0.0916,0.2258,0.685,75.63,-52.63,85.0,-4.9885,5.1455,0.4832,7.1829,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,10,0,0,28.649,28649,-8.58,-0.88,1.14,8.7,-0.0611,-0.0829,0.5269,78.81,-35.06,90.31,-5.4617,4.3515,0.5697,7.0065,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,28.77,28770,-8.12,0.18,1.09,8.1948,-0.0873,-0.2694,0.9937,81.81,-11.5,94.13,-5.812,3.8018,0.6383,6.9743,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,28.891,28891,-8.17,1.28,0.89,8.3174,-0.1516,-0.1069,1.4061,81.13,43.94,101.38,-6.1227,3.4695,0.6715,7.0694,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,29.012,29012,-8.4,4.33,0.25,9.4536,-0.1451,0.3098,2.114,70.19,69.44,112.25,-6.4228,3.5829,0.6159,7.3803,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,29.133,29133,-6.26,5.56,1.24,8.464,-0.2563,0.3272,2.0093,56.69,73.44,123.25,-6.4014,3.8434,0.6982,7.4991,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,29.254,29254,-5.35,9.04,0.52,10.5173,-0.6381,-0.2945,1.9809,43.06,80.94,135.38,-6.2628,4.5282,0.6747,7.7578,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,29.421,29421,-4.35,9.94,0.39,10.8572,-0.0873,-0.2258,1.4824,27.19,87.06,151.75,-6.0108,5.2413,0.6372,8.0004,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
16,11,0,0,29.542,29542,-3.27,10.01,0.32,10.5354,-0.1734,0.1004,1.5293,17.94,88.31,160.81,-5.6496,5.8697,0.5954,8.1686,P016_Dumbbell_Concentration_Curls_Clean_0_02.csv,0,,10,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
17,1,0,0,0.0,0,5.39,7.92,-0.22,9.5826,0.1167,-0.4614,1.2785,-36.69,93.0,164.44,1.1862,9.5647,-0.1535,9.6392,P017_Dumbbell_Concentration_Curls_Clean_0_01.csv,0,,1,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
17,1,0,0,0.164,164,6.8,6.65,0.3,9.5159,-0.1069,-0.2116,1.4192,-50.0,90.06,180.13,1.9259,9.1806,-0.0937,9.3809,P017_Dumbbell_Concentration_Curls_Clean_0_01.csv,0,,1,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
17,1,0,0,0.286,286,8.25,5.14,0.3,9.7248,-0.1331,-0.1713,1.7431,-61.06,89.19,192.44,2.7593,8.6482,-0.0418,9.0778,P017_Dumbbell_Concentration_Curls_Clean_0_01.csv,0,,1,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
17,1,0,0,0.411,411,8.63,3.76,0.42,9.4229,0.1254,-0.1625,1.1781,-70.75,85.88,202.75,3.5329,8.004,0.019,8.7491,P017_Dumbbell_Concentration_Curls_Clean_0_01.csv,0,,1,Dumbbell_Concentration_Curls_Clean_resegmented_20260212_130501
