feature,importance
accelZ_peak_position,0.06404342142019756
accelMag_peak_position,0.059853027484743936
filteredZ_range,0.03276576000073252
filteredMag_skew,0.030941333618972097
filteredMag_range,0.02887058008789961
filteredMag_diff_std,0.02837638778917434
filteredZ_skew,0.026922608534710173
accelZ_std,0.02505422443810108
accelMag_min,0.023114013555385816
filteredZ_diff_std,0.01966566696826283
accelZ_min,0.01827607011716844
filteredZ_kurtosis,0.016635250216858095
filteredZ_diff_max,0.014854582434878019
accelY_p75,0.0147766395380189
accelMag_range,0.013753219398907522
accelMag_std,0.013179816168581406
filteredMag_kurtosis,0.013080735657863758
accelZ_range,0.012237976809217484
accelMag_diff_std,0.010991844062702065
filteredZ_max,0.010740989282366439
accelZ_diff_std,0.0103925450931224
filteredX_energy,0.01025641270762174
accelZ_diff_max,0.010091929385099726
filteredY_p75,0.009364029191837129
filteredMag_max,0.009363855992330314
filteredZ_peak_value,0.008555957135826154
filteredMag_peak_position,0.008540787810274026
filteredY_median,0.008203587020730202
filteredZ_jerk_std,0.007883517392705543
filteredZ_peak_position,0.007808197750681552
accelMag_diff_max,0.0073884210902528695
filteredZ_jerk_rms,0.007109538960864573
filteredX_min,0.007032213436053863
filteredMag_peak_value,0.006863464811510311
filteredY_mean,0.0063505972654752385
filteredMag_diff_max,0.0062777914725887065
filteredMag_jerk_rms,0.006137563506666911
accelY_median,0.005959041970519844
accelY_peak_position,0.005901794157089249
filteredZ_jerk_max,0.005883430593376846
accelMag_max,0.005835566939360791
filteredX_p25,0.0056419713988607395
accelX_p25,0.005589588873547977
filteredY_p25,0.005323150574199449
accelZ_peak_value,0.005307204431073284
filteredMag_jerk_max,0.00529449168571968
accelMag_peak_value,0.005279406133342944
accelX_median,0.0052753491512345955
filteredZ_std,0.005181131060561986
accelZ_max,0.0049711059862165815
accelX_energy,0.004872578260633859
filteredMag_p75,0.004847022478689245
filteredZ_min,0.004771975563824011
filteredZ_p75,0.004535817393678597
filteredY_max,0.00439367729784632
accelX_rms,0.004299134382648947
filteredY_peak_value,0.004240700257211324
filteredMag_jerk_std,0.004219388031485868
gyroZ_peak_position,0.004197308677299736
filteredX_median,0.004194170088450436
filteredY_rms,0.0041476168390535565
gyroX_range,0.004119606519723014
filteredX_mean,0.003943722406867815
gyroZ_kurtosis,0.003914547307486581
accelY_mean,0.0038776617846585483
filteredMag_min,0.003773034431177432
filteredY_min,0.0037111582544258562
avg_sample_rate,0.0036433207122610525
gyroX_energy,0.0036226662051587074
rep_duration_ms,0.0035567127048166318
filteredMag_iqr,0.003541880242309103
accelY_p25,0.0035228871341338396
filteredY_energy,0.003396468313884544
filteredZ_iqr,0.003342572399043354
filteredX_peak_value,0.0032891363784947275
accelX_mean,0.0032571760467853044
accelMag_skew,0.0032472349539319043
accelZ_skew,0.0032035466380726818
filteredMag_energy,0.0031525366517701154
filteredX_rms,0.0029524372881090948
accelZ_energy,0.002915474107107798
filteredX_max,0.0029145846347431556
gyroY_energy,0.002880430028217769
accelX_p75,0.0028750292706276825
accelMag_jerk_std,0.0028642005961170233
gyroZ_energy,0.002818485348270116
gyroX_diff_max,0.002753623420083956
accelY_rms,0.002741185241641418
gyroX_peak_value,0.0026662430079654503
filteredX_p75,0.0026560832635994427
filteredZ_rms,0.0026250512720301373
accelY_energy,0.002552467774769403
gyroX_std,0.0025299371077593664
gyroX_jerk_rms,0.0024108317491293857
accelMag_jerk_max,0.002400884251249345
accelZ_jerk_max,0.00238653885623016
filteredZ_energy,0.0023653642010106075
filteredMag_std,0.0023558511979611145
filteredMag_mean,0.002307052093211842
gyroX_max,0.0022489655183541035
gyroY_peak_value,0.0022352373338221715
filteredMag_rms,0.00217321709557005
accelZ_kurtosis,0.002172126880383736
accelMag_kurtosis,0.0021675922118151963
accelMag_energy,0.002112496661094359
gyroX_min,0.0021062281404647153
filteredMag_diff_mean,0.0020777231480524176
filteredZ_mean,0.001981277410599224
accelY_max,0.001943802933163994
accelZ_median,0.0018613481649242323
gyroY_max,0.0018462162408039093
filteredZ_p25,0.0018454652315415298
gyroX_jerk_max,0.0018406106646909378
filteredZ_diff_mean,0.0018274312297517166
accelMag_mean,0.0017180791841796008
accelMag_jerk_rms,0.0016641274310921171
filteredX_std,0.0016450477269726272
gyroX_peak_position,0.0016373309757263977
accelZ_jerk_rms,0.0016199772445669902
accelY_peak_value,0.0016074645412587406
sample_count,0.0015907960551569972
gyroZ_min,0.001553228363249438
filteredZ_median,0.0014664066675638859
accelX_kurtosis,0.0014381497804377456
gyroZ_jerk_max,0.0014254316716451846
gyroY_std,0.001414951903572871
gyroZ_mean,0.001410465918747909
gyroZ_p25,0.0013875601517089073
gyroZ_range,0.0013576180312973357
gyroY_kurtosis,0.0013437797418150038
accelY_iqr,0.0013314472204390673
gyroZ_diff_max,0.0012994025191365441
accelZ_diff_mean,0.001272373742629394
gyroY_iqr,0.0012672956366647909
accelZ_jerk_std,0.0012547034329912733
gyroZ_median,0.0012500945109749498
accelZ_p75,0.0012475691276702943
accelY_min,0.0012470531174096926
accelX_iqr,0.0012335036717243545
gyroX_kurtosis,0.0012180521007237508
smoothness_score,0.001206080744374212
filteredX_kurtosis,0.0011951131297012444
gyroY_rms,0.0011932610606405268
gyroZ_skew,0.0011923749734736673
filteredY_jerk_max,0.0011897933306081751
accelY_skew,0.0011802857894135297
gyroX_jerk_std,0.0011706741632755936
gyroZ_diff_std,0.0011669781662736196
gyroX_rms,0.0011597638095342284
accelMag_median,0.0011519378834473572
gyroX_skew,0.0011412220918768053
gyroY_peak_position,0.0011158515295917031
accelMag_p75,0.0011132067281472964
gyroY_mean,0.0010842234693651345
accelZ_mean,0.0010766074279799367
gyroY_diff_std,0.0010760939472628569
gyroX_diff_std,0.0010491808640777742
gyroX_p25,0.0010424041533405955
accelX_peak_position,0.0010359729060395162
gyroZ_jerk_rms,0.0010089186211040243
filteredY_kurtosis,0.0010067523804556844
filteredX_iqr,0.0010056289597039616
gyroY_jerk_max,0.0010042727477033156
filteredY_std,0.000995217518473971
accelX_peak_value,0.0009806628555090759
gyroY_p75,0.0009757699724108753
accelZ_p25,0.0009669684381795494
accelY_diff_std,0.0009624445504041301
filteredMag_jerk_mean,0.000962070560844017
accelX_min,0.0009491020366004571
filteredZ_jerk_mean,0.0009444127473500388
accelMag_rms,0.0009381444385195719
gyroY_skew,0.0009365499141002657
filteredX_jerk_std,0.000932209470793578
accelX_jerk_mean,0.0009205522491873707
accelX_jerk_rms,0.0008984782142482501
filteredMag_p25,0.0008929682705361387
gyroZ_max,0.0008904447255175363
filteredX_diff_max,0.0008757196133499425
accelY_std,0.0008648256411364734
accelY_diff_max,0.0008625389795169511
accelZ_iqr,0.0008441222770721528
gyroX_mean,0.000828653738321593
filteredY_diff_mean,0.0008261507528794735
gyroZ_rms,0.0008217354100244435
gyroX_iqr,0.0008127072032262511
accelX_std,0.0008119870315339466
accelX_diff_std,0.0008086645325634372
filteredX_jerk_rms,0.000807223266977564
ldlj,0.0007963029693484197
accelX_range,0.0007912837103501948
filteredX_jerk_mean,0.0007813899057940973
gyroY_diff_max,0.0007722418267132729
filteredY_peak_position,0.0007495684487577655
gyroY_median,0.0007394546646829997
filteredX_skew,0.000726637119606673
accelX_jerk_max,0.0007217384342920137
gyroZ_jerk_std,0.0007209357551448232
filteredY_jerk_std,0.0007195673212570727
filteredMag_median,0.0007130033439963255
filteredX_diff_mean,0.0007121347386904264
accelX_max,0.0007089586094231143
accelX_diff_max,0.0007029908075679878
gyroY_jerk_rms,0.000694889500531837
accelY_kurtosis,0.0006921997554203332
gyroY_jerk_mean,0.0006636207540788681
gyroZ_std,0.0006568418211212642
accelY_jerk_std,0.0006534830313446009
filteredX_peak_position,0.0006425042592777621
gyroZ_peak_value,0.0006416983465809041
accelX_skew,0.0006380267487676503
gyroZ_jerk_mean,0.0006363766046491858
accelZ_rms,0.0006180786065230439
accelZ_jerk_mean,0.0006155135666080405
filteredX_range,0.0006144716346726917
filteredY_jerk_mean,0.0006138134457725974
gyroY_p25,0.0006122207756697031
filteredX_jerk_max,0.0006014799073641981
accelMag_p25,0.0005807517641745001
accelMag_jerk_mean,0.0005632676572263532
filteredY_range,0.0005606961057304741
gyroY_jerk_std,0.0005165730214242185
gyroY_range,0.0005077819860100068
accelY_jerk_mean,0.000502140223773296
accelY_jerk_rms,0.00047900559482526685
accelY_range,0.00047554703906730114
accelMag_diff_mean,0.000471475926565278
accelX_diff_mean,0.00046587356841694026
accelY_jerk_max,0.0004543832169283315
gyroX_median,0.0004232532310202323
filteredY_diff_std,0.00039473309080091017
gyroX_diff_mean,0.0003784670235361867
accelX_jerk_std,0.00036329420626404584
filteredY_iqr,0.00036075990362221676
filteredY_jerk_rms,0.0003489093274751749
filteredY_skew,0.0003417042425479973
gyroX_jerk_mean,0.00031137384052838364
gyroZ_p75,0.00030472179285401035
filteredX_diff_std,0.0002850439144655566
gyroZ_iqr,0.0002789882895125204
accelY_diff_mean,0.0002784515112324911
gyroY_min,0.00026766823091425315
accelMag_iqr,0.00025212787037886603
filteredY_diff_max,0.0002273018601904275
gyroY_diff_mean,0.00018509051355996358
gyroX_p75,0.00014653049003222521
gyroZ_diff_mean,9.928189271407711e-05
